title,url,stage,day,time,mbid,lfm_url,orig_name
Leisure,https://babylonuprising.com/,BABYLON UPRISING,THURSDAY,12:00 - 15:00,,890b30b4-d350-4d96-83ee-3ebc26e0b9e3,https://www.last.fm/music/Leisure,LEISURE
Nowt,https://soundcloud.com/medlar,VILLAGE INN,SUNDAY,23:30 - 02:00,,d81433b2-0c74-45ec-8fcd-6391f2bb6992,https://www.last.fm/music/Nowt,NOWT
meg ward,https://www.instagram.com/meggyward,GLADE DOME,THURSDAY,23:10 - 00:25,,,https://www.last.fm/music/meg+ward,MEG WARD
Megan Langlois,https://www.youtube.com/watch?v=hfpioqmdwyq,MANDALA STAGE,FRIDAY,15:00 - 16:00,,,https://www.last.fm/music/Megan+Langlois,MEGAN LANGLOIS
Melanie C,https://melaniec.net,AVALON STAGE,SATURDAY,21:35 - 22:35,"Live performance by this international superstar, cultural icon, philanthropist and British culture ambassador who has sold 23 million solo albums and singles worldwide.",25b509ef-48ad-461b-a0bc-94cdddb8c919,https://www.last.fm/music/Melanie+C,MELANIE C
Mella Dee,,THE LEVELS,SUNDAY,14:30 - 16:30,"The UK-based club culture curator and house and techno producer meets classic house, breaks and groovy techno.",,https://www.last.fm/music/Mella+Dee,MELLA DEE
Mellowmatic,https://www.mellowmaticmusic.com/about,THE BANDSTAND,FRIDAY,00:00 - 01:00,,,https://www.last.fm/music/Mellowmatic,MELLOWMATIC
Mercadonegro,https://www.mercadonegro.ch,GLASTO LATINO,FRIDAY,00:00 - 01:30,"Europe's finest salsa band featuring expatriate maestros from South America and the Caribbean, the band of choice for the biggest Latin names on European tours - they have backed the legendary Celia Cruz, Eddie Palmieri, Oscar d'Leon and many others. A totally class act.",45a74d02-0786-4963-9fdf-d268cda67122,https://www.last.fm/music/Mercadonegro,MERCADONEGRO
Mercedes Benson,,THE RUM SHACK,FRIDAY,01:00 - 02:00,,,https://www.last.fm/music/Mercedes+Benson,MERCEDES BENSON
Mereki,https://www.merekimusic.com/,STRUMMERVILLE,THURSDAY,15:00 - 15:30,,,https://www.last.fm/music/Mereki,MEREKI
Mica Paris,https://www.micaparis.com,AVALON STAGE,SUNDAY,21:20 - 22:20,"British soul royalty and one of the UK’s most respected singers, now also an acclaimed TV presenter, broadcaster and a West End actor.",8e999f06-978a-4bff-8f18-9832403c1da6,https://www.last.fm/music/Mica+Paris,MICA PARIS
Michael Upson,https://ra.co/dj/michaelupson,THE MEAT RACK,THURSDAY,01:00 - 03:00,,,https://www.last.fm/music/Michael+Upson,MICHAEL UPSON
Romeo Stodart,https://www.facebook.com/themagicnumbers,TOAD HALL,SUNDAY,01:00 - 02:30,,,https://www.last.fm/music/Romeo+Stodart,ROMEO STODART
Michele Stodart,https://www.michelestodart.com,TOAD HALL,FRIDAY,18:15 - 19:00,,4bf9fd11-82c7-48f6-80b7-e6d109d0bf84,https://www.last.fm/music/Michele+Stodart,MICHELE STODART
Midland,https://ra.co/dj/midland,IICON,THURSDAY,20:00 - 21:15,,35fddf9e-01f6-49af-8d03-b841dda89995,https://www.last.fm/music/Midland,MIDLAND
Mighty J,https://babylonuprising.com/,BABYLON UPRISING,FRIDAY,11:50 - 12:00,,,https://www.last.fm/music/Mighty+J,MIGHTY J
Mik Artistik's Ego Trip,https://www.mikartistik.com/live,THE RABBIT HOLE,SATURDAY,13:00 - 14:00,,,https://www.last.fm/music/Mik+Artistik%27s+Ego+Trip,MIK ARTISTIK'S EGO TRIP
mik artistik,https://www.mikartistik.com/,THE ROCKET LOUNGE,THURSDAY,21:00 - 22:00,,,https://www.last.fm/music/mik+artistik,MIK ARTISTIK
Mike Freear,"https://continentaldrifts.co.uk/artist/chris-tofu/
https://www.johnswale.com/",TRUTH STAGE,THURSDAY,00:45 - 01:15,,,https://www.last.fm/music/Mike+Freear,MIKE FREEAR
Millie McKee,https://www.instagram.com/millimckee/?hl=en,SAN REMO,SUNDAY,12:00 - 14:00,,,https://www.last.fm/music/Millie+McKee,MILLIE MCKEE
Millie Watson,https://milliewatsonepk.my.canva.site/,THE LIZARD STAGE,THURSDAY,16:15 - 17:00,,,https://www.last.fm/music/Millie+Watson,MILLIE WATSON
Mitchell & Vincent,,SMALL WORLD STAGE,SUNDAY,14:30 - 15:30,,,https://www.last.fm/music/Mitchell+&+Vincent,MITCHELL & VINCENT
Mitzi,https://www.instagram.com/mitzi_sw/,BABYLON UPRISING,THURSDAY,02:00 - 02:45,,9ca6357e-4270-4350-b006-4bdd0e291fb5,https://www.last.fm/music/Mitzi,MITZI
MK,https://www.instagram.com/marckinchen/,ARCADIA,SATURDAY,23:00 - 00:00,,fb8c18a8-e95a-4851-96e5-9a7cde0a9f82,https://www.last.fm/music/MK,MK
Monroller,https://instagram.com/monroller_uk_?igshid=ymmymta2m2y=,THE SALON CAROUSEL,SUNDAY,03:00 - 03:45,,,https://www.last.fm/music/Monroller,MONROLLER
Mood II Swing,https://ra.co/dj/moodiiswing,NYC DOWNLOW,FRIDAY,01:00 - 02:45,,66ec355a-2a17-4504-99c8-722af2b7f87f,https://www.last.fm/music/Mood+II+Swing,MOOD II SWING
Morning Side,,STONEBRIDGE BAR,SATURDAY,11:00 - 13:00,,,https://www.last.fm/music/Morning+Side,MORNING SIDE
Mother Sky,https://www.instagram.com/wearemothersky/,BBC MUSIC INTRODUCING,SUNDAY,13:00 - 13:30,Folky ambient pop from this collaboration of Jon Thorne (Yorkston/Thorne/Khan) and Luke Flowers (Cinematic Orchestra).,,https://www.last.fm/music/Mother+Sky,MOTHER SKY
Moxie,,THE WOW,SATURDAY,19:00 - 21:00,"Moxie’s joyous, breakbeat-friendly corner of the house invaded by Leon’s urge to expand the ambition of electronic music.",9eb81369-dfda-493e-a059-8a747ba1bb44,https://www.last.fm/music/Moxie,MOXIE
Mr Key,https://www.instagram.com/lukekeysmb/,STRUMMERVILLE,SATURDAY,17:15 - 17:45,,,https://www.last.fm/music/Mr+Key,MR KEY
Mr Pinks,,GLADE DOME,FRIDAY,12:00 - 13:15,,,https://www.last.fm/music/Mr+Pinks,MR PINKS
Mr Redley,https://www.instagram.com/mrredley/?hl=en,SAN REMO,THURSDAY,13:30 - 15:00,,,https://www.last.fm/music/Mr+Redley,MR REDLEY
mudd club,https://www.themuddclubband.com/,THE LIZARD STAGE,FRIDAY,21:00 - 22:00,,,https://www.last.fm/music/mudd+club,MUDD CLUB
My Nu Leng,http://my nu leng (@mynuleng) | instagram,NOWHERE,FRIDAY,16:00 - 17:00,,9c3580ee-efa3-4643-aafa-a0f0b29fe47d,https://www.last.fm/music/My+Nu+Leng,MY NU LENG
N'famady Kouyaté,https://www.nfamady.com/,GREENPEACE,SATURDAY,12:30 - 13:15,,,https://www.last.fm/music/N%27famady+Kouyat%C3%A9,N'FAMADY KOUYATÉ
Samurai Breaks,https://n4records.bandcamp.com/,BLIND TIGER,SUNDAY,20:00 - 22:00,,,https://www.last.fm/music/Samurai+Breaks,SAMURAI BREAKS
Nadine Noor,https://www.instagram.com/nadine_noor/,GREENPEACE,THURSDAY,00:00 - 01:30,,,https://www.last.fm/music/Nadine+Noor,NADINE NOOR
NADĪ,https://www.thisisnadi.com/,GREENPEACE,SATURDAY,14:30 - 15:25,,,https://www.last.fm/music/NAD%C4%AA,NADĪ
Naomi Kimpenu,https://instagram.com/naomikimpenu?igshid=ymmymta2m2y=,ACOUSTIC STAGE,SUNDAY,12:10 - 12:40,Singer-songwriter and producer from East London who won the Rising Star with Apple Music honour at the 2022 Ivor Novello Awards and was a finalist at Glastonbury’s Emerging Talent Competition.,,https://www.last.fm/music/Naomi+Kimpenu,NAOMI KIMPENU
Napes,https://on.soundcloud.com/wn3ncxsa27miy5za6,THE SALON CAROUSEL,SUNDAY,00:00 - 00:45,,,https://www.last.fm/music/Napes,NAPES
NARX,,NOWHERE,SUNDAY,22:00 - 23:00,,,https://www.last.fm/music/NARX,NARX
Natsuma,https://www.youtube.com/channel/ucdv7ej0sdzd2q8sdxyed8lg,MANDALA STAGE,THURSDAY,15:00 - 16:00,,,https://www.last.fm/music/Natsuma,NATSUMA
Naytiive,https://www.instagram.com/naytiive,BREAD AND ROSES,THURSDAY,22:00 - 23:00,,,https://www.last.fm/music/Naytiive,NAYTIIVE
Nemo & Castro,"https://ra.co/dj/nemo
 https://ra.co/dj/castromoore",NYC DOWNLOW,SUNDAY,22:00 - 23:10,,,https://www.last.fm/music/Nemo+&+Castro,NEMO & CASTRO
Neon Moon,https://www.neonmoon.co.uk/,SENSATION SEEKERS STAGE,FRIDAY,01:35 - 01:50,,,https://www.last.fm/music/Neon+Moon,NEON MOON
Neville Staple,http://www.fromthespecials.com,AVALON STAGE,SUNDAY,22:50 - 23:50,"The Specials and Fun Boy Three frontman, continues the 2-Tone legacy, in a tribute to past members with a venue closing ska party with some top skanking hits.",59e4e566-a607-46ea-8522-715d3cb378e3,https://www.last.fm/music/Neville+Staple,NEVILLE STAPLE
From The Specials,http://www.fromthespecials.com,AVALON STAGE,SUNDAY,22:50 - 23:50,"The Specials and Fun Boy Three frontman, continues the 2-Tone legacy, in a tribute to past members with a venue closing ska party with some top skanking hits.",,https://www.last.fm/music/From+The+Specials,FROM THE SPECIALS
Newton Faulkner,https://linktr.ee/newtonfaulkner,ACOUSTIC STAGE,FRIDAY,17:00 - 18:00,Stylised guitarist and celebrated singer-songwriter who’s developed a unique live reputation and a guitar academy since his chart topping album of 2007.,ef0344c6-e24d-4fd3-be7e-c4eb9f62be2d,https://www.last.fm/music/Newton+Faulkner,NEWTON FAULKNER
Ngaio,https://ngaiomusic.com/,GREENPEACE,SUNDAY,12:35 - 13:15,,,https://www.last.fm/music/Ngaio,NGAIO
Nia Archives,,THE LEVELS,SATURDAY,00:30 - 03:00,"Producer, DJ and songwriter, noted for her work in the jungle and drum and bass with garage favourites Izco And Reeko and Vanessa Maria’s eclectic global sounds from Baile Funk to hard drum.",,https://www.last.fm/music/Nia+Archives,NIA ARCHIVES
Vanessa Maria,,THE LEVELS,SATURDAY,00:30 - 03:00,"Producer, DJ and songwriter, noted for her work in the jungle and drum and bass with garage favourites Izco And Reeko and Vanessa Maria’s eclectic global sounds from Baile Funk to hard drum.",,https://www.last.fm/music/Vanessa+Maria,VANESSA MARIA
Reek0,,THE LEVELS,SATURDAY,00:30 - 03:00,"Producer, DJ and songwriter, noted for her work in the jungle and drum and bass with garage favourites Izco And Reeko and Vanessa Maria’s eclectic global sounds from Baile Funk to hard drum.",,https://www.last.fm/music/Reek0,REEK0
Nieve Ella,https://www.nieveella.com/,BBC MUSIC INTRODUCING,FRIDAY,16:00 - 16:30,Sunny upbeat indie pop with a twist lurking behind the melodic guitar of this Tik Tok-friendly singer-songwriter.,,https://www.last.fm/music/Nieve+Ella,NIEVE ELLA
Nigel Shaw,https://seventhwavemusic.com,CROISSANT NEUF BANDSTAND,SUNDAY,11:45 - 12:30,,,https://www.last.fm/music/Nigel+Shaw,NIGEL SHAW
Niki stevens,https://soundcloud.com/nikistevens,THE LIZARD STAGE,THURSDAY,17:30 - 18:30,,,https://www.last.fm/music/Niki+stevens,NIKI STEVENS
Nikki Nair,https://www.instagram.com/nikki__nair/ https://www.instagram.com/wagerdj/,BABYLON UPRISING,FRIDAY,17:00 - 19:00,,,https://www.last.fm/music/Nikki+Nair,NIKKI NAIR
Noble,,DELUXE DINER,THURSDAY,01:30 - 03:00,,,https://www.last.fm/music/Noble,NOBLE
Heath,,DELUXE DINER,THURSDAY,01:30 - 03:00,,f9b3fd5e-535e-4d48-840b-0c626e6f16f6,https://www.last.fm/music/Heath,HEATH
Noel Watson,,DELUXE DINER,SATURDAY,00:00 - 01:30,,,https://www.last.fm/music/Noel+Watson,NOEL WATSON
Norsicaa,,HMS SWEET CHARITY,THURSDAY,23:00 - 00:30,,,https://www.last.fm/music/Norsicaa,NORSICAA
Northbase,https://www.facebook.com/markxtc,GLADE DOME,THURSDAY,12:30 - 14:00,,,https://www.last.fm/music/Northbase,NORTHBASE
Mark XTC,https://www.facebook.com/markxtc,GLADE DOME,THURSDAY,12:30 - 14:00,,be7b490d-6ea7-478a-9122-1e35e993c379,https://www.last.fm/music/Mark+XTC,MARK XTC
Notting Hill Carnival,https://nhcarnival.org/,THE BUG,THURSDAY,13:00 - 15:00,,,https://www.last.fm/music/Notting+Hill+Carnival,NOTTING HILL CARNIVAL
NOVA TWINS,https://novatwins.co.uk/,OTHER STAGE,SUNDAY,13:45 - 14:30,"Wild screamology and heavy, heavy riffs set out over some pulsing electronica all hinging on the light and dark theory of good time alt rock with a rap or two for added texture.",,https://www.last.fm/music/NOVA+TWINS,NOVA TWINS
Obongjayar,https://obongjay.ar/,THE PARK STAGE,SATURDAY,16:45 - 17:45,Impressive amalgamation of Afrobeat and electronic soul with a unique vocal delivery falling between spoken word and rap.,,https://www.last.fm/music/Obongjayar,OBONGJAYAR
Octogon,,SMALL WORLD STAGE,SATURDAY,22:30 - 23:30,,,https://www.last.fm/music/Octogon,OCTOGON
Ogazón,,THE WOW,SUNDAY,21:00 - 22:30,Berlin-based DJ and selector known for her ability to seamlessly blend different genres of electronic music.,,https://www.last.fm/music/Ogaz%C3%B3n,OGAZÓN
Oh Annie Oh,https://www.instagram.com/ohannieoh/,THE RUM SHACK,SATURDAY,04:00 - 05:00,,,https://www.last.fm/music/Oh+Annie+Oh,OH ANNIE OH
Oh My God,https://www.sexy-jesus.com/#oh-my-god,SENSATION SEEKERS STAGE,FRIDAY,23:25 - 00:25,,dce3b175-d711-4564-b81c-90d560ce3055,https://www.last.fm/music/Oh+My+God,OH MY GOD
Old Baby Mackerel,https://www.oldbabymackerel.com/,THE BANDSTAND,FRIDAY,12:30 - 13:00,,,https://www.last.fm/music/Old+Baby+Mackerel,OLD BABY MACKEREL
PETE WHEELER,,STONEBRIDGE BAR,FRIDAY,13:00 - 14:00,,,https://www.last.fm/music/PETE+WHEELER,PETE WHEELER
Oliver Sudden,https://oliversudden.bandcamp.com/,TOLPUDDLE,SATURDAY,15:30 - 17:30,,,https://www.last.fm/music/Oliver+Sudden,OLIVER SUDDEN
Olivia Dean,https://www.oliviadeano.com/,STRUMMERVILLE,SUNDAY,18:00 - 18:45,,,https://www.last.fm/music/Olivia+Dean,OLIVIA DEAN
Optimo,https://www.instagram.com/optimoespacio/?hl=en,SAN REMO,SATURDAY,01:00 - 03:00,,39ca6961-d184-4f7b-be25-2bdab0767bc4,https://www.last.fm/music/Optimo,OPTIMO
Orca Sound,https://www.facebook.com/iamorcasound,GLADE DOME,FRIDAY,00:15 - 01:25,,,https://www.last.fm/music/Orca+Sound,ORCA SOUND
Oscar Brown,https://www.youtube.com/watch?v=qvivwimdopg,MANDALA STAGE,SATURDAY,12:00 - 13:00,,,https://www.last.fm/music/Oscar+Brown,OSCAR BROWN
Ouissam,https://ra.co/dj/ouissam/biography,GENOSYS SOUND SYSTEM,THURSDAY,01:00 - 03:00,,,https://www.last.fm/music/Ouissam,OUISSAM
P Money and Whiney,http://p money (@kingpmoney) • instagram photos and videos,NOWHERE,SATURDAY,20:00 - 21:00,,,https://www.last.fm/music/P+Money+and+Whiney,P MONEY AND WHINEY
p-rallel,https://www.instagram.com/paralleltheory/,GLADE DOME,SATURDAY,19:35 - 20:50,,,https://www.last.fm/music/p-rallel,P-RALLEL
Paddy Steer,,HMS SWEET CHARITY,SUNDAY,01:30 - 02:30,,,https://www.last.fm/music/Paddy+Steer,PADDY STEER
Paige Tomlinson,https://www.instagram.com/paigetomlinson_dj/,GLADE DOME,SATURDAY,22:15 - 23:20,,,https://www.last.fm/music/Paige+Tomlinson,PAIGE TOMLINSON
Pale Blue Eyes,https://www.instagram.com/pbemusic,GREENPEACE,FRIDAY,15:15 - 16:00,,,https://www.last.fm/music/Pale+Blue+Eyes,PALE BLUE EYES
Pale Stranger,https://palestranger.bandcamp.com/,THE BANDSTAND,FRIDAY,13:15 - 13:45,,,https://www.last.fm/music/Pale+Stranger,PALE STRANGER
Palms Trax,,THE LEVELS,THURSDAY,19:30 - 21:30,A Berlin/Amsterdam face off with esoteric disco and vintage house set off by some pulsing rhythms.,,https://www.last.fm/music/Palms+Trax,PALMS TRAX
Panda,,SMALL WORLD STAGE,FRIDAY,15:45 - 16:45,,f1933aa4-1106-4e96-b484-b05e12194c7f,https://www.last.fm/music/Panda,PANDA
Panic Shack,https://www.facebook.com/panicshack/,STRUMMERVILLE,FRIDAY,22:00 - 22:30,,,https://www.last.fm/music/Panic+Shack,PANIC SHACK
Papa Nugs,https://www.instagram.com/papanugs/,BABYLON UPRISING,SATURDAY,22:00 - 23:00,,,https://www.last.fm/music/Papa+Nugs,PAPA NUGS
Paranoid London,,THE LEVELS,THURSDAY,21:30 - 22:30,"One of the most exciting live acts in electronic music pulling in influences from gay Chicago House, Detroit Techno, New York punk and new wave.",76ebdc4a-935e-45bb-a9e9-d1c43eca2c8b,https://www.last.fm/music/Paranoid+London,PARANOID LONDON
Partok,https://ra.co/dj/partok,GENOSYS SOUND SYSTEM,FRIDAY,04:00 - 06:00,,,https://www.last.fm/music/Partok,PARTOK
Paul Carrack,https://www.paulcarrack.net,ACOUSTIC STAGE,SATURDAY,21:30 - 22:45,"The voice behind global hits ‘How Long’, ‘Tempted’, ‘Over My Shoulder’ and the Grammy award nominated ‘Living Years’ who’s collaborated with everyone from Eric Clapton to Elton John.",fe4658a6-bb37-473d-b6f0-f075dda8d31c,https://www.last.fm/music/Paul+Carrack,PAUL CARRACK
Paul Currie,,THE PAVEMENT,WEDNESDAY,15:10 - 15:40,,,https://www.last.fm/music/Paul+Currie,PAUL CURRIE
Paula Tape,https://www.instagram.com/paula.tape/?hl=en,SAN REMO,FRIDAY,20:30 - 22:00,,,https://www.last.fm/music/Paula+Tape,PAULA TAPE
pavel plastikk,https://ra.co/dj/pavelplastikk,GENOSYS SOUND SYSTEM,THURSDAY,22:00 - 23:30,,,https://www.last.fm/music/pavel+plastikk,PAVEL PLASTIKK
Dream Mclean,https://soundcloud.com/pengdeli,BLIND TIGER,THURSDAY,22:00 - 00:00,,c1ef720f-c9c0-48b2-989a-6c92fb493fbe,https://www.last.fm/music/Dream+Mclean,DREAM MCLEAN
Harley Maxwell,https://soundcloud.com/pengdeli,BLIND TIGER,THURSDAY,22:00 - 00:00,,,https://www.last.fm/music/Harley+Maxwell,HARLEY MAXWELL
Wallace Rice,https://soundcloud.com/pengdeli,BLIND TIGER,THURSDAY,22:00 - 00:00,,,https://www.last.fm/music/Wallace+Rice,WALLACE RICE
Dame,https://soundcloud.com/pengdeli,BLIND TIGER,THURSDAY,22:00 - 00:00,,fa5917ce-11db-4d48-a35c-cd422c737d3c,https://www.last.fm/music/Dame,DAME
Straywave,https://soundcloud.com/pengdeli,BLIND TIGER,THURSDAY,22:00 - 00:00,,,https://www.last.fm/music/Straywave,STRAYWAVE
Pete & Bas,https://www.instagram.com/pete_and_bas/,THE RUM SHACK,SATURDAY,01:15 - 02:00,,,https://www.last.fm/music/Pete+&+Bas,PETE & BAS
Pete The Temp,https://www.petethetemp.co.uk/,THE LIZARD STAGE,FRIDAY,16:00 - 17:00,,,https://www.last.fm/music/Pete+The+Temp,PETE THE TEMP
Peter Hemsley,http://www.petehemsley.com,TOAD HALL,THURSDAY,02:00 - 02:45,,,https://www.last.fm/music/Peter+Hemsley,PETER HEMSLEY
Phil Hartnoll,,FLYING BUS,SUNDAY,02:30 - 04:00,,,https://www.last.fm/music/Phil+Hartnoll,PHIL HARTNOLL
Phil King,http://www.phil-king.net/,THE BANDSTAND,SATURDAY,11:45 - 12:15,,,https://www.last.fm/music/Phil+King,PHIL KING
Mother Earth,,THE WOW,SUNDAY,12:00 - 18:00,"London electronic duo Mother Earth and house and techno DJ Andy Luff, with Gene On Earth adding touches of techno and drum and bass to his sun-soaked house and Truly Madly’s Back-to-Balearic sounds.",c8378090-5e91-4963-8c60-8503f8dd6bd6,https://www.last.fm/music/Mother+Earth,MOTHER EARTH
Andy Luff,,THE WOW,SUNDAY,12:00 - 18:00,"London electronic duo Mother Earth and house and techno DJ Andy Luff, with Gene On Earth adding touches of techno and drum and bass to his sun-soaked house and Truly Madly’s Back-to-Balearic sounds.",,https://www.last.fm/music/Andy+Luff,ANDY LUFF
Truly Madly,,THE WOW,SUNDAY,12:00 - 18:00,"London electronic duo Mother Earth and house and techno DJ Andy Luff, with Gene On Earth adding touches of techno and drum and bass to his sun-soaked house and Truly Madly’s Back-to-Balearic sounds.",,https://www.last.fm/music/Truly+Madly,TRULY MADLY
Pigeon,https://www.instagram.com/pigeonhaslanded/?hl=en,STRUMMERVILLE,FRIDAY,17:30 - 18:00,,af5ca124-a745-4f9b-bf46-1fae3b8d391b,https://www.last.fm/music/Pigeon,PIGEON
Placid,https://ra.co/dj/placid,GENOSYS SOUND SYSTEM,FRIDAY,22:00 - 00:00,,f61c57cf-64d3-42ee-9acb-18dcacbd4fd2,https://www.last.fm/music/Placid,PLACID
PLANETA POLAR,https://www.planetapolar.lt,TOAD HALL,FRIDAY,00:00 - 01:00,,,https://www.last.fm/music/PLANETA+POLAR,PLANETA POLAR
PlantFood,,CROISSANT NEUF,SATURDAY,01:00 - 02:00,,,https://www.last.fm/music/PlantFood,PLANTFOOD
Conducta,,STONEBRIDGE BAR,FRIDAY,03:30 - 05:00,,,https://www.last.fm/music/Conducta,CONDUCTA
Plumm,https://soundcloud.com/plummofficial,THE LIZARD STAGE,SUNDAY,15:30 - 16:30,,,https://www.last.fm/music/Plumm,PLUMM
Poly-Ritmo,https://www.instagram.com/poly_ritmo/?hl=en,SAN REMO,THURSDAY,12:00 - 13:30,,,https://www.last.fm/music/Poly-Ritmo,POLY-RITMO
Pony Montana,https://www.facebook.com/ponymontanaofficial/,TRUTH STAGE,SATURDAY,02:15 - 02:45,,,https://www.last.fm/music/Pony+Montana,PONY MONTANA
porij,https://www.instagram.com/porij_/,GREENPEACE,SUNDAY,20:45 - 21:45,,,https://www.last.fm/music/porij,PORIJ
Portraits,https://www.theportraitsmusic.com,TOAD HALL,THURSDAY,13:35 - 14:20,,f5d84c15-8dce-4770-a46f-74a375f66c7f,https://www.last.fm/music/Portraits,PORTRAITS
Pretty Girl,,THE LEVELS,FRIDAY,12:00 - 13:30,"Melbourne producer and DJ who makes dreamy, deep house numbers.",,https://www.last.fm/music/Pretty+Girl,PRETTY GIRL
Prima Queen,https://linktr.ee/primaqueen,CROISSANT NEUF,SATURDAY,12:15 - 13:00,,,https://www.last.fm/music/Prima+Queen,PRIMA QUEEN
Pronghorn,https://pronghorn.co.uk/,THE ROCKET LOUNGE,THURSDAY,22:00 - 23:15,,,https://www.last.fm/music/Pronghorn,PRONGHORN
Prosumer,https://ra.co/dj/prosumer,NYC DOWNLOW,SUNDAY,03:30 - 04:55,,a35adaa3-c942-45f2-b5c2-bb8d0a2eccf1,https://www.last.fm/music/Prosumer,PROSUMER
Psycho-Acoustic Goat,,SMALL WORLD STAGE,THURSDAY,18:30 - 19:30,,,https://www.last.fm/music/Psycho-Acoustic+Goat,PSYCHO-ACOUSTIC GOAT
Queens of the Stone Age,https://qotsa.com/,OTHER STAGE,SUNDAY,21:45 - 23:15,Rock music based on electronic trance sounds; with motorik driving rhythms steered into a desert wasteland; a stoner rock destination fit to spiral the stage to a fitting sandblown close.,7dc8f5bd-9d0b-4087-9f73-dc164950bbd8,https://www.last.fm/music/Queens+of+the+Stone+Age,QUEENS OF THE STONE AGE
