title,url,stage,day,time,mbid,lfm_url,orig_name
Johnny Ray,https://www.facebook.com/jonnyrayandthewasters/,STRUMMERVILLE,FRIDAY,21:00 - 21:30,,a74dcc96-ed1b-4b0c-8492-cc5345d629d8,https://www.last.fm/music/Johnny+Ray,JOHNNY RAY
The Wasters,https://www.facebook.com/jonnyrayandthewasters/,STRUMMERVILLE,FRIDAY,21:00 - 21:30,,,https://www.last.fm/music/The+Wasters,THE WASTERS
Jon Carter,https://www.instagram.com/jonrichardcarter,GREENPEACE,THURSDAY,22:45 - 00:00,,1250b5ea-f3e5-4603-a610-96a36e48a71a,https://www.last.fm/music/Jon+Carter,JON CARTER
Jon Kenzie,http://www.jonkenzie.com/,THE BANDSTAND,SATURDAY,13:15 - 13:45,,,https://www.last.fm/music/Jon+Kenzie,JON KENZIE
Jonny Ray & The Wasters,https://jonnyrayandthewasters.bandcamp.com/,THE LIZARD STAGE,WEDNESDAY,15:30 - 16:15,,,https://www.last.fm/music/Jonny+Ray+&+The+Wasters,JONNY RAY & THE WASTERS
Jonny Ray and the Wasters,,BIMBLE INN,THURSDAY,14:30 - 15:15,,,https://www.last.fm/music/Jonny+Ray+and+the+Wasters,JONNY RAY AND THE WASTERS
Josh Barry,https://soundcloud.com/joshbarrymusic,THE RABBIT HOLE,SUNDAY,13:00 - 14:00,,,https://www.last.fm/music/Josh+Barry,JOSH BARRY
Josh Caffé,https://ra.co/dj/joshcaffe,GENOSYS SOUND SYSTEM,SUNDAY,01:00 - 03:00,,,https://www.last.fm/music/Josh+Caff%C3%A9,JOSH CAFFÉ
JUICE MENACE,https://juicemenace.bandcamp.com/,BBC MUSIC INTRODUCING,FRIDAY,18:00 - 18:30,"An unwaveringly powerful rapper exhibiting lyrical dexterity, virtuosic flow and a commanding performance style.",,https://www.last.fm/music/JUICE+MENACE,JUICE MENACE
Deekline,https://hotcakes.info/artists/,BLIND TIGER,THURSDAY,01:00 - 03:00,,067283d9-22cb-4c5e-9054-b8872eccbee3,https://www.last.fm/music/Deekline,DEEKLINE
Kara,https://hotcakes.info/artists/,BLIND TIGER,THURSDAY,01:00 - 03:00,,b1146ed6-d34f-4d8b-a3f4-b9696b76c82a,https://www.last.fm/music/Kara,KARA
Ed Solo,https://hotcakes.info/artists/,BLIND TIGER,THURSDAY,01:00 - 03:00,,e3b11767-c2e7-406e-947f-1303fce00db5,https://www.last.fm/music/Ed+Solo,ED SOLO
junior bill,http://juniorbill.co.uk/info,THE BANDSTAND,SUNDAY,20:30 - 21:30,,,https://www.last.fm/music/junior+bill,JUNIOR BILL
Just Geo,https://www.instagram.com/justgeouk/,VILLAGE INN,FRIDAY,19:00 - 20:00,,,https://www.last.fm/music/Just+Geo,JUST GEO
K Motionz,https://www.instagram.com/voltage_uk_/,THE TEMPLE,SUNDAY,01:00 - 02:00,,,https://www.last.fm/music/K+Motionz,K MOTIONZ
K-Klass,https://www.facebook.com/officialkklass,GLADE,SUNDAY,17:40 - 18:40,"Hacienda-born trio responsible for some of the biggest house tracks ever made – ‘Rhythm Is a Mystery’, ‘Don’t Stop’ - still sounding as fresh as the day they first hit the dancefloors of Manchester.",,https://www.last.fm/music/K-Klass,K-KLASS
Kaisha,https://instagram.com/kaisha_dnb?igshid=ymmymta2m2y=,THE SALON CAROUSEL,THURSDAY,23:00 - 00:00,,,https://www.last.fm/music/Kaisha,KAISHA
Kanda Bongo Man,https://www.facebook.com/kandabongom/?locale=en_gb,WEST HOLTS STAGE,SATURDAY,13:00 - 14:00,The legendary Congolese soukous musician bringing an uplifting and energetic set of summery Afro-centric grooves.,aee0642c-1d8b-4a64-9993-443f94242b2e,https://www.last.fm/music/Kanda+Bongo+Man,KANDA BONGO MAN
Kangaroo Moon,https://kangaroomoon.com,TOAD HALL,THURSDAY,21:30 - 22:30,,d6390cae-d0dc-4183-abc1-8150c399138e,https://www.last.fm/music/Kangaroo+Moon,KANGAROO MOON
Karen Nyame KG,https://www.karennyamekg.com/,GLADE,SUNDAY,16:00 - 17:10,"African polyrhythms, low-end sub-bass and energetic drum patterns from KG, dubbed as the “Goddess of Rhythm”.",,https://www.last.fm/music/Karen+Nyame+KG,KAREN NYAME KG
Kasai Masai,https://kasaimasai.com/,GREENPEACE,SATURDAY,19:00 - 20:00,,,https://www.last.fm/music/Kasai+Masai,KASAI MASAI
Kasra,http://kasra | critical (@kasracritical) • instagram photos and videos,NOWHERE,THURSDAY,02:00 - 03:00,,7b0b0643-1c98-4b81-a988-206a11c0ad99,https://www.last.fm/music/Kasra,KASRA
Kate Hutchinson,https://www.instagram.com/katehutchinsonpow/,SAN REMO,SUNDAY,10:00 - 12:00,,,https://www.last.fm/music/Kate+Hutchinson,KATE HUTCHINSON
Kathryn Roberts & Sean Lakeman,https://www.kathrynrobertsandseanlakeman.com/,ACOUSTIC STAGE,SUNDAY,13:00 - 13:40,Renowned husband and wife duo with their own unique perspective on the folk genre.,e7856113-8c3b-4aca-a625-fe8827fede48,https://www.last.fm/music/Kathryn+Roberts+&+Sean+Lakeman,KATHRYN ROBERTS & SEAN LAKEMAN
Katy B,,THE LEVELS,SATURDAY,23:00 - 00:30,"Smooth R&B meets electro, breaks, techno, house, acid and ghetto tech - with the odd foray into jungle.",2df30b6c-997d-4c3f-abb5-5e0d6317ea57,https://www.last.fm/music/Katy+B,KATY B
KATYA,https://www.instagram.com/katyatheartist/,ACOUSTIC STAGE,SATURDAY,12:10 - 12:40,"Melodic soul with some full-fat jazz and electronic beats courtesy of numerous looped effects, all set off with some tasteful field recordings.",,https://www.last.fm/music/KATYA,KATYA
Kavus Torabi,https://kavustorabi.bandcamp.com/,MANDALA STAGE,SUNDAY,20:00 - 21:00,,0def4adf-f659-4ac6-8742-b81f63b64fd9,https://www.last.fm/music/Kavus+Torabi,KAVUS TORABI
Keke Manikii,,CROISSANT NEUF BANDSTAND,FRIDAY,14:00 - 14:20,,,https://www.last.fm/music/Keke+Manikii,KEKE MANIKII
Kelis,https://www.instagram.com/kelis/?hl=en,WEST HOLTS STAGE,FRIDAY,22:15 - 23:45,"A creative powerhouse for nearly a quarter of a century, Kelis has released scores of boundary-pushing hits and party-starting anthems.",1239d1bc-cc09-43e0-bcd0-374f60346138,https://www.last.fm/music/Kelis,KELIS
Kevin,,VILLAGE INN,THURSDAY,00:00 - 02:00,,fce5f9e4-4d74-4195-947a-06b3ab7fa0c1,https://www.last.fm/music/Kevin,KEVIN
KI/KI,,THE LEVELS,THURSDAY,22:30 - 00:00,The Dutch DJ veering from the world’s techno temples to the new rave insurrection.,,https://www.last.fm/music/KI%2FKI,KI/KI
Kid Hyena,,SMALL WORLD STAGE,FRIDAY,19:45 - 20:30,,,https://www.last.fm/music/Kid+Hyena,KID HYENA
Kid Kapichi,https://www.kidkapichi.com/,LEFT FIELD,SATURDAY,19:30 - 20:30,"Sparky, raucous, supermarket-robbing rap punk metal with a sense of humour and a host of cleverly-curt lyrics.",,https://www.last.fm/music/Kid+Kapichi,KID KAPICHI
Kirris Riviere,https://www.facebook.com/kirrisriviereandthedeltadubruit/,THE LIZARD STAGE,THURSDAY,21:00 - 22:00,,,https://www.last.fm/music/Kirris+Riviere,KIRRIS RIVIERE
Kitten Club,https://on.soundcloud.com/pcfusf7byhpjywey8,THE SALON CAROUSEL,SUNDAY,23:00 - 00:00,,,https://www.last.fm/music/Kitten+Club,KITTEN CLUB
Kitty Stewart,,SMALL WORLD STAGE,SUNDAY,13:15 - 14:15,,,https://www.last.fm/music/Kitty+Stewart,KITTY STEWART
Kleu,https://www.instagram.com/kleu.dnb/?hl=en,THE TEMPLE,THURSDAY,21:30 - 22:30,,,https://www.last.fm/music/Kleu,KLEU
Resist,https://www.instagram.com/kleu.dnb/?hl=en,THE TEMPLE,THURSDAY,21:30 - 22:30,,52bf3a91-1249-4067-89e9-a34efa96dbe4,https://www.last.fm/music/Resist,RESIST
Klose One,,NOWHERE,THURSDAY,17:00 - 17:30,,,https://www.last.fm/music/Klose+One,KLOSE ONE
Kray-Z Legz,,BLIND TIGER,FRIDAY,13:00 - 14:00,,,https://www.last.fm/music/Kray-Z+Legz,KRAY-Z LEGZ
Krept & Konan,https://www.instagram.com/kreptandkonan/?hl=en,OTHER STAGE,FRIDAY,17:15 - 18:15,"Dark but soulful, stadium-filling heavy duty rappers who switch from bolshy flamboyance to brittle, shuffling heart on sleeve real life stories.",,https://www.last.fm/music/Krept+&+Konan,KREPT & KONAN
Kurupt Fm,https://www.instagram.com/kuruptfm/,THE RUM SHACK,SATURDAY,02:00 - 03:00,,,https://www.last.fm/music/Kurupt+Fm,KURUPT FM
Kölsch,https://www.instagram.com/kolschofficial/,GLADE,SUNDAY,22:30 - 00:00,"DJ rewriting the rulebook on techno production, setting it on a melodic, emotion-induced course.",556ee13f-1ef3-4cf0-a11e-1c71aff962d4,https://www.last.fm/music/K%C3%B6lsch,KÖLSCH
La Fanfarria Del Capitan,https://www.lafanfarriadelcapitan.com/,TRUTH STAGE,SUNDAY,22:30 - 23:30,,,https://www.last.fm/music/La+Fanfarria+Del+Capitan,LA FANFARRIA DEL CAPITAN
La Fanfarria del Capitán,https://www.lafanfarriadelcapitan.com/,BIMBLE INN,THURSDAY,23:15 - 00:30,,,https://www.last.fm/music/La+Fanfarria+del+Capit%C3%A1n,LA FANFARRIA DEL CAPITÁN
Lady Shaka,http://lady shaka (@ladyshaka) • instagram photos and videos,NOWHERE,SUNDAY,02:00 - 03:00,,,https://www.last.fm/music/Lady+Shaka,LADY SHAKA
Lana Del Rey,https://www.lanadelrey.com/,OTHER STAGE,SATURDAY,22:30 - 23:45,"Existential and thought provoking lyrically, as she genre straddles from beat poetry and hip hop to piano melancholy, Lana Del Rey remains enigmatic and unpredictable, a contagious experience.",b7539c32-53e7-4908-bda3-81449c367da6,https://www.last.fm/music/Lana+Del+Rey,LANA DEL REY
Lance DeSardi,https://ra.co/dj/lancedesardi,GENOSYS SOUND SYSTEM,THURSDAY,23:30 - 01:00,,,https://www.last.fm/music/Lance+DeSardi,LANCE DESARDI
Land of the Giants,https://landofthegiants.live/,THE GATEWAY,THURSDAY,12:00 - 12:30,,8548338b-2727-4c7a-b1ed-d93e61a95192,https://www.last.fm/music/Land+of+the+Giants,LAND OF THE GIANTS
Lara Smiles,http://www.larasmiles.com/,THE RABBIT HOLE,SUNDAY,23:00 - 00:00,,17787841-fec6-468e-bbc7-48b3126ecf2d,https://www.last.fm/music/Lara+Smiles,LARA SMILES
Late Night Shopper,https://www.instagram.com/latenightshopper/,BABYLON UPRISING,SATURDAY,23:00 - 00:00,,,https://www.last.fm/music/Late+Night+Shopper,LATE NIGHT SHOPPER
Latin Party,,GLASTO LATINO,THURSDAY,23:00 - 00:00,,,https://www.last.fm/music/Latin+Party,LATIN PARTY
Laura Cantrell,https://lauracantrell.com/home,ACOUSTIC STAGE,SUNDAY,17:30 - 18:10,"Country musicologist, radio DJ, writer and legendary singer songwriter whose love of music has brought her from Kitty Wells to Beatles’ associations.",01aab0a6-4225-490c-9001-ced92055f79d,https://www.last.fm/music/Laura+Cantrell,LAURA CANTRELL
Laura Mvula,https://www.lauramvula.com,AVALON STAGE,FRIDAY,18:35 - 19:35,"Classically trained Mercury nominated singer-songwriter on an unapologetically 80s pop tip leaning heavily into the likes of Janet Jackson, Prince and Chic.",37d067eb-495e-4888-ad97-4b5708ffd3a9,https://www.last.fm/music/Laura+Mvula,LAURA MVULA
Lauren Lo Sung,https://www.instagram.com/laurenlosung/reels/,GREENPEACE,SATURDAY,01:30 - 03:00,,45c56976-5ade-44b1-a601-0ea7fb7731ed,https://www.last.fm/music/Lauren+Lo+Sung,LAUREN LO SUNG
Lavinia Blackwall,https://laviniablackwall.bandcamp.com/,THE BANDSTAND,SATURDAY,15:00 - 16:40,,0467ec0f-2cdf-463d-8bbb-e3ff1cacb2d6,https://www.last.fm/music/Lavinia+Blackwall,LAVINIA BLACKWALL
Leeon,https://ra.co/dj/leeon-co,GENOSYS SOUND SYSTEM,FRIDAY,02:00 - 04:00,,e82f6ed7-d26a-4bd5-aad7-a3573a098e57,https://www.last.fm/music/Leeon,LEEON
Leftfield,https://www.leftfieldmusic.com/,THE PARK STAGE,SATURDAY,21:15 - 22:15,"Bastions of progressive house, mixing up dub, electronica, trip hop, techno and all points between since the late 80s.",369fbad4-6fa4-4dae-9842-a69826cd359d,https://www.last.fm/music/Leftfield,LEFTFIELD
Lekiddo - Lord Of The Lobsters!,https://www.lekiddo.com,THE RABBIT HOLE,THURSDAY,21:00 - 21:45,,,https://www.last.fm/music/Lekiddo+-+Lord+Of+The+Lobsters%21,LEKIDDO - LORD OF THE LOBSTERS!
Lekiddo - Lord Of The Lobsters,https://lekiddo.com/,THE GATEWAY,FRIDAY,14:40 - 15:10,,,https://www.last.fm/music/Lekiddo+-+Lord+Of+The+Lobsters,LEKIDDO - LORD OF THE LOBSTERS
Lekiddo,https://lekiddo.com/,THE GATEWAY,THURSDAY,14:00 - 14:30,,,https://www.last.fm/music/Lekiddo,LEKIDDO
Leon Vynehall,http://www.vynehall.com,SAN REMO,THURSDAY,22:30 - 00:00,,b98202d3-4fb4-4e32-9ff3-b9e1987d02cf,https://www.last.fm/music/Leon+Vynehall,LEON VYNEHALL
Lesula,https://www.instagram.com/jsprlwe_/,BABYLON UPRISING,FRIDAY,20:00 - 21:00,,,https://www.last.fm/music/Lesula,LESULA
Lewis Capaldi,https://www.lewiscapaldi.com/,PYRAMID STAGE,SATURDAY,17:35 - 18:35,Lovable singer songwriter with a string of hits including this year’s ‘Wish You The Best’ and last year’s ‘Pointless’ and ‘Forget Me’.,,https://www.last.fm/music/Lewis+Capaldi,LEWIS CAPALDI
Lewis Carroll,https://www.instagram.com/lewiscarroll__/,GLADE DOME,SATURDAY,21:15 - 22:15,,1bfc42b4-ba8f-4303-87e5-518c8a91eb44,https://www.last.fm/music/Lewis+Carroll,LEWIS CARROLL
LF SYSTEM,,THE LEVELS,FRIDAY,01:30 - 03:00,Chart topping (‘Afraid To Feel’) Scottish production duo consisting of Conor Larkman and Sean Finnigan.,,https://www.last.fm/music/LF+SYSTEM,LF SYSTEM
Liela Moss,https://www.lielamoss.com/,STRUMMERVILLE,SATURDAY,20:00 - 20:45,,,https://www.last.fm/music/Liela+Moss,LIELA MOSS
Lightning Seeds,https://lightningseeds.co.uk/,OTHER STAGE,FRIDAY,14:15 - 15:15,"Ian Broudie’s long serving indie pop combo whose new album from last year, ‘See You In The Stars’ is filled with giddy bursts of optimism and wonderment.",1ba601a0-3401-4b28-8ddd-9af8203661e8,https://www.last.fm/music/Lightning+Seeds,LIGHTNING SEEDS
Lil Nas X,https://www.welcometomontero.com/,PYRAMID STAGE,SUNDAY,19:00 - 20:00,"The ‘Old Town Road’ country rap hit maker from a few years back who’s hooked up with everyone from Travis Barker, Doja Cat and Miley Cyrus to some guy called Elton in more recent times.",,https://www.last.fm/music/Lil+Nas+X,LIL NAS X
Lime Garden,https://www.facebook.com/limegardenband/,LEFT FIELD,SUNDAY,18:15 - 19:00,Genre-mashing melodic indie pop with a touch of everything from emo to disco from this quartet signed to the super cool So Young label.,,https://www.last.fm/music/Lime+Garden,LIME GARDEN
Liquid Ross,https://www.facebook.com/liquidross,GLADE DOME,SUNDAY,22:25 - 23:35,,,https://www.last.fm/music/Liquid+Ross,LIQUID ROSS
Lissie,https://lissie.com,AVALON STAGE,SUNDAY,19:50 - 20:50,Acclaimed singer-songwriter with a penchant for soft melodies with an undeniable quiet strength at their core.,ae7dc88a-f3c7-4008-9eb8-2aafda1be759,https://www.last.fm/music/Lissie,LISSIE
Little Miss Dj,,MANDALA STAGE,FRIDAY,16:00 - 17:00,,,https://www.last.fm/music/Little+Miss+Dj,LITTLE MISS DJ
Lizzo,https://www.lizzomusic.com/,PYRAMID STAGE,SATURDAY,19:30 - 20:30,"Funky hip hop and soul sensation, actor, TV writer and philanthropist with a mean sense of humour, great songs and the occasional flute solo whose ‘About Damn Time’ was a global smash last year.",50d06c43-5392-4393-ba2d-f091d8167227,https://www.last.fm/music/Lizzo,LIZZO
London Elektricity,https://www.londonelektricity.com/,GLADE DOME,THURSDAY,17:00 - 18:00,,0356daee-ec48-4495-bc3e-460b8a5eacad,https://www.last.fm/music/London+Elektricity,LONDON ELEKTRICITY
Loonaloop,,SMALL WORLD STAGE,SATURDAY,12:00 - 01:15,,5650421e-e48a-4412-8903-9978df721c33,https://www.last.fm/music/Loonaloop,LOONALOOP
Lorraine,https://www.instagram.com/_laidlaw/?hl=en,GLADE DOME,SUNDAY,00:45 - 01:55,,9545bb74-e0a3-4298-994c-0a7d6f591dad,https://www.last.fm/music/Lorraine,LORRAINE
Los Bitchos,https://losbitchos.com/,THE PARK STAGE,FRIDAY,14:00 - 14:45,"Energetic guitar-led surf-meets-cumbia combo with an intriguing rootsy 70s feel, who are guaranteeing to bring the sunshine.",,https://www.last.fm/music/Los+Bitchos,LOS BITCHOS
Los Dedos,https://www.losdedosband.com/,THE ROCKET LOUNGE,THURSDAY,00:30 - 01:45,,,https://www.last.fm/music/Los+Dedos,LOS DEDOS
Lost Souls Of Saturn,https://lostsoulsofsaturn.bandcamp.com/album/lost-souls-of-saturn,IICON,FRIDAY,21:35 - 22:45,,,https://www.last.fm/music/Lost+Souls+Of+Saturn,LOST SOULS OF SATURN
Lottery Winners,https://www.thelotterywinners.co.uk,GREENPEACE,SATURDAY,17:00 - 18:00,,,https://www.last.fm/music/Lottery+Winners,LOTTERY WINNERS
Louis Cole,https://www.instagram.com/louiscolemusic/?hl=en,WEST HOLTS STAGE,FRIDAY,16:00 - 17:00,LA multi-instrumentalist who has assembled a big band to deliver his free-flowing electro funk and synapse-snapping breakbeats.,,https://www.last.fm/music/Louis+Cole,LOUIS COLE
Louise Hart,https://www.louise-hart.com,CROONER'S CORNER,WEDNESDAY,16:30 - 17:15,,04eb1b75-8043-44e7-8839-a4f1a2541b18,https://www.last.fm/music/Louise+Hart,LOUISE HART
LOVE COME DOWN,https://www.lovecomedown.co.uk/,VILLAGE INN,SATURDAY,23:45 - 02:00,,,https://www.last.fm/music/LOVE+COME+DOWN,LOVE COME DOWN
LoveJoy,https://www.lvjyonline.com/,BBC MUSIC INTRODUCING,SUNDAY,18:00 - 18:30,"Twitchy South Coast indie pop punk with the kind of clever one-liners that make concrete, perfume and model buses all make sense in their songs.",847d09f5-d204-443b-8dab-013ded15cac8,https://www.last.fm/music/LoveJoy,LOVEJOY
Loyle Carner,https://loylecarner.com/,WEST HOLTS STAGE,SATURDAY,22:15 - 23:45,Vulnerability is a rare quality in hip hop but Loyle Carner’s emotional honesty has helped to propel him to become one of the UK’s biggest live acts.,,https://www.last.fm/music/Loyle+Carner,LOYLE CARNER
LTJ Bukem,https://ra.co/dj/ltjbukem,IICON,SATURDAY,01:15 - 02:45,,28c1b7b7-355a-48b1-b2c4-75b8eb8080ef,https://www.last.fm/music/LTJ+Bukem,LTJ BUKEM
Rob Mello,"http://lukesolomon.com/
 https://ra.co/dj/robmello",NYC DOWNLOW,FRIDAY,22:00 - 23:25,,5eb9fdd3-898b-4835-8fee-87a7b0b9d325,https://www.last.fm/music/Rob+Mello,ROB MELLO
Luke Una,https://www.instagram.com/lukeunabomber/?hl=en,SAN REMO,SATURDAY,17:00 - 19:00,,,https://www.last.fm/music/Luke+Una,LUKE UNA
Luke Welsh,https://soundcloud.com/libero_records,FLYING BUS,SUNDAY,22:00 - 23:00,,,https://www.last.fm/music/Luke+Welsh,LUKE WELSH
Mike Morrisey,https://soundcloud.com/libero_records,FLYING BUS,SUNDAY,22:00 - 23:00,,,https://www.last.fm/music/Mike+Morrisey,MIKE MORRISEY
Lydia May,https://www.canva.com/design/dafdtk2l9bg/mi6bxeslwrd2imdzfczaia/view?utm_content=dafdtk2l9bg&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton&fbclid=iwar0faq3iz8clnwkr-ekqvhbqbq0-t-vfoqz-6ryz68hea4ird10fpfzii08,MANDALA STAGE,FRIDAY,20:00 - 21:00,,,https://www.last.fm/music/Lydia+May,LYDIA MAY
Lyza,https://www.instagram.com/lyza.jane_/,STRUMMERVILLE,THURSDAY,17:45 - 18:00,,,https://www.last.fm/music/Lyza,LYZA
mad miran,,THE WOW,SATURDAY,23:00 - 01:00,Vibe spinner Miran meets one of the most revered underground DJs of the Netherlands. Anything could happen.,,https://www.last.fm/music/mad+miran,MAD MIRAN
Identified Patient,,THE WOW,SATURDAY,23:00 - 01:00,Vibe spinner Miran meets one of the most revered underground DJs of the Netherlands. Anything could happen.,,https://www.last.fm/music/Identified+Patient,IDENTIFIED PATIENT
Madame Electrifie,https://www.madameelectrifie.com/,TRUTH STAGE,FRIDAY,04:45 - 05:15,,,https://www.last.fm/music/Madame+Electrifie,MADAME ELECTRIFIE
Maggie Rogers,https://www.maggierogers.com/,OTHER STAGE,SATURDAY,17:15 - 18:15,"From folk-meets-beats roots via the adulation from Pharrell and David Byrne, Grammy-nominated, beautifully observed and bittersweet songs delivered with an embracing vocal style.",,https://www.last.fm/music/Maggie+Rogers,MAGGIE ROGERS
Maha Quest,https://open.spotify.com/artist/6d2lviehw3vmuitlymglen,THE BUG,SUNDAY,19:00 - 20:15,,,https://www.last.fm/music/Maha+Quest,MAHA QUEST
Mahalia,https://www.mahaliamusic.co.uk/,WEST HOLTS STAGE,SATURDAY,20:30 - 21:30,The multi-award winning R&B megastar returns to Glastonbury for her biggest set yet ahead of the release of her third album.,,https://www.last.fm/music/Mahalia,MAHALIA
Maisie Peters,https://www.maisiepeters.co.uk/,STRUMMERVILLE,SATURDAY,18:00 - 18:40,,,https://www.last.fm/music/Maisie+Peters,MAISIE PETERS
Mal Webb,https://www.facebook.com/malandky,TOAD HALL,THURSDAY,18:00 - 18:50,,bd153e83-e4f8-4708-81b5-108f642ae11b,https://www.last.fm/music/Mal+Webb,MAL WEBB
Mala,https://ra.co/dj/mala,IICON,SATURDAY,23:30 - 01:00,,ef07cdf4-43eb-419b-905d-74d8d6c574f9,https://www.last.fm/music/Mala,MALA
Malibu Hot Flush,https://malibuhotflush.bandcamp.com/track/too-much-radio-edit,THE RABBIT HOLE,SATURDAY,21:00 - 22:00,,,https://www.last.fm/music/Malibu+Hot+Flush,MALIBU HOT FLUSH
Malika,https://www.instagram.com/strictlymalika/?hl=en,SAN REMO,FRIDAY,15:45 - 17:30,,418750dc-63fc-4b9c-a4b0-7f260ced681a,https://www.last.fm/music/Malika,MALIKA
malwebb,,SMALL WORLD STAGE,THURSDAY,12:00 - 13:00,,,https://www.last.fm/music/malwebb,MALWEBB
Mama Moonshine,https://mamamoonshine.bandcamp.com/album/mama-moonshine,THE LIZARD STAGE,THURSDAY,15:00 - 15:45,,,https://www.last.fm/music/Mama+Moonshine,MAMA MOONSHINE
Mama Tokus,https://www.mamatokus.com/,CROONER'S CORNER,THURSDAY,18:30 - 19:15,,,https://www.last.fm/music/Mama+Tokus,MAMA TOKUS
Man Power,https://www.instagram.com/manpowermusic/?hl=en,SAN REMO,THURSDAY,15:00 - 16:30,,faca92cf-df82-420d-8c69-168b5eb48d78,https://www.last.fm/music/Man+Power,MAN POWER
MANAMI,,THE LEVELS,FRIDAY,13:30 - 15:00,"Off-kilter house, techno and UK bass meets Demi’s acid, Italo house and disco-inspired sonic palette.",db1eda69-b06d-4541-8e7a-377cc4870d60,https://www.last.fm/music/MANAMI,MANAMI
Demi Riquísimo,,THE LEVELS,FRIDAY,13:30 - 15:00,"Off-kilter house, techno and UK bass meets Demi’s acid, Italo house and disco-inspired sonic palette.",,https://www.last.fm/music/Demi+Riqu%C3%ADsimo,DEMI RIQUÍSIMO
Mandidextrous,http://mandidextrous (@mandidextrous_23) • instagram photos and videos      https://www.instagram.com/dj.bishh/,NOWHERE,SUNDAY,04:00 - 05:00,,,https://www.last.fm/music/Mandidextrous,MANDIDEXTROUS
Bish,http://mandidextrous (@mandidextrous_23) • instagram photos and videos      https://www.instagram.com/dj.bishh/,NOWHERE,SUNDAY,04:00 - 05:00,,,https://www.last.fm/music/Bish,BISH
Mango Park,https://www.instagram.com/djmangopark/,BABYLON UPRISING,SUNDAY,18:00 - 19:00,,,https://www.last.fm/music/Mango+Park,MANGO PARK
Manic Street Preachers,https://www.manicstreetpreachers.com/,OTHER STAGE,SATURDAY,18:45 - 19:45,Multi-award-winning punk revolutionaries with plenty of anthems and singalong choruses.,32efea44-6cb5-4b4f-bdaa-c8b8f6cef981,https://www.last.fm/music/Manic+Street+Preachers,MANIC STREET PREACHERS
Mantra of the Cosmos,https://www.instagram.com/mantraofthecosmos/,GLADE,SUNDAY,20:20 - 21:20,"Brand new super group with Shaun Ryder joined by Happy Mondays co-star Bez plus Oasis / Ride bassist Andy Bell and Ringo Starr's son, The Who’s drummer Zak Starkey.",,https://www.last.fm/music/Mantra+of+the+Cosmos,MANTRA OF THE COSMOS
Mantra,https://www.instagram.com/dj.mantra/        https://www.instagram.com/tasha_neighbourhood/,NOWHERE,THURSDAY,00:05 - 01:00,,f2b4907e-4f85-4c27-9f1b-8e239342730a,https://www.last.fm/music/Mantra,MANTRA
Tasha,https://www.instagram.com/dj.mantra/        https://www.instagram.com/tasha_neighbourhood/,NOWHERE,THURSDAY,00:05 - 01:00,,9324bd0d-92ee-42a6-b5e5-cb9e6d9ad5ad,https://www.last.fm/music/Tasha,TASHA
Marcel Dettmann,https://ra.co/dj/marceldettmann,IICON,SUNDAY,21:15 - 22:45,,6d7238a1-f0bc-4408-93fc-8ec64c06f7af,https://www.last.fm/music/Marcel+Dettmann,MARCEL DETTMANN
Mark Sinclair,http://djmarksinclair.com/,STRUMMERVILLE,SUNDAY,00:00 - 03:00,,61bb7bda-fe3c-4cce-a537-f418bdbf51f5,https://www.last.fm/music/Mark+Sinclair,MARK SINCLAIR
Martin Stephenson & The Daintees,https://daintees.co.uk/home,ACOUSTIC STAGE,FRIDAY,14:00 - 14:40,The reformed original 1980s folk rock indie pop band now pulling harder on their Celtic roots for a unique and strident sound.,,https://www.last.fm/music/Martin+Stephenson+&+The+Daintees,MARTIN STEPHENSON & THE DAINTEES
Master Musicians of Joujouka,http://www.joujouka.org/,THE RABBIT HOLE,FRIDAY,19:00 - 20:00,,,https://www.last.fm/music/Master+Musicians+of+Joujouka,MASTER MUSICIANS OF JOUJOUKA
Matt Ginno,https://www.mattginno.com,MANDALA STAGE,SUNDAY,17:00 - 18:00,,,https://www.last.fm/music/Matt+Ginno,MATT GINNO
Matt Owen,https://www.mattowensmusic.com/about,TOAD HALL,SATURDAY,18:30 - 19:15,,,https://www.last.fm/music/Matt+Owen,MATT OWEN
Matthew One Man,,SMALL WORLD STAGE,SATURDAY,19:15 - 20:15,,,https://www.last.fm/music/Matthew+One+Man,MATTHEW ONE MAN
Mauvey,https://www.mauvey.com,TOAD HALL,SUNDAY,11:50 - 00:30,,,https://www.last.fm/music/Mauvey,MAUVEY
Max Richter,https://www.maxrichtermusic.com/,THE PARK STAGE,SATURDAY,11:10 - 12:10,Much loved minimalist classical-leaning composer who recomposed Vivaldi and released an album of ambient ringtones along the way.,509f20b2-5df3-4aec-9bbc-002131fb3f99,https://www.last.fm/music/Max+Richter,MAX RICHTER
Mayito Rivera & The Sons Of Cuba,http://mayitorivera.net,GLASTO LATINO,SUNDAY,11:30 - 01:00,,,https://www.last.fm/music/Mayito+Rivera+&+The+Sons+Of+Cuba,MAYITO RIVERA & THE SONS OF CUBA
Mazaika,http://mazaika-music.com/,THE BANDSTAND,SUNDAY,13:15 - 13:45,,,https://www.last.fm/music/Mazaika,MAZAIKA
Maze,https://ra.co/dj/maze-es,THE MEAT RACK,SUNDAY,02:15 - 03:30,,1560a7c0-ac1a-47c0-a293-c35d1506063c,https://www.last.fm/music/Maze,MAZE
