PYRAMIDS OF SNAFU,http://www.pyramidsofsnafu.com/,MANDALA STAGE,SATURDAY,21:00 - 22:00
PYTHAGASAURUS (THE DANCE OFF),http://hotcakes.info/dance-off-soundsystem/,THE SPACEPORT,SUNDAY,19:00 - 20:00
QUATERMASS,,LONDON UNDERGROUND,WEDNESDAY,00:30 - 01:45
QUIVVER,http://www.residentadvisor.net/dj/quivver,GLADE,SATURDAY,01:45 - 02:55
RACH SPEAKEASY,,DELUXE DINER,Wednesday,04:30 - 06:00
RACH SPEAKEASY,,DELUXE DINER,Thursday,04:00 - 06:00
RACH SPEAKEASY,,DELUXE DINER,Friday,04:00 - 06:00
RACH SPEAKEASY,,DELUXE DINER,Saturday,04:00 - 06:00
RACHEL EC,,THE CAVE,THURSDAY,22:00 - 23:00
RACUBA,,GREENPEACE,SUNDAY,18:00 - 19:00
RADIKAL GURU (PL),http://www.radikalguru.com/,THE CAVE,FRIDAY,02:00 - 03:00
RADIO ONE ESSENTIAL MIX - HELL D AND B SPECIAL,,HELL STAGE,FRIDAY,01:00 - 03:00
RADIOKILLAZ,https://soundcloud.com/rkz_recordings,THE TEMPLE,SATURDAY,23:00 - 00:00
RAE MORRIS,http://www.raemorris.co.uk/,THE PARK STAGE,SUNDAY,14:00 - 14:45
RAG' N' BONE MAN,http://www.ragnbonemanmusic.com/,THE PARK STAGE,SUNDAY,11:00 - 11:40
RAG' N' BONE MAN,http://www.ragnbonemanmusic.com/,GULLY,SATURDAY,20:30 - 21:30
RAGHU DIXIT,http://raghudixit.com/,AVALON STAGE,FRIDAY,15:45 - 16:45
RAINY BOY SLEEP,http://www.rainyboysleep.com/,JOHN PEEL STAGE,FRIDAY,13:00 - 13:40
RALEIGH RITCHIE,http://www.raleighritchie.com/,GULLY,SUNDAY,20:45 - 22:00
RAMONA FLOWERS,http://www.theramonaflowersmusic.com/,RABBIT HOLE,FRIDAY,01:30 - 02:30
RAVI,,ANCIENT FUTURES,SATURDAY,21:30 - 23:00
RDF,https://soundcloud.com/radical-dance-faction,WANGO RILEY,FRIDAY,19:00 - 19:45
REAL LIES,http://reallies.co.uk/,WOW!,FRIDAY,18:00 - 19:00
REBEL BINGO,http://rebelbingo.com,THE BREAD AND ROSES,FRIDAY,17:00 - 18:00
REBEL BINGO,http://rebelbingo.com,THE BREAD AND ROSES,SATURDAY,17:00 - 18:00
REBEL BINGO,http://rebelbingo.com,THE BREAD AND ROSES,SUNDAY,17:00 - 18:00
RED EYE HI FI,http://www.boomartistsagency.com/artist-a-z/red-eye-hifi/,THE SPACEPORT,THURSDAY,15:00 - 16:30
RED SKY JULY,http://redskyjuly.com/,ACOUSTIC STAGE,FRIDAY,14:30 - 15:10
REDLIGHT,,ARCADIA,SUNDAY,20:00 - 21:30
REGGAE BREAKFAST,,ANCIENT FUTURES,THURSDAY,11:30 - 14:00
REGGAE ROAST,http://www.reggaeroast.co.uk/,THE RUM SHACK,FRIDAY,04:00 - 05:00
RENE LAVICE,http://www.renelavice.com/#intro,WOW!,SATURDAY,18:00 - 19:00
REV D.WAYNE LOVE (ALABAMA 3),,THE SPIKE,Friday,18:00 - 19:00
REV SCHNIDER & THE BAND OF ANGELS,,WANGO RILEY,SUNDAY,20:30 - 21:15
REV SCHNIDER’S BAND OF ANGELS,,CROISSANT NEUF BANDSTAND,THURSDAY,18:30 - 19:15
REVEREND ROCKWELL,,THE HOUSE OF COME ONS,THURSDAY,22:00 - 23:00
RHIANNE EVANS,http://www.rhianne.bandcamp.com,TOAD HALL,WEDNESDAY,13:00 - 14:00
RHIANNE EVANS,http://www.rhianne.bandcamp.com/,THE BREAD AND ROSES,THURSDAY,16:30 - 17:00
RHODES,http://www.rhodesmusic.co.uk/,THE PARK STAGE,FRIDAY,11:00 - 11:40
RHYTHMITES,http://www.rhythmites.com,CROISSANT NEUF,SUNDAY,23:30 - 00:30
RHYTHMITES,http://www.rhythmites.co.uk/,WANGO RILEY,FRIDAY,21:45 - 22:30
RICARDO LEMVO Y MAKINA LOCA,http://www.makinaloca.com/,GLASTO LATINO,SUNDAY,23:30 - 01:00
RICHARD NORRIS,http://richardnorris.dj,JAG'Z ACID LOUNGE,FRIDAY,04:00 - 06:00
RICHIE RUNDLE BACK TO BACK WITH DJ LOUIE LOUIE,,DELUXE DINER,Wednesday,01:30 - 04:30
RICHY AHMED,http://richyahmed.com/,THE SPACEPORT,SATURDAY,00:00 - 01:30
RIMKSI'S PIANO,,THE SPIKE,Sunday,22:00 - 23:00
RIMSKI'S PIANO,,THE SPIKE,Friday,22:00 - 23:00
RITA SATCH,http://www.ritasatch.com/,LA PUSSY PARLURE,SATURDAY,23:30 - 00:30
RIVAL SONS,http://www.rivalsons.com/,OTHER STAGE,SUNDAY,11:00 - 11:40
ROARING TROWMEN,,CROISSANT NEUF BANDSTAND,SATURDAY,18:30 - 19:00
ROB DA BANK,,HEAVEN,FRIDAY,00:00 - 01:00
ROB HERON & THE TEAPAD ORCHESTRA,http://www.teapadorchestra.co.uk,THE BANDSTAND,THURSDAY,19:30 - 20:30
ROBBO RANX,http://robboranx.com/,THE BLUES,FRIDAY,19:00 - 21:00
ROBERT HOOD,,GENOSYS,SUNDAY,01:30 - 03:30
ROBYN SHERWELL,http://robynsherwell.com/,BBC INTRODUCING,SATURDAY,14:15 - 14:40
RODNEY BRANIGAN AND JOHN POINTER,http://www.brokenguitars.com,TOAD HALL,SATURDAY,00:00 - 01:00
RODNEY BRANIGAN,http://rodneybranigan.com/,AVALON CAFÉ STAGE,FRIDAY,17:30 - 18:15
RODNEY BRANNIGAN,http://www.rodneybranigan.com/,SMALL WORLD STAGE,WEDNESDAY,16:00 - 17:00
RON SEXSMITH,http://www.ronsexsmith.com/,ACOUSTIC STAGE,SUNDAY,15:25 - 16:05
RONI SIZE REPRAZENT,http://www.ronisize.net/,SONIC,SATURDAY,19:45 - 20:45
ROOM SERVICE,,THE BEAT HOTEL,THURSDAY,10:00 - 12:00
ROOM SERVICE,,THE BEAT HOTEL,FRIDAY,10:00 - 12:00
ROOM SERVICE,,THE BEAT HOTEL,SATURDAY,10:00 - 12:00
ROOM SERVICE,,THE BEAT HOTEL,SUNDAY,10:00 - 12:00
RORY MCLEOD,http://www.rorymcleod.com,CROISSANT NEUF,SATURDAY,17:30 - 18:30
RORY MCLEOD,http://www.rorymcleod.com,AVALON CAFÉ STAGE,THURSDAY,16:30 - 17:15
ROSA HOOPS ROTATION MOTIVATION,http://www.marawatheamazing.com/majorettes,TOAD HALL,THURSDAY,13:00 - 14:00
ROSA HOOPS ROTATION MOTIVATION,http://www.marawatheamazing.com/majorettes,TOAD HALL,FRIDAY,11:00 - 12:00
ROY AYERS,http://www.royayers.net/,WEST HOLTS,SUNDAY,19:00 - 20:00
RSD MEETS JOE PENG IN A DUB WARZ,https://soundcloud.com/zamzam-sounds/rsd-world-hungry-bw-dub-pride-zamzam-26-7-vinyl-blend-rip,THE BLUES,FRIDAY,17:00 - 19:00
RTN : BOBBY PLEASURE,https://soundcloud.com/thepleasurecentre,LBHQ - HEAVENLY KINGDOM,SATURDAY,22:00 - 23:00
RTN : CHARLIE MCFARLEY,https://mixcloud.com/charliemcfarley/,LBHQ - HEAVENLY KINGDOM,SATURDAY,19:00 - 20:00
RTN : DAVE HARVEY,https://soundcloud.com/el-harvo-futureboogie,LBHQ - HEAVENLY KINGDOM,SATURDAY,20:00 - 21:00
RTN : FELIX DICKINSON,https://soundcloud.com/felix-dickinson,LBHQ - HEAVENLY KINGDOM,SATURDAY,21:00 - 22:00
RTN : FOR BETTER OR WORSE,,LBHQ - HEAVENLY KINGDOM,SATURDAY,23:00 - 00:00
RTN : GILL DALTON,,LBHQ - HEAVENLY KINGDOM,SATURDAY,18:00 - 19:00
RUBY THROAT,,THE HOUSE OF COME ONS,SATURDAY,20:00 - 21:00
RUBY THROAT,http://rubythroatalbum.bandcamp.com/album/album,THE ROCKET LOUNGE,Sunday,00:00 - 01:00
RUBY THROAT,,WANGO RILEY,SUNDAY,21:45 - 22:30
RUDIMENTAL,http://rudimental.co.uk/wethegeneration/start,OTHER STAGE,FRIDAY,22:30 - 23:45
RUKHSANA MERRISE,https://www.facebook.com/rukhsana.merrise,BBC INTRODUCING,SUNDAY,13:30 - 13:55
RUM BUFFALO,http://www.rumbuffalo.bandcamp.com/,SMALL WORLD STAGE,THURSDAY,18:45 - 19:45
RUN THE JEWELS,http://www.runthejewels.net/,WEST HOLTS,FRIDAY,19:00 - 20:00
RUSS RYAN,,HEDS PARTY IN SONIC,SUNDAY,04:00 - 07:00
RUSTY SHACKLE,http://storage.googleapis.com/glasto15/artist/m-r/rusty_shackle.jpg,GREENPEACE,SUNDAY,17:00 - 17:40
RUSTY SHACKLE,http://storage.googleapis.com/glasto15/artist/m-r/rusty_shackle.jpg,CROISSANT NEUF,THURSDAY,21:00 - 22:00
RUSTY SHACKLE,,CROISSANT NEUF BANDSTAND,FRIDAY,15:30 - 16:00
RUTH ROYALL,http://ruthroyall.co.uk/,LA PUSSY PARLURE,SUNDAY,12:45 - 13:45
RYAN ADAMS,http://paxamrecords.com/,THE PARK STAGE,SUNDAY,22:30 - 23:45
SADOO,http://www.sadoomusic.net,TOAD HALL,SATURDAY,18:00 - 18:50
SAGAN MEGA DRIVE,http://chrisminnis.wordpress.com/music/,MANDALA STAGE,THURSDAY,19:00 - 20:00
SAGAN MEGA DRIVE,http://chrisminnis.wordpress.com/music/,MANDALA STAGE,FRIDAY,19:00 - 20:00
SAGAN MEGA DRIVE,http://chrisminnis.wordpress.com/music/,MANDALA STAGE,SATURDAY,19:00 - 20:00
SAGAN MEGADRIVE,,ANCIENT FUTURES,SATURDAY,18:30 - 19:00
SAHARA - BELLYDANCE,http://www.saharapiksie.com/,ANCIENT FUTURES,SATURDAY,14:00 - 15:30
SAINT RAYMOND,http://saintraymond.co.uk/,JOHN PEEL STAGE,SUNDAY,13:40 - 14:20
SAM BINGA,https://www.facebook.com/sambingamusic,WOW!,SATURDAY,21:00 - 22:00
SAM BROCKINGTON,,CROISSANT NEUF BANDSTAND,FRIDAY,14:00 - 14:30
SAM BROCKINGTON,,CROISSANT NEUF BANDSTAND,SUNDAY,18:30 - 19:00
SAM DUCKWORTH & THE BRACKETS,http://www.samduckworth.co.uk,LEFT FIELD,SUNDAY,19:30 - 20:30
SAM PIPER,https://soundcloud.com/sampipermusic/sets/lucid-dreaming/s-sZL0f,MANDALA STAGE,THURSDAY,16:00 - 17:00
SAM PIPER,https://soundcloud.com/sampipermusic/sets/lucid-dreaming/s-sZL0f,MANDALA STAGE,SUNDAY,18:00 - 19:00
SAMUEL JACK (ACOUSTIC SET),http://www.samueljackoficial.com,AVALON CAFÉ STAGE,WEDNESDAY,18:00 - 18:45
SAMUEL JACK,,THE SPIKE,Thursday,18:00 - 19:00
SANDY YIDAKI DIDGE WORKSHOP,http://www.didjeridu.co.uk,TOAD HALL,WEDNESDAY,12:00 - 13:00
SANDY YIDAKI DIDGE WORKSHOP,http://www.didjeridu.co.uk,TOAD HALL,THURSDAY,11:00 - 12:00
SANDY YIDAKI DIDGE WORKSHOP,http://www.didjeridu.co.uk,TOAD HALL,FRIDAY,12:00 - 13:00
SBTRKT,http://sbtrkt.com/,JOHN PEEL STAGE,FRIDAY,19:45 - 20:45
SC AMP,https://soundcloud.com/scamp,SALON CAROUSEL,SATURDAY,04:00 - 05:00
"SCOTT WALKER ""UP AGAINST THE WALL""",http://www.foolsparadise.co.uk/companies/scottwalker/,BELLA'S FIELD,FRIDAY,13:00 - 19:00
"SCOTT WALKER ""UP AGAINST THE WALL""",http://www.foolsparadise.co.uk/companies/scottwalker/,BELLA'S FIELD,SATURDAY,13:00 - 19:00
"SCOTT WALKER ""UP AGAINST THE WALL""",http://www.foolsparadise.co.uk/companies/scottwalker/,BELLA'S FIELD,SUNDAY,13:00 - 19:00
SCOTTEE,,NYC DOWNLOW,FRIDAY,01:55 - 02:00
SCREAMIN MISS JACKSON AND THE SLAP YA MAMA BIG BAND,,CROISSANT NEUF,SATURDAY,19:00 - 20:00
SCULPTURE MUSIC,http://www.sculpturemusic.co.uk,SMALL WORLD STAGE,SUNDAY,17:15 - 18:15
SEAFRET,http://www.seafret.com/,WILLIAM'S GREEN,THURSDAY,19:30 - 20:10
SECONDCITY,http://www.residentadvisor.net/dj/secondcity,WOW!,SATURDAY,22:00 - 23:00
SECRET MASSIVE FINALÉ,,RABBIT HOLE,SUNDAY,02:30 - 04:00
SEIKO SUSSO,http://www.seikoususso.freeuk.com,TOAD HALL,SUNDAY,12:00 - 12:40
SEINABO SEY,http://seinabosey.com/,LA PUSSY PARLURE,SUNDAY,17:15 - 18:15
SEIZE THE DAY TBA,http://www.seizetheday.org/,SMALL WORLD STAGE,WEDNESDAY,20:00 - 21:15
SEIZE THE DAY,http://www.seizetheday.org,TOAD HALL,THURSDAY,18:00 - 19:00
SELAH SUE,http://www.selahsue.com/,LA PUSSY PARLURE,FRIDAY,00:30 - 01:45
SENTIENT,https://www.facebook.com/pages/Sentient/210569165689403,MANDALA STAGE,SUNDAY,00:00 - 01:00
SENTIENT,https://www.facebook.com/pages/Sentient/210569165689403,GLADE,FRIDAY,13:55 - 14:45
SENTIMENTALISTS,http://www.sentimentalists.co.uk/,GULLY,SATURDAY,12:45 - 13:45
SERIAL KILLAZ,https://soundcloud.com/serialkillaz,THE TEMPLE,SATURDAY,04:00 - 05:00
SESSION VICTIM LIVE,https://www.facebook.com/sessionvictim,WOW!,FRIDAY,19:00 - 20:30
SETH LAKEMAN,http://www.sethlakeman.co.uk/,AVALON STAGE,SUNDAY,19:55 - 20:55
SETH TROXLER (SOFT TOUCH SET),http://www.sethtroxler.com/,THE BEAT HOTEL,FRIDAY,15:00 - 17:00
SEVEN LITTLE SISTERS,http://www.sevenlittlesisters.com/news/,THE ROCKET LOUNGE,Wednesday,18:00 - 19:00
SEVEN LITTLE SISTERS,http://www.sevenlittlesisters.com/news/,THE ROCKET LOUNGE,Thursday,18:00 - 19:00
SEVEN LITTLE SISTERS,http://www.sevenlittlesisters.com/news/,THE ROCKET LOUNGE,Friday,23:00 - 00:00
SEVEN LITTLE SISTERS,http://www.sevenlittlesisters.com/news/,THE ROCKET LOUNGE,Saturday,23:00 - 00:00
SEVEN LITTLE SISTERS,http://www.sevenlittlesisters.com/news/,THE ROCKET LOUNGE,Sunday,23:00 - 00:00
SEXYRUBBERSOUL,,LONDON UNDERGROUND,WEDNESDAY,23:00 - 00:30
SEXYRUBBERSOUL,,LONDON UNDERGROUND,FRIDAY,22:00 - 22:45
SHAKTI SINGS CHOIR,http://www.shaktisings.org,CROISSANT NEUF,FRIDAY,19:00 - 20:00
SHAKTI SINGS,,GREENPEACE,SUNDAY,13:00 - 13:30
SHAKTI SINGS,http://www.shaktisings.org,TOAD HALL,SUNDAY,18:00 - 19:00
SHANGRI LA SOUNDSYSTEM,,HELL STAGE,FRIDAY,23:00 - 23:15
SHANGRI LA SOUNDSYSTEM,,HELL STAGE,FRIDAY,21:50 - 22:10
SHARON VAN ETTEN,http://www.sharonvanetten.com/,THE PARK STAGE,FRIDAY,20:00 - 21:00
SHAUN BUSWELL'S PILTON POP-UP ORCHESTRA,http://www.orchestrachallenge.com/videos.html,GLADE,FRIDAY,11:30 - 12:00
SHERWOOD & PINCH,http://www.adriansherwood.com/,GLADE,SUNDAY,19:40 - 20:50
SHIELDS,http://www.behindshields.com/,RABBIT HOLE,THURSDAY,22:30 - 23:30
SHIRE ROOTS & BLAZENSTEIN,,BABYLON UPRISING,SATURDAY,19:00 - 20:00
SHIVAM O'BRIEN – STORYTELLING  (SUNLODGE),,ANCIENT FUTURES,THURSDAY,19:00 - 21:30
SHIVERIN’ SHEIKS,,THE ROCKET LOUNGE,Wednesday,00:00 - 01:00
SHIVERIN’ SHEIKS,,THE ROCKET LOUNGE,Thursday,22:00 - 23:00
SHIVERIN’ SHEIKS,,THE ROCKET LOUNGE,Friday,01:00 - 02:00
SHLOMO,http://shlomobeatbox.co.uk/,THE PARK STAGE,FRIDAY,14:15 - 15:00
SHOOT FROM THE HIP COMEDY,http://www.shootfromthehipcomedy.co.uk,THE BREAD AND ROSES,FRIDAY,16:00 - 17:00
SHOOT FROM THE HIP COMEDY,http://www.shootfromthehipcomedy.co.uk,THE BREAD AND ROSES,SATURDAY,16:00 - 17:00
SHOOT FROM THE HIP COMEDY,http://www.shootfromthehipcomedy.co.uk,THE BREAD AND ROSES,SUNDAY,16:00 - 17:00
SHOWHAWK DUO,http://www.theshowhawkduo.com,THE BANDSTAND,WEDNESDAY,18:00 - 18:55
SHOWHAWK DUO,http://www.theshowhawkduo.com,THE BANDSTAND,THURSDAY,18:00 - 19:00
SHUFFLE BROTHERS,,BABYLON UPRISING,FRIDAY,16:00 - 17:00
SHY FX,https://www.facebook.com/ShyFX,WOW!,SATURDAY,02:00 - 03:00
SIAN EVANS (KOSHEEN),http://sian-evans.com/,ANCIENT FUTURES,SUNDAY,21:30 - 23:00
SIAN EVANS KOSHEEN UNSTITCHED,http://sian-evans.com/,HELL STAGE,SATURDAY,19:05 - 19:50
SIGMA,http://www.sigmahq.com/,SONIC,FRIDAY,20:30 - 21:30
SILAS & SNARE SURGEON B2B SPECIAL GUEST,,BABYLON UPRISING,FRIDAY,02:00 - 02:45
SILVASTONE,http://silvastonemusic.com/,THE BLUES,FRIDAY,21:00 - 22:00
SILVER,,THE PAVEMENT,FRIDAY,13:05 - 13:35
SILVER,,THE PAVEMENT,SATURDAY,13:05 - 13:35
SILVER,,THE PAVEMENT,SUNDAY,13:05 - 13:35
SILVER,,THE GATEWAY,FRIDAY,17:25 - 17:55
SILVER,,THE GATEWAY,SATURDAY,17:25 - 17:55
SILVER,,THE GATEWAY,SUNDAY,17:25 - 17:55
SIMEYU,https://soundcloud.com/simeyu,RABBIT HOLE,SATURDAY,14:00 - 14:30
SIMIAN MOBILE DISCO B2B BICEP,http://simianmobiledisco.co.uk/,THE BEAT HOTEL,SATURDAY,00:30 - 03:00
SIMON SPOONS,https://soundcloud.com/simon-spoons,WANGO RILEY,SUNDAY,19:30 - 20:15
SINGTANK,,RABBIT HOLE,SUNDAY,01:45 - 02:30
SINKANE,http://sinkane.com/,WEST HOLTS,SATURDAY,14:00 - 15:00
SIRIUSMODESELEKTOR,http://sirius.modeselektor.com/,WOW!,SUNDAY,01:00 - 02:30
SITUATION DJS,,NYC DOWNLOW,THURSDAY,00:30 - 01:55
SITUATION DJS,,THE DOWNLOW RADIO,WEDNESDAY,21:30 - 23:00
SKANKY GENERALS,,BABYLON UPRISING,SUNDAY,22:30 - 00:00
SKARPER,,LONDON UNDERGROUND,WEDNESDAY,20:00 - 21:30
SKEPTA,http://www.helloskepta.com/,WOW!,SATURDAY,20:20 - 21:00
SKREAM,,ARCADIA,FRIDAY,22:00 - 23:00
SLADEST,,AVALON CAFÉ STAGE,WEDNESDAY,19:00 - 19:45
SLAMBOREE,http://slamboree.com/,GLADE,SUNDAY,22:40 - 00:00
SLAMBOREE,http://slamboree.com/,HELL STAGE,THURSDAY,22:20 - 23:05
SLAVES,http://youareallslaves.com/,HELL STAGE,SATURDAY,00:40 - 01:30
SLAVES,http://youareallslaves.com/,JOHN PEEL STAGE,SATURDAY,14:00 - 14:40
SLEAFORD MODS,http://www.sleafordmods.com/,JOHN PEEL STAGE,SATURDAY,15:00 - 15:40
SLEDGEHEAD,https://www.facebook.com/people/Sledgehead-Bristol/100000308536583,THE BLUES,FRIDAY,01:00 - 03:00
SLUGRAVE,,DELUXE DINER,Friday,23:30 - 01:00
SLUGRAVE,http://slugrave.co.uk/,THE BEAT HOTEL,FRIDAY,17:00 - 18:30
SMALL CHANGE,,GREENPEACE/ THE ENGINE ROOM,FRIDAY,01:00 - 02:00
SMITH AND MIGHTY,https://www.facebook.com/events/829327350453374/,THE BLUES,SUNDAY,22:00 - 23:30
SMOKESCREEN,,GENOSYS,SATURDAY,21:30 - 23:30
SNUFKIN 7 THE DEVILS DOOORBELL,,SMALL WORLD STAGE,WEDNESDAY,00:30 - 01:30
SOAK,http://www.soakmusic.co.uk/,OTHER STAGE,SUNDAY,12:00 - 12:40
SOFT ROCKS,,THE BEAT HOTEL,THURSDAY,13:30 - 15:00
SOIL & PIMP SESSIONS,http://www.jvcmusic.co.jp/soilpimp/,WEST HOLTS,SATURDAY,15:30 - 16:30
SOL CINEMA,http://www.thesolcinema.org,BELLA'S FIELD,FRIDAY,12:00 - 18:00
SOL CINEMA,http://www.thesolcinema.org,BELLA'S FIELD,SATURDAY,12:00 - 18:00
SOL CINEMA,http://www.thesolcinema.org,BELLA'S FIELD,SUNDAY,12:00 - 18:00
SON OF DAVE- LIVE,https://m.youtube.com/watch?v=8BeTZihJTus,THE RUM SHACK,FRIDAY,02:00 - 03:00
SON OF DAVE,https://sonofdave.officialstore.co.uk/Shop/catalogue?ProdTitle=All%20Products,THE ROCKET LOUNGE,Saturday,00:00 - 01:00
SONGHOY BLUES,http://songhoy-blues.com/,PYRAMID STAGE,SUNDAY,12:00 - 12:40
SONWAH,,THE CAVE,THURSDAY,21:00 - 22:00
SOUL STEW,,THE SPIKE,Thursday,20:00 - 22:00
SOUL STEW,,THE SPIKE,Friday,20:00 - 22:00
SOUL STEW,,THE SPIKE,Saturday,20:30 - 22:00
SOUL STEW,,THE SPIKE,Sunday,14:00 - 16:00
SOULTRAIN V. AVONSOULARMY,,LA PUSSY PARLURE,SUNDAY,12:00 - 12:45
SOULTRAIN V. AVONSOULARMY,,THE BLUES,SUNDAY,16:00 - 18:00
SOULTRAIN V. AVONSOULARMY,,HEDS PARTY IN SONIC,THURSDAY,20:00 - 07:00
SOUND OF THE SIRENS,http://www.soundofthesirens.net,AVALON CAFÉ STAGE,THURSDAY,11:30 - 12:15
SOUTHFIELDS STRING QUARTET,,CROISSANT NEUF BANDSTAND,FRIDAY,12:00 - 12:30
SPACE MONKEYS,,AVALON CAFÉ STAGE,SATURDAY,19:30 - 20:30
SPANISH CLASS,,THE BREAD AND ROSES,THURSDAY,18:30 - 19:15
SPECIAL GUEST !!!,,SALON CAROUSEL,SUNDAY,21:00 - 22:00
SPECIAL GUEST',,HMS SWEET CHARITY,SUNDAY,02:00 - 03:00
SPECIAL GUEST,,BABYLON UPRISING,THURSDAY,16:00 - 17:00
SPECIAL GUEST,,RABBIT HOLE,THURSDAY,00:30 - 01:45
SPECIAL GUEST,,THE TEMPLE,THURSDAY,20:00 - 21:00
SPECIAL GUEST,,WANGO RILEY,THURSDAY,19:00 - 19:45
SPECIAL GUESTS,,CROISSANT NEUF,SUNDAY,14:45 - 15:30
SPECIAL GUESTS,,OTHER STAGE,FRIDAY,11:00 - 12:00
SPECIAL PERFORMANCES FROM THE LADYBIRDS OF PARADISE,,HMS SWEET CHARITY,THURSDAY,23:00 - 23:30
SPECIAL PERFORMANCES FROM THE LADYBIRDS OF PARADISE,,HMS SWEET CHARITY,FRIDAY,01:00 - 02:00
SPECIAL PERFORMANCES FROM THE LADYBIRDS OF PARADISE,,HMS SWEET CHARITY,SATURDAY,01:00 - 02:00
SPECIAL PERFORMANCES FROM THE LADYBIRDS OF PARADISE,,HMS SWEET CHARITY,SUNDAY,23:00 - 23:30
SPECTOR DJS AND FRIENDS,http://www.spector.co.uk,AVALON CAFÉ STAGE,SUNDAY,01:30 - 03:00
SPECTOR,http://spector.co.uk/,WILLIAM'S GREEN,SATURDAY,15:30 - 16:10
SPIRITUALIZED,http://piritualized.com,THE PARK STAGE,SATURDAY,21:30 - 22:30
SPOKE-N-WORD,http://www.winstonplowes.co.uk,BELLA'S FIELD,FRIDAY,10:45 - 11:45
SPOKE-N-WORD,http://www.winstonplowes.co.uk,BELLA'S FIELD,SATURDAY,10:45 - 11:45
SPOKE-N-WORD,http://www.winstonplowes.co.uk,BELLA'S FIELD,SUNDAY,10:45 - 11:45
SPOR,,ARCADIA,SATURDAY,01:30 - 03:00
SPY AND DYNAMITE MC,http://spydnb.com,HEAVEN,SATURDAY,02:00 - 03:00
STACEY COHEN,,ANCIENT FUTURES,SATURDAY,17:00 - 18:30
STATHIS,,THE DOWNLOW RADIO,SUNDAY,02:30 - 03:30
STEALING SHEEP,http://stealingsheep.co.uk/,WILLIAM'S GREEN,FRIDAY,16:30 - 17:10
STEEL PULSE,http://www.steelpulse.com/,WEST HOLTS,SUNDAY,17:30 - 18:30
STEVE BEDLAM + FAMILY,,THE RUM SHACK,SATURDAY,04:00 - 06:00
STEVE KNIGHTLEY AND FRIENDS,http://www.showofhands.co.uk,CROISSANT NEUF,FRIDAY,12:30 - 14:00
STEVE KNIGHTLY,http://www.growyourowngig.co.uk,TOAD HALL,SATURDAY,21:00 - 22:00
STEVE MILLS,,A LITTLE MORE SENSATION,FRIDAY,13:15 - 13:45
STEVE MILLS,,A LITTLE MORE SENSATION,SATURDAY,13:15 - 13:45
STEVE MILLS,,A LITTLE MORE SENSATION,SUNDAY,13:15 - 13:45
STEVIE P ENSEMBLE,http://www.reverbnation.com/steviepotier,SMALL WORLD STAGE,FRIDAY,15:45 - 16:45
STEVIE P INTRAVAGANZA,http://steviepea.wix.com/peapod,ANCIENT FUTURES,THURSDAY,21:30 - 22:30
STIVS,https://soundcloud.com/stivs,SALON CAROUSEL,SATURDAY,00:00 - 01:00
STOMPIN' DAVE & HIS BLUEGRASS BAND,http://www.stompindave.com/bluegrass.htm,THE BANDSTAND,WEDNESDAY,20:40 - 21:40
STORIES WITH SHIVAM O'BRIEN - SUNLODGE,,ANCIENT FUTURES,SATURDAY,19:00 - 21:30
STORNOWAY,http://www.stornoway.eu/,ACOUSTIC STAGE,FRIDAY,15:30 - 16:10
SUBCRIMINAL,https://soundcloud.com/subcriminal,SALON CAROUSEL,THURSDAY,22:00 - 00:00
SUEDE,http://www.suede.co.uk/,JOHN PEEL STAGE,SATURDAY,22:35 - 23:45
SUGARBEAR,,THE DOWNLOW RADIO,SATURDAY,01:30 - 03:00
SUNDAY SERVICE,,CROISSANT NEUF BANDSTAND,SUNDAY,11:30 - 12:30
SUNSET SONS,http://sunsetsons.com/,JOHN PEEL STAGE,SATURDAY,12:00 - 12:40
SUNSET SONS,http://sunsetsons.com/,WILLIAM'S GREEN,SUNDAY,20:00 - 20:45
SUPER FURRY ANIMALS,http://www.superfurry.com/,THE PARK STAGE,FRIDAY,23:00 - 00:15
SUSIE RO,http://www.susieayla.co.uk,TOAD HALL,THURSDAY,00:30 - 01:20
SVEN VON THÜLEN,,GENOSYS,SUNDAY,00:00 - 01:30
"SWAMP 81 PRESENTS: LOEFAH,PALEMAN,MICKEY PEARCE, BENTON & CHUNKY",,ARCADIA,FRIDAY,19:00 - 21:00
SWAMP 81,http://www.swamp81.com/,BEZ'S ACID HOUSE,SUNDAY,02:00 - 04:00
SWEET CHARITY DJ'S,https://www.facebook.com/sweetcharitydjs,HMS SWEET CHARITY,FRIDAY,23:00 - 01:00
SWEET CHARITY DJ'S,http://HTTPS://WWW.FACEBOOK.COM/SWEETCHARITYDJS,HMS SWEET CHARITY,SATURDAY,23:00 - 01:00
SWEET CHRAITY DJ'S,http://HTTPS://WWW.FACEBOOK.COM/SWEETCHARITYDJS,HMS SWEET CHARITY,SUNDAY,01:30 - 02:00
SWIM DEEP,http://www.swim-deep.co.uk/,WILLIAM'S GREEN,SATURDAY,19:30 - 20:10
SWIM DEEP,http://www.swim-deep.co.uk/,OTHER STAGE,SATURDAY,11:00 - 11:40
SWING BOATS,,GLEBELAND,THURSDAY,11:00 - 19:00
SWING BOATS,,GLEBELAND,FRIDAY,11:00 - 19:00
SWING BOATS,,GLEBELAND,SATURDAY,11:00 - 19:00
SWING BOATS,,GLEBELAND,SUNDAY,11:00 - 19:00
