title,url,stage,day,time,mbid,lfm_url,orig_name
Tornado Wallace,,ASSEMBLY,FRIDAY,23:30 - 01:00,The “Man” with the flippant alias for house edits and club oddities meets fellow Melbourne DJ and a forerunner of a new wave of dance producers.,e40ab05f-6c26-49d7-b547-e16e0fc64aaf,https://www.last.fm/music/Tornado+Wallace,TORNADO WALLACE
Fat Dog,https://fatdogfatdogfatdog.com/,PEACE STAGE,THURSDAY,02:00 - 03:00,,09a2a320-a647-4c30-95b4-4142172b4aac,https://www.last.fm/music/Fat+Dog,FAT DOG
Fat White Family,https://www.fatwhitefamilymusic.com/,STRUMMERVILLE,SATURDAY,21:00 - 21:45,,0935da47-cf41-4aa1-a91a-850ced520454,https://www.last.fm/music/Fat+White+Family,FAT WHITE FAMILY
Fatboy Slim,https://www.fatboyslim.net/,ARCADIA,FRIDAY,22:00 - 23:30,,ba81eb4a-0c89-489f-9982-0154b8083a28,https://www.last.fm/music/Fatboy+Slim,FATBOY SLIM
Cormac,https://www.instagram.com/cormacmusic/,GREENPEACE,FRIDAY,21:30 - 22:45,,0c875d49-1239-41fe-86ae-a9d78d31be0b,https://www.last.fm/music/Cormac,CORMAC
Joshua James,https://www.instagram.com/feelitparty/,GREENPEACE,FRIDAY,20:00 - 21:30,,5084cdad-e156-4329-bf89-3a49ba8ea79f,https://www.last.fm/music/Joshua+James,JOSHUA JAMES
I. Jordan,https://www.instagram.com/i.jordan/,GREENPEACE,FRIDAY,22:45 - 23:45,,,https://www.last.fm/music/I.+Jordan,I. JORDAN
Jaguar,https://www.instagram.com/jaguarworldwide/,GREENPEACE,FRIDAY,19:00 - 20:00,,f42fb898-9fb2-4e87-b313-7bbd1fca790d,https://www.last.fm/music/Jaguar,JAGUAR
Feline,,LUNCHED OUT LIZARDS,SUNDAY,00:00 - 01:30,,4bb5b715-ad62-45ee-b71d-0a12a6fe1d29,https://www.last.fm/music/Feline,FELINE
Femi Kuti,https://www.instagram.com/femiakuti/?hl=en,PYRAMID STAGE,SATURDAY,12:00 - 12:45,The son of legendary Nigerian Afrobeat innovator Fela Kuti cutting his own unique mix of funky sax-laded Afro jazz.,702d2b90-eef0-4354-b2c4-6366eba92b7f,https://www.last.fm/music/Femi+Kuti,FEMI KUTI
Figs In Wigs,https://www.figsinwigs.com/astrologybingo,10 ACES,THURSDAY,14:20 - 15:20,,,https://www.last.fm/music/Figs+In+Wigs,FIGS IN WIGS
Firouzeh,https://www.instagram.com/firouzehsings/,STRUMMERVILLE,SATURDAY,17:00 - 17:40,,,https://www.last.fm/music/Firouzeh,FIROUZEH
Fish56Octagon,,STONEBRIDGE BAR,FRIDAY,17:30 - 19:00,,,https://www.last.fm/music/Fish56Octagon,FISH56OCTAGON
Big Kani,https://www.instagram.com/big_kani/,NOMAD,THURSDAY,20:00 - 21:00,,,https://www.last.fm/music/Big+Kani,BIG KANI
Fizz,,BBC MUSIC INTRODUCING,FRIDAY,20:30 - 21:00,"Described as psychedelic, maximalist, and theatrical, often drawing inspiration from past icons.",9c70757c-e336-40a9-924c-e897f0131b83,https://www.last.fm/music/Fizz,FIZZ
Fizzy Gillespie,https://www.instagram.com/fizzygillespie/,PEACE STAGE,THURSDAY,01:30 - 02:00,,,https://www.last.fm/music/Fizzy+Gillespie,FIZZY GILLESPIE
Flash Bang Brass,https://flashbangbrass.com/,BIMBLE INN,SUNDAY,00:15 - 01:15,,,https://www.last.fm/music/Flash+Bang+Brass,FLASH BANG BRASS
FlashMob,,THE GATEWAY,THURSDAY,16:05 - 16:25,,41a791c8-2f3f-494a-a663-bcec32d3ee3e,https://www.last.fm/music/FlashMob,FLASHMOB
Fleetmac Wood,https://www.instagram.com/fleetmac_wood/,GREENPEACE,SATURDAY,20:30 - 22:00,,,https://www.last.fm/music/Fleetmac+Wood,FLEETMAC WOOD
Fliss Mayo,https://www.instagram.com/flissmayo/?hl=en-gb,BABYLON UPRISING,SATURDAY,20:00 - 21:00,,,https://www.last.fm/music/Fliss+Mayo,FLISS MAYO
flowerovlove,,LONELY HEARTS CLUB,FRIDAY,13:30 - 14:30,Earth-conscious teenage singer songwriter with a nod to her West African heritage.,,https://www.last.fm/music/flowerovlove,FLOWEROVLOVE
Flyte,https://www.flytetheband.com,AVALON STAGE,SATURDAY,17:10 - 18:10,Perfectly crafted storytelling with luxurious harmonic arrangements from Will Taylor and Nick Hill.,ec6272e4-cbd7-4fa9-b9e8-fd1cf1b8373f,https://www.last.fm/music/Flyte,FLYTE
Fontaines D.C.,https://fontainesdc.com/,THE PARK STAGE,FRIDAY,23:00 - 00:15,"The Dublin quintet headline the stage, perfectly  illustrating their elevation from post-punk angst to indie-pop, rave, and anthem-friendly stadium rock.",,https://www.last.fm/music/Fontaines+D.C.,FONTAINES D.C.
Fonzie,https://www.instagram.com/myr.fire/,BLIND TIGER,FRIDAY,19:40 - 20:30,,d5bb1734-1d3b-437d-a094-cdacdc8b926e,https://www.last.fm/music/Fonzie,FONZIE
Frank Turner,https://www.frank-turner.com,AVALON STAGE,FRIDAY,17:05 - 18:05,Pioneering punk-rock road-warrior fresh from his tenth album still bestowing fire and passion for all.,aca5718f-4f49-4439-b8f6-209db3f11757,https://www.last.fm/music/Frank+Turner,FRANK TURNER
Frankie Archer,https://www.instagram.com/frankiearchermusic/,ACOUSTIC STAGE,SUNDAY,12:10 - 12:40,"Electrofolk extrovert shaking up genres and traditions, challenging perspectives in an extraordinary flux of genres.",,https://www.last.fm/music/Frankie+Archer,FRANKIE ARCHER
François K,https://ra.co/dj/francoisk,NYC DOWNLOW,SATURDAY,15:30 - 18:30,,2e00f6ec-ba15-4821-9840-717db7ef77d1,https://www.last.fm/music/Fran%C3%A7ois+K,FRANÇOIS K
Freddie and The Freeloaders,https://www.instagram.com/freddie3loadr/,WEST HOLTS BAR,THURSDAY,22:30 - 00:00,,,https://www.last.fm/music/Freddie+and+The+Freeloaders,FREDDIE AND THE FREELOADERS
Frederika,https://www.instagram.com/frederikatz/?hl=en-gb,SAN REMO,SUNDAY,10:00 - 12:00,,,https://www.last.fm/music/Frederika,FREDERIKA
Freetown Collective,https://wearefreetown.love,CROISSANT NEUF,SATURDAY,23:00 - 00:00,,,https://www.last.fm/music/Freetown+Collective,FREETOWN COLLECTIVE
Friction,https://insanity.com/collection/music/talent/friction,GLADE DOME,THURSDAY,22:15 - 23:15,,e82e71d3-c420-4be3-964f-585bf09b3038,https://www.last.fm/music/Friction,FRICTION
Fulu Miziki,https://www.instagram.com/fulumusic/,GREENPEACE,THURSDAY,12:30 - 13:15,,,https://www.last.fm/music/Fulu+Miziki,FULU MIZIKI
FUlu,https://www.facebook.com/fuluelectrobrass,TOAD HALL,SATURDAY,23:10 - 00:00,,,https://www.last.fm/music/FUlu,FULU
Luca Veste,https://twitter.com/funlovinwriters,ACOUSTIC STAGE,SATURDAY,15:00 - 15:40,"with Mark Billingham, Chris Brookmyre, Doug Johnstone, Val McDermid, Stuart Neville and Luca Veste murdering much-loved songs by The Clash, Elvis Costello and many more.",,https://www.last.fm/music/Luca+Veste,LUCA VESTE
Chris Brookmyre,https://twitter.com/funlovinwriters,ACOUSTIC STAGE,SATURDAY,15:00 - 15:40,"with Mark Billingham, Chris Brookmyre, Doug Johnstone, Val McDermid, Stuart Neville and Luca Veste murdering much-loved songs by The Clash, Elvis Costello and many more.",,https://www.last.fm/music/Chris+Brookmyre,CHRIS BROOKMYRE
Doug Johnstone,https://twitter.com/funlovinwriters,ACOUSTIC STAGE,SATURDAY,15:00 - 15:40,"with Mark Billingham, Chris Brookmyre, Doug Johnstone, Val McDermid, Stuart Neville and Luca Veste murdering much-loved songs by The Clash, Elvis Costello and many more.",,https://www.last.fm/music/Doug+Johnstone,DOUG JOHNSTONE
Val McDermid,https://twitter.com/funlovinwriters,ACOUSTIC STAGE,SATURDAY,15:00 - 15:40,"with Mark Billingham, Chris Brookmyre, Doug Johnstone, Val McDermid, Stuart Neville and Luca Veste murdering much-loved songs by The Clash, Elvis Costello and many more.",20049bec-e30c-4ad0-b7f4-16e3747707f9,https://www.last.fm/music/Val+McDermid,VAL MCDERMID
Stuart Neville,https://twitter.com/funlovinwriters,ACOUSTIC STAGE,SATURDAY,15:00 - 15:40,"with Mark Billingham, Chris Brookmyre, Doug Johnstone, Val McDermid, Stuart Neville and Luca Veste murdering much-loved songs by The Clash, Elvis Costello and many more.",,https://www.last.fm/music/Stuart+Neville,STUART NEVILLE
Funke and the Two Tone Baby,https://www.instagram.com/funke2tonebaby/,GREENPEACE,SUNDAY,17:00 - 17:45,,5e7c3e00-3d35-47c1-99ee-b3cf442b961c,https://www.last.fm/music/Funke+and+the+Two+Tone+Baby,FUNKE AND THE TWO TONE BABY
Future Bounce,https://www.instagram.com/future_bounce/,BABYLON UPRISING,THURSDAY,16:00 - 17:00,,,https://www.last.fm/music/Future+Bounce,FUTURE BOUNCE
Fältsånger,https://soundcloud.com/faltsanger,MANDALA STAGE,SUNDAY,13:00 - 14:00,,,https://www.last.fm/music/F%C3%A4lts%C3%A5nger,FÄLTSÅNGER
FÜLÜ,https://linktr.ee/fulualbum,CROISSANT NEUF,SUNDAY,00:30 - 01:30,,,https://www.last.fm/music/F%C3%9CL%C3%9C,FÜLÜ
G-Class,https://soundcloud.com/george-claassen-313104157,BLIND TIGER,FRIDAY,16:30 - 17:15,,,https://www.last.fm/music/G-Class,G-CLASS
Gabrielle Kwarteng,,ASSEMBLY,SATURDAY,14:00 - 16:00,The native New Yorker traverses genres and styles while Shanti’s bounce and uplifting lilt offers a contemporary UK take on the Motor City sound.,,https://www.last.fm/music/Gabrielle+Kwarteng,GABRIELLE KWARTENG
Shanti Celeste,,ASSEMBLY,SATURDAY,14:00 - 16:00,The native New Yorker traverses genres and styles while Shanti’s bounce and uplifting lilt offers a contemporary UK take on the Motor City sound.,e8542954-79b9-4af3-b97a-bdc12d98db77,https://www.last.fm/music/Shanti+Celeste,SHANTI CELESTE
Gallegos,https://www.instagram.com/gallegos_1991/?hl=en,THE BUG,THURSDAY,20:00 - 20:45,,f982ed44-e1a5-4c28-8eb3-9265891f5ca4,https://www.last.fm/music/Gallegos,GALLEGOS
Gardna,https://www.instagram.com/gardnauk/?hl=en,BLIND TIGER,THURSDAY,01:00 - 01:45,,,https://www.last.fm/music/Gardna,GARDNA
lau.ra,https://www.instagram.com/gardnauk/,THE TEMPLE,THURSDAY,19:00 - 20:00,,,https://www.last.fm/music/lau.ra,LAU.RA
Garrett David,https://ra.co/dj/garrettdavid,GENOSYS,SATURDAY,21:00 - 22:00,,,https://www.last.fm/music/Garrett+David,GARRETT DAVID
Gateway Girl,,CROISSANT NEUF BANDSTAND,WEDNESDAY,14:15 - 14:45,,,https://www.last.fm/music/Gateway+Girl,GATEWAY GIRL
Gecko,https://geckoofficial.com/,TOAD HALL,THURSDAY,15:45 - 16:30,,dc6b1f78-0345-4140-8140-8fd02f5dc7af,https://www.last.fm/music/Gecko,GECKO
Ged Lever,https://soundcloud.com/mr-lever,STRUMMERVILLE,SATURDAY,11:00 - 12:00,,,https://www.last.fm/music/Ged+Lever,GED LEVER
Gene On Earth,,STONEBRIDGE BAR,FRIDAY,01:00 - 02:00,,,https://www.last.fm/music/Gene+On+Earth,GENE ON EARTH
Gentleman George,https://www.instagram.com/dj_gentlemangeorge/,THE HIVE,SUNDAY,16:45 - 17:45,,,https://www.last.fm/music/Gentleman+George,GENTLEMAN GEORGE
Georgia duncan,https://www.georgiaduncan.co.uk,LUNCHED OUT LIZARDS,SUNDAY,16:30 - 17:30,,,https://www.last.fm/music/Georgia+duncan,GEORGIA DUNCAN
Georgia Mann,https://twitter.com/manngeorgia?lang=en-gb,FREE UNIVERSITY OF GLASTONBURY,FRIDAY,11:00 - 12:00,,,https://www.last.fm/music/Georgia+Mann,GEORGIA MANN
Georgie Boyd,https://www.instagram.com/georgieboydd/,WEST HOLTS BAR,SATURDAY,18:30 - 19:00,,,https://www.last.fm/music/Georgie+Boyd,GEORGIE BOYD
Ghetts,https://www.ghetts.co.uk/,THE PARK STAGE,SUNDAY,19:30 - 20:30,"British grime and rap star and NASTY Crew member celebrated for his hard hitting lyrics and intricate, poetic phrasing.",62ffd9ee-13a1-49ed-8721-d07fd0b2f07d,https://www.last.fm/music/Ghetts,GHETTS
Gia Fu,https://www.instagram.com/_giafu/,PLATFORM 23,THURSDAY,18:00 - 19:00,,,https://www.last.fm/music/Gia+Fu,GIA FU
Gideön,https://ra.co/dj/gideon-uk,NYC DOWNLOW,SATURDAY,02:30 - 04:25,,,https://www.last.fm/music/Gide%C3%B6n,GIDEÖN
Gillie,https://www.facebook.com/gilliemusic,TOAD HALL,SUNDAY,16:15 - 17:00,,,https://www.last.fm/music/Gillie,GILLIE
Gipsy Kings,https://www.instagram.com/toninobaliardo_official/,ACOUSTIC STAGE,SUNDAY,21:30 - 22:45,"An inspired mix of Catalan rumba, flamenco, salsa, and pop featuring original founder Tonino Baliardo.",44a7f7d5-79df-4f44-8f5e-02dfc0626904,https://www.last.fm/music/Gipsy+Kings,GIPSY KINGS
GIRLBAND!,,BBC MUSIC INTRODUCING,SUNDAY,12:30 - 13:00,Alternative three-piece pulling on influences from the 50s to the present day to create their own distinctive sound.,,https://www.last.fm/music/GIRLBAND%21,GIRLBAND!
Girls Don't Sync,,LEVELS,SUNDAY,23:30 - 01:00,"An all-female group of DJs, producers and curators with a fresh take on UKG, house and bass  with Sweet Female Attitude.",,https://www.last.fm/music/Girls+Don%27t+Sync,GIRLS DON'T SYNC
Girls Next Door,,GLADE DOME,THURSDAY,20:15 - 21:15,"High energy bass heavy trio featuring award winning MC Maddy V, DJ Ms Pink and vocalist Mila Falls",,https://www.last.fm/music/Girls+Next+Door,GIRLS NEXT DOOR
Girls of the Internet,https://ra.co/dj/girlsoftheinternet,THE MEATRACK,THURSDAY,20:00 - 21:30,,,https://www.last.fm/music/Girls+of+the+Internet,GIRLS OF THE INTERNET
Giya,https://giyamoosic.com/,STRUMMERVILLE,FRIDAY,20:00 - 20:40,,,https://www.last.fm/music/Giya,GIYA
Gok Wan,https://www.gokwan.com,GLADE,FRIDAY,19:45 - 20:55,"Channelling his love of soulful, uplifting house in an uplifting and stylish way of course.",,https://www.last.fm/music/Gok+Wan,GOK WAN
Goldie Live,,GLADE,SATURDAY,23:00 - 00:00,"A UK festival exclusive for 2024 from the legendary UK jungle, drum and bass and breakbeat hardcore legend.",,https://www.last.fm/music/Goldie+Live,GOLDIE LIVE
Goldie,,FIRMLY ROOTED,SUNDAY,21:00 - 00:00,The Godfather of the genre with selector Randall and legendary British drum and bass DJ and producer AKA Nasty Habits.,c5393047-0c44-48eb-b5a8-070759f04371,https://www.last.fm/music/Goldie,GOLDIE
Doc Scott,,FIRMLY ROOTED,SUNDAY,21:00 - 00:00,The Godfather of the genre with selector Randall and legendary British drum and bass DJ and producer AKA Nasty Habits.,0c9a96fb-12e7-4ba1-bdc6-c2068c15abeb,https://www.last.fm/music/Doc+Scott,DOC SCOTT
Randall,,FIRMLY ROOTED,SUNDAY,21:00 - 00:00,The Godfather of the genre with selector Randall and legendary British drum and bass DJ and producer AKA Nasty Habits.,857f4753-4c53-4c87-bc2c-f29762c9c2cb,https://www.last.fm/music/Randall,RANDALL
Good Habits,https://www.goodhabitsband.com,THE BANDSTAND,SUNDAY,11:45 - 12:15,,,https://www.last.fm/music/Good+Habits,GOOD HABITS
Gorgon City,,LONELY HEARTS CLUB,FRIDAY,01:00 - 03:00,"Renowned electronic house duo with a new album, ‘Reverie’ set for release next month.",ba8aaa28-2de4-4d5c-824e-1e9d49235c55,https://www.last.fm/music/Gorgon+City,GORGON CITY
Gorilla Tactics,,KINETIC,FRIDAY,21:30 - 23:00,,,https://www.last.fm/music/Gorilla+Tactics,GORILLA TACTICS
Gossip,https://www.instagram.com/gossipmusicofficial/,WOODSIES,SATURDAY,22:30 - 23:45,Reunited after 12 years with a Rick Rubin-produced album and heading for an upbeat electronic dance party in your mind.,88bbc272-5ce9-4f17-ab72-9dc7fd6ba86b,https://www.last.fm/music/Gossip,GOSSIP
GotSome,https://www.instagram.com/gotsomedj/,THE TEMPLE,SUNDAY,20:00 - 21:00,,,https://www.last.fm/music/GotSome,GOTSOME
Grace,https://ra.co/dj/gracesands,THE MEATRACK,FRIDAY,03:00 - 04:30,,ecbacc9c-2d18-4bdb-966d-a147931df3d2,https://www.last.fm/music/Grace,GRACE
GRACE CARTER,,LONELY HEARTS CLUB,FRIDAY,15:00 - 16:00,Emotive British singer songwriter with a voice to break and mend hearts.,,https://www.last.fm/music/GRACE+CARTER,GRACE CARTER
Grace Petrie,https://twitter.com/gracepetrie,ACOUSTIC STAGE,SUNDAY,14:00 - 14:40,"More than a decade after first emerging, the protest singer, LGBTQ+ activist, comedy audience favourite and folk star returns.",5def5b46-569d-4910-a580-db409b399c13,https://www.last.fm/music/Grace+Petrie,GRACE PETRIE
Grace Sands,https://www.instagram.com/justgrace7/,BABYLON UPRISING,SATURDAY,15:30 - 16:15,,,https://www.last.fm/music/Grace+Sands,GRACE SANDS
Grant Showbiz,https://www.allmusic.com/artist/grant-showbiz-mn0000741186,MANDALA STAGE,SATURDAY,19:30 - 20:30,,,https://www.last.fm/music/Grant+Showbiz,GRANT SHOWBIZ
Greg Belson,https://www.mixcloud.com/gregbelson/,NYC DOWNLOW,THURSDAY,23:40 - 00:55,,,https://www.last.fm/music/Greg+Belson,GREG BELSON
GUEST DJ,,DELUXE DINER,FRIDAY,21:00 - 22:30,,,https://www.last.fm/music/GUEST+DJ,GUEST DJ
Guise,https://guisemusic.com/,STRUMMERVILLE,THURSDAY,15:00 - 15:30,,,https://www.last.fm/music/Guise,GUISE
Guns of Navarone,,THE ROCKET LOUNGE,THURSDAY,23:00 - 00:00,,f3531af0-a666-4e9d-ad1d-7251291863e3,https://www.last.fm/music/Guns+of+Navarone,GUNS OF NAVARONE
Gusto Gusto,https://gustogustomusic.wordpress.com/,LUNCHED OUT LIZARDS,WEDNESDAY,22:00 - 23:00,,,https://www.last.fm/music/Gusto+Gusto,GUSTO GUSTO
Inja,,STONEBRIDGE BAR,SATURDAY,19:00 - 21:00,,c07a3143-9aae-4a82-9155-9eddc7c84191,https://www.last.fm/music/Inja,INJA
Addison Groove,,STONEBRIDGE BAR,SATURDAY,19:00 - 21:00,,0b32db28-1a2a-4b4e-b9f2-ce0524987d4c,https://www.last.fm/music/Addison+Groove,ADDISON GROOVE
Gutty,https://www.instagram.com/tommytuffbda/,BABYLON UPRISING,FRIDAY,12:00 - 13:00,,,https://www.last.fm/music/Gutty,GUTTY
Guy Williams,https://ra.co/dj/guywilliams,THE MEATRACK,SATURDAY,18:30 - 20:00,,2079ce3f-e24c-462a-9c7d-2476f842f2ac,https://www.last.fm/music/Guy+Williams,GUY WILLIAMS
guy.in.glasses,https://www.instagram.com/guyinglasses_/,PEACE STAGE,FRIDAY,02:15 - 02:45,,,https://www.last.fm/music/guy.in.glasses,GUY.IN.GLASSES
Haai,https://www.instagram.com/haaihaaihaai,ARCADIA,FRIDAY,00:45 - 01:50,,,https://www.last.fm/music/Haai,HAAI
KI/KI,https://www.instagram.com/haaihaaihaai,ARCADIA,FRIDAY,00:45 - 01:50,,,https://www.last.fm/music/KI%2FKI,KI/KI
Saoirse,,ASSEMBLY,SATURDAY,18:00 - 20:00,"Surrounded by noise and beats and people, Haai’s party mode spars with Body Movements’ co-founder Saoirse’s sounds.",,https://www.last.fm/music/Saoirse,SAOIRSE
Hagan,https://www.instagram.com/hagan_uk/?hl=en,NOWHERE,FRIDAY,01:00 - 02:00,,,https://www.last.fm/music/Hagan,HAGAN
Hagop Tchaparian,,STONEBRIDGE BAR,SUNDAY,15:00 - 17:00,,,https://www.last.fm/music/Hagop+Tchaparian,HAGOP TCHAPARIAN
Haircut 100,https://haircut100.com,AVALON STAGE,FRIDAY,20:05 - 21:05,"Early 80s chart toppers who shone brightly with their summer-soaked pop, now celebrating the 40-year re-issue of their classic debut album.",bbb94ad0-3bb7-42af-99cd-e92f5a42c4c5,https://www.last.fm/music/Haircut+100,HAIRCUT 100
Hak BakeR,https://hakbaker.com/,PEACE STAGE,THURSDAY,17:30 - 18:00,,,https://www.last.fm/music/Hak+BakeR,HAK BAKER
Acoustic Set,https://hakbaker.com/,PEACE STAGE,THURSDAY,17:30 - 18:00,,,https://www.last.fm/music/Acoustic+Set,ACOUSTIC SET
Hannah Holland,https://ra.co/dj/hannahholland,GENOSYS,SATURDAY,01:00 - 02:30,,1cfdaf11-12d9-43f8-bd94-287aaebb82aa,https://www.last.fm/music/Hannah+Holland,HANNAH HOLLAND
Origin8a & Propa,https://www.instagram.com/hardcoreenergy/,BLIND TIGER,FRIDAY,04:00 - 06:00,,,https://www.last.fm/music/Origin8a+&+Propa,ORIGIN8A & PROPA
Origin8a,https://www.instagram.com/hardcoreenergy/,BLIND TIGER,FRIDAY,04:00 - 06:00,,,https://www.last.fm/music/Origin8a,ORIGIN8A
Harley Maxwell,https://www.instagram.com/harley__maxwell/,NOWHERE,SATURDAY,22:00 - 22:30,,,https://www.last.fm/music/Harley+Maxwell,HARLEY MAXWELL
Harri Pepper,,GLADE DOME,SUNDAY,12:00 - 13:20,"Playing across the UK and Europe, Harri’s sound can take you anywhere. Resident for London’s best basement 17 Little Portland Street, Camden’s legendary Jazz Cafe and the forward thinking radio station Rinse FM. Harri has certainly built up a reputation for his no-nonsense party starting and odd ball selection.",,https://www.last.fm/music/Harri+Pepper,HARRI PEPPER
Harry McCanna,,GLADE DOME,SUNDAY,16:00 - 17:30,"Djing as Harry McCanna, producing as Henry Hyde. Co-founder of NorthSouth Records, and resident for fabric London",,https://www.last.fm/music/Harry+McCanna,HARRY MCCANNA
Hawkeye,https://justinhoe.com/hawkeye-and-hoe-tourplan,THE BANDSTAND,SUNDAY,15:00 - 15:40,,ab47ea9c-4fdf-418b-a846-19285deafcdc,https://www.last.fm/music/Hawkeye,HAWKEYE
Hawkeye & Hoe,https://justinhoe.com/hawkeye-and-hoe-tourplan,THE BANDSTAND,SUNDAY,15:00 - 15:40,,,https://www.last.fm/music/Hawkeye+&+Hoe,HAWKEYE & HOE
Maze & Masters,https://www.instagram.com/he.she.they,SCISSORS,THURSDAY,01:45 - 03:00,,,https://www.last.fm/music/Maze+&+Masters,MAZE & MASTERS
HE.SHE.THEY.,https://www.instagram.com/he.she.they,SCISSORS,THURSDAY,01:45 - 03:00,,,https://www.last.fm/music/HE.SHE.THEY.,HE.SHE.THEY.
Masters,https://www.instagram.com/he.she.they,SCISSORS,THURSDAY,01:45 - 03:00,,3fdb13bf-9464-42c2-86c4-1e59bef9cc0d,https://www.last.fm/music/Masters,MASTERS
Maze,https://www.instagram.com/he.she.they,SCISSORS,THURSDAY,01:45 - 03:00,,1560a7c0-ac1a-47c0-a293-c35d1506063c,https://www.last.fm/music/Maze,MAZE
Headie One,https://www.headie.one/,OTHER STAGE,FRIDAY,14:15 - 15:15,British rapper and singer with a penchant for Afropop and Nigerian hip hop intertwined into his drill and trap sound.,,https://www.last.fm/music/Headie+One,HEADIE ONE
Headmix,https://headmix.bandcamp.com,THE BANDSTAND,SATURDAY,00:00 - 01:00,,faf85416-89ab-4fb3-a136-28de5390d3af,https://www.last.fm/music/Headmix,HEADMIX
Heard Collective,https://www.heardcollective.com/about-heard,MANDALA STAGE,THURSDAY,15:45 - 16:45,,,https://www.last.fm/music/Heard+Collective,HEARD COLLECTIVE
