title,url,stage,day,time,mbid,lfm_url,orig_name
Dar Disku,,ASSEMBLY,THURSDAY,18:00 - 19:30,"The musician, writer and broadcaster meets the label championing the sounds of the Middle East, Asia and beyond.",,https://www.last.fm/music/Dar+Disku,DAR DISKU
Nabihah Iqbal,,ASSEMBLY,THURSDAY,18:00 - 19:30,"The musician, writer and broadcaster meets the label championing the sounds of the Middle East, Asia and beyond.",,https://www.last.fm/music/Nabihah+Iqbal,NABIHAH IQBAL
Daria Kolosova,https://www.instagram.com/dar.key/,THE TEMPLE,SUNDAY,00:00 - 01:30,,,https://www.last.fm/music/Daria+Kolosova,DARIA KOLOSOVA
Darkstepper,,STONEBRIDGE BAR,SUNDAY,00:00 - 01:00,,,https://www.last.fm/music/Darkstepper,DARKSTEPPER
A.G.,,STONEBRIDGE BAR,SUNDAY,00:00 - 01:00,,,https://www.last.fm/music/A.G.,A.G.
Das Brass,https://dasbrass.co.uk/,PEACE STAGE,THURSDAY,16:00 - 16:30,,,https://www.last.fm/music/Das+Brass,DAS BRASS
Dave Harvey,,ASSEMBLY,THURSDAY,22:30 - 00:30,Teamlove supremo Dave Harvey meets Glastonbury favourite Felix Dickinson.,,https://www.last.fm/music/Dave+Harvey,DAVE HARVEY
Felix Dickinson,,ASSEMBLY,THURSDAY,22:30 - 00:30,Teamlove supremo Dave Harvey meets Glastonbury favourite Felix Dickinson.,,https://www.last.fm/music/Felix+Dickinson,FELIX DICKINSON
Dave ID,,MAVERICKS,FRIDAY,00:00 - 03:00,,,https://www.last.fm/music/Dave+ID,DAVE ID
The Barman,,MAVERICKS,FRIDAY,00:00 - 03:00,,,https://www.last.fm/music/The+Barman,THE BARMAN
David Celia,https://www.davidcelia.com/,LUNCHED OUT LIZARDS,WEDNESDAY,15:00 - 16:00,,,https://www.last.fm/music/David+Celia,DAVID CELIA
David Ford,https://davidfordmusic.com/,TOAD HALL,SATURDAY,16:15 - 17:00,,0ac9107b-d659-4030-82d8-93772a6ce487,https://www.last.fm/music/David+Ford,DAVID FORD
DAYTIMERS,https://www.instagram.com/daytimers_uk/,ARRIVALS,SUNDAY,01:00 - 03:00,,,https://www.last.fm/music/DAYTIMERS,DAYTIMERS
De Silva,https://www.instagram.com/j___d___s___/,ARRIVALS,SATURDAY,22:00 - 23:00,,,https://www.last.fm/music/De+Silva,DE SILVA
Dead Horse Bay,https://deadhorsebay.bandcamp.com,THE BANDSTAND,FRIDAY,18:15 - 19:00,,,https://www.last.fm/music/Dead+Horse+Bay,DEAD HORSE BAY
Dead Pages,https://www.deadpages.co.uk/,WISHING WELL,FRIDAY,14:15 - 15:15,,,https://www.last.fm/music/Dead+Pages,DEAD PAGES
Dealo Brown,https://www.instagram.com/dealobrown/,BLIND TIGER,THURSDAY,14:15 - 15:00,,,https://www.last.fm/music/Dealo+Brown,DEALO BROWN
Dean King,https://www.instagram.com/deankingmusic/,WEST HOLTS BAR,SUNDAY,19:30 - 20:00,,aefb32fa-3377-401a-8864-48d1e4b229e2,https://www.last.fm/music/Dean+King,DEAN KING
Frank Sanazi,,MAVERICKS,SATURDAY,02:19 - 02:34,,,https://www.last.fm/music/Frank+Sanazi,FRANK SANAZI
John Harris,,LEFT FIELD,SATURDAY,13:30 - 14:30,"With Danny Sriskandarajah, Stepehen Bush and John Harris.",95a264ba-b68c-43a9-9264-3c7f59b5950d,https://www.last.fm/music/John+Harris,JOHN HARRIS
Rainbow Migration,,LEFT FIELD,SUNDAY,12:00 - 13:00,"With campaigner Bibby Stockholm, Rainbow Migrants, Survivors Speak Out and Minnie Rahman.",,https://www.last.fm/music/Rainbow+Migration,RAINBOW MIGRATION
Travis Alabanza,,LEFT FIELD,FRIDAY,12:00 - 13:00,"With Hiba Noor, Sarah Choudrey, Travis Alabanza and Shon Faye.",,https://www.last.fm/music/Travis+Alabanza,TRAVIS ALABANZA
Shon Faye,,LEFT FIELD,FRIDAY,12:00 - 13:00,"With Hiba Noor, Sarah Choudrey, Travis Alabanza and Shon Faye.",,https://www.last.fm/music/Shon+Faye,SHON FAYE
Decius,,ASSEMBLY,THURSDAY,02:00 - 03:00,"Members of Trashmouth Records, Fat White Family and Paranoid London find themselves climbing out of a hole together at a disco after hours.",2bfe070f-ee24-447a-9857-bd155168cc62,https://www.last.fm/music/Decius,DECIUS
Declan Mckenna,http://www.declanmckenna.net/,WOODSIES,FRIDAY,19:30 - 20:30,Former Glastonbury Emerging Talent winner who’s blossomed into an alternative indie alt-rock star.,,https://www.last.fm/music/Declan+Mckenna,DECLAN MCKENNA
Deekline,,KINETIC,FRIDAY,01:00 - 02:30,,067283d9-22cb-4c5e-9054-b8872eccbee3,https://www.last.fm/music/Deekline,DEEKLINE
Zen Lewis,,KINETIC,FRIDAY,01:00 - 02:30,,,https://www.last.fm/music/Zen+Lewis,ZEN LEWIS
Dope Ammo,,KINETIC,FRIDAY,01:00 - 02:30,,87bb4c9f-e703-4a47-9583-e70b45fd9d47,https://www.last.fm/music/Dope+Ammo,DOPE AMMO
Deena Abdelwahed,https://deenabdelwahed.bandcamp.com/,IICON,SATURDAY,04:00 - 06:00,"Deena Abdelwahed, Tunisian DJ/producer, now in France. Known for hybridized sets and acclaimed EP",,https://www.last.fm/music/Deena+Abdelwahed,DEENA ABDELWAHED
DEJA,,BBC MUSIC INTRODUCING,SUNDAY,18:30 - 19:00,Sassy and bold with a big stage presence and bigger personality.,d61a0ffb-e43b-4ee8-a8ff-d0e5a760eaf5,https://www.last.fm/music/DEJA,DEJA
Delilah Bon,https://www.delilahbon.co.uk,PEACE STAGE,SATURDAY,00:00 - 01:00,,,https://www.last.fm/music/Delilah+Bon,DELILAH BON
Demi Riquisimo,https://soundcloud.com/rinsefm/demiriquismo150423,GENOSYS,THURSDAY,20:00 - 21:30,,,https://www.last.fm/music/Demi+Riquisimo,DEMI RIQUISIMO
Denham Audio,https://www.instagram.com/denhamaudio/?hl=en,BLIND TIGER,THURSDAY,23:30 - 00:15,,,https://www.last.fm/music/Denham+Audio,DENHAM AUDIO
Dennis Just Dennis,,STRUMMERVILLE,THURSDAY,12:00 - 12:30,,,https://www.last.fm/music/Dennis+Just+Dennis,DENNIS JUST DENNIS
Deptford Northern Soul Club,https://www.instagram.com/deptfordnorthernsoulclub/?hl=en,SAN REMO,FRIDAY,11:30 - 13:00,,,https://www.last.fm/music/Deptford+Northern+Soul+Club,DEPTFORD NORTHERN SOUL CLUB
Dervish,https://m.facebook.com/dervishofsligo,ACOUSTIC STAGE,FRIDAY,17:00 - 18:00,"Compelling soulful Irish folk music that marries technical brilliance with a rare sensitivity, born of their lengthy career.",5084f6bf-c817-4ad2-950b-8caf8677fa0b,https://www.last.fm/music/Dervish,DERVISH
Desiree,https://desiree.komi.io/,GLADE,THURSDAY,21:30 - 23:00,"A dynamic and vibrant selector driven by a deep yearning for electronica, channelling her knowledge and passion into unforgettable performances.",9aeaeaa2-9b4e-4f34-86cc-38f2137e4067,https://www.last.fm/music/Desiree,DESIREE
Dexys,https://dexysofficial.com/,THE PARK STAGE,FRIDAY,18:00 - 19:00,"Ever-morphing pop purists playing a saucy, synth-heavy cabaret of sound: occasionally doom-laden, heavy and dark, then steamy, fizzing and sultry.",2914acee-0c16-4fec-9606-9a1abf0fa346,https://www.last.fm/music/Dexys,DEXYS
Diddy Sweg,https://www.facebook.com/diddysweg,THE BANDSTAND,THURSDAY,22:40 - 23:30,,,https://www.last.fm/music/Diddy+Sweg,DIDDY SWEG
Dillinja,https://www.instagram.com/dillinjavalve/,THE TEMPLE,SATURDAY,02:00 - 03:00,,5d39821b-83ad-4c9a-bbaa-2ae32ab0f7b8,https://www.last.fm/music/Dillinja,DILLINJA
Dirk Landish,https://www.facebook.com/profile.php?id=100064192417453,THE HIVE,SATURDAY,11:00 - 11:30,,,https://www.last.fm/music/Dirk+Landish,DIRK LANDISH
Disclosure,http://disclosureofficial.com/,OTHER STAGE,SATURDAY,22:30 - 23:45,"Electronic mixmasters straddling the boundaries of deep house, UK funky, 2-step garage, deep tech, EDM and anything else they care to.",ae65c507-d9a0-4d42-9a6c-2b1f82158b9f,https://www.last.fm/music/Disclosure,DISCLOSURE
Disco Freaks,https://www.instagram.com/disco_freaks/,VILLAGE INN,SATURDAY,16:00 - 19:00,,ed947703-783e-43e6-ae2c-95a4e79a6379,https://www.last.fm/music/Disco+Freaks,DISCO FREAKS
Emerald,,LEVELS,SUNDAY,13:30 - 15:00,The ‘Computation’ hit maker meets DJ and broadcaster Emerald Rose.,dbace79f-5f06-40c2-a595-542a306dbbc0,https://www.last.fm/music/Emerald,EMERALD
Disrupta,"http://
https://www.instagram.com/disruptauk/?hl=en
https://www.instagram.com/diagnostix_uk/?hl=en https://www.instagram.com/kelvin373/?hl=en",NOWHERE,THURSDAY,01:00 - 02:00,,,https://www.last.fm/music/Disrupta,DISRUPTA
Kelvin 373,"http://
https://www.instagram.com/disruptauk/?hl=en
https://www.instagram.com/diagnostix_uk/?hl=en https://www.instagram.com/kelvin373/?hl=en",NOWHERE,THURSDAY,01:00 - 02:00,,,https://www.last.fm/music/Kelvin+373,KELVIN 373
diagnostix,"http://
https://www.instagram.com/disruptauk/?hl=en
https://www.instagram.com/diagnostix_uk/?hl=en https://www.instagram.com/kelvin373/?hl=en",NOWHERE,THURSDAY,01:00 - 02:00,,,https://www.last.fm/music/diagnostix,DIAGNOSTIX
Dixon,https://www.instagram.com/dixon_/,SAN REMO,THURSDAY,23:00 - 01:00,,f912d0c6-52c6-4b0b-8aaa-975a9afdfee3,https://www.last.fm/music/Dixon,DIXON
DJ ADHD & Nikki Nair,https://www.instagram.com/djadhd.mp3/ https://www.instagram.com/nikki__nair/,BABYLON UPRISING,FRIDAY,23:00 - 00:00,,,https://www.last.fm/music/DJ+ADHD+&+Nikki+Nair,DJ ADHD & NIKKI NAIR
DJ Boring,,STONEBRIDGE BAR,THURSDAY,00:00 - 01:30,,,https://www.last.fm/music/DJ+Boring,DJ BORING
DJ Chris Tofu,https://djchristofu.com/,PEACE STAGE,THURSDAY,18:00 - 18:30,,,https://www.last.fm/music/DJ+Chris+Tofu,DJ CHRIS TOFU
Debbralee Wells,https://djchristofu.com/,PEACE STAGE,THURSDAY,18:00 - 18:30,,,https://www.last.fm/music/Debbralee+Wells,DEBBRALEE WELLS
Dj Couscous,https://www.mixcloud.com/djcouscous/,LUNCHED OUT LIZARDS,SATURDAY,02:00 - 03:00,,,https://www.last.fm/music/Dj+Couscous,DJ COUSCOUS
DJ Cue,https://www.instagram.com/papercuts.music/,PEACE STAGE,SATURDAY,02:15 - 02:45,,f90938ba-18c3-4782-ba8c-5ebe4d004cd9,https://www.last.fm/music/DJ+Cue,DJ CUE
DJ Danifox,https://www.instagram.com/djdanifox/,PLATFORM 23,FRIDAY,01:00 - 02:00,,,https://www.last.fm/music/DJ+Danifox,DJ DANIFOX
DJ Double L,,THE SALON CAROUSEL,SATURDAY,22:00 - 23:00,,,https://www.last.fm/music/DJ+Double+L,DJ DOUBLE L
DJ EZ,https://www.instagram.com/djezofficial/?hl=en,NOWHERE,SUNDAY,00:00 - 01:00,,47938449-e4ee-4e6c-bf5e-967f774862ea,https://www.last.fm/music/DJ+EZ,DJ EZ
DJ Flight,https://www.instagram.com/djflight,THE SISTXRHOOD,SATURDAY,02:00 - 04:00,,98b6c6a8-0458-40aa-aa54-1c852d395b26,https://www.last.fm/music/DJ+Flight,DJ FLIGHT
DJ Gaz,,THE ROCKET LOUNGE,SUNDAY,22:00 - 05:00,,,https://www.last.fm/music/DJ+Gaz,DJ GAZ
DJ Lag,,FIRMLY ROOTED,SATURDAY,01:00 - 02:00,Electronic dance sounds from the South African DJ and producer.,,https://www.last.fm/music/DJ+Lag,DJ LAG
DJ Milo,,FIRMLY ROOTED,FRIDAY,18:00 - 20:00,Hailing from the vibrant streets of Johannesburg with a magnetic fusion of hip hop and R&B that keeps the crowd grooving.,e518ac92-b674-4587-8c32-cb02490246fc,https://www.last.fm/music/DJ+Milo,DJ MILO
DJ Mimi,https://www.instagram.com/djmimi96/  and https://www.facebook.com/kingxmonday/,ARRIVALS,FRIDAY,00:00 - 01:00,,,https://www.last.fm/music/DJ+Mimi,DJ MIMI
K. Monday,https://www.instagram.com/djmimi96/  and https://www.facebook.com/kingxmonday/,ARRIVALS,FRIDAY,00:00 - 01:00,,,https://www.last.fm/music/K.+Monday,K. MONDAY
DJ Paulette,https://www.instagram.com/dj_paulette1/,GREENPEACE,SUNDAY,01:00 - 02:30,,03eda55e-5915-42ab-b4fb-41f86845941d,https://www.last.fm/music/DJ+Paulette,DJ PAULETTE
DJ Python,https://ra.co/dj/djpython,IICON,FRIDAY,02:50 - 04:20,"DJ Python, aka Brian Pineyro, NYC-based, versatile producer. Master of lo-fi house, techno, ambient. Global festival favorite.",,https://www.last.fm/music/DJ+Python,DJ PYTHON
DJ Rap,https://djrap.com,GLADE DOME,THURSDAY,01:40 - 02:55,,2f2fbcfc-4631-4024-8105-289aeadfdf1f,https://www.last.fm/music/DJ+Rap,DJ RAP
DJ Ritu,https://www.instagram.com/djritu/,ARRIVALS,THURSDAY,21:00 - 22:00,,,https://www.last.fm/music/DJ+Ritu,DJ RITU
DJ Shorty,https://www.instagram.com/djshorty79,CORNISH ARMS,FRIDAY,18:00 - 20:00,,f1d36d1d-013a-436d-9358-be1bc67081a7,https://www.last.fm/music/DJ+Shorty,DJ SHORTY
Mister Lees,https://www.instagram.com/djshorty79,CORNISH ARMS,FRIDAY,18:00 - 20:00,,,https://www.last.fm/music/Mister+Lees,MISTER LEES
Dj Spen,https://www.djspen.com/,NYC DOWNLOW,SATURDAY,01:00 - 02:25,,8e0bbc75-0423-4d78-8dfd-8cfef97f20b4,https://www.last.fm/music/Dj+Spen,DJ SPEN
DJ Stingray 313,,ASSEMBLY,SUNDAY,01:00 - 02:30,"A menacing node in the vast tangle of electronic music's history, present, and future, thinking ahead and making people move.",f43acc68-9709-4dcf-a497-2d72c005bdd3,https://www.last.fm/music/DJ+Stingray+313,DJ STINGRAY 313
DJ Target,"https://www.instagram.com/djtarget?igsh=mxb0bnprexrnehv2yg==
https://www.instagram.com/ruff_sqwad?igsh=mw4zbnb5n3l3og1lmw==",NOWHERE,SATURDAY,23:30 - 00:15,,69cd8dbc-c81b-4288-bd85-ed91be862770,https://www.last.fm/music/DJ+Target,DJ TARGET
Ruff Sqwad,"https://www.instagram.com/djtarget?igsh=mxb0bnprexrnehv2yg==
https://www.instagram.com/ruff_sqwad?igsh=mw4zbnb5n3l3og1lmw==",NOWHERE,SATURDAY,23:30 - 00:15,,ebfb37e3-f28a-4533-817f-1518985dc1ae,https://www.last.fm/music/Ruff+Sqwad,RUFF SQWAD
DJ Tennis,,GLADE DOME,SUNDAY,01:00 - 02:30,"Tennis valiantly showcases an astute ability to create intimacy in even the vastest of gatherings. As a respected producer, Romano consistently channels intricately-synthesised electronic constellations.Raised in Detroit, London-based Demi Riquísimo is gaining worldwide recognition for his standout acid, italo house and disco-inspired sonic palette with support from the likes of DJ Tennis",e3f7dc2c-40d3-41ee-b120-3b4cd9fe90bd,https://www.last.fm/music/DJ+Tennis,DJ TENNIS
Demi Riquísimo,,GLADE DOME,SUNDAY,01:00 - 02:30,"Tennis valiantly showcases an astute ability to create intimacy in even the vastest of gatherings. As a respected producer, Romano consistently channels intricately-synthesised electronic constellations.Raised in Detroit, London-based Demi Riquísimo is gaining worldwide recognition for his standout acid, italo house and disco-inspired sonic palette with support from the likes of DJ Tennis",,https://www.last.fm/music/Demi+Riqu%C3%ADsimo,DEMI RIQUÍSIMO
Dolly Mavies,https://www.dollymavies.com/,LUNCHED OUT LIZARDS,SUNDAY,19:00 - 20:00,,,https://www.last.fm/music/Dolly+Mavies,DOLLY MAVIES
Don Letts,https://www.donletts.com,GLADE,SUNDAY,14:05 - 15:05,"Iconic film maker, author, reggae/punk crossover catalyst and incisive selector with some heavy tunes.",,https://www.last.fm/music/Don+Letts,DON LETTS
Double O,https://www.instagram.com/doubleorupture/,BABYLON UPRISING,FRIDAY,00:00 - 01:00,,e01d6c8d-e9cf-4cde-be6d-814e59b7571e,https://www.last.fm/music/Double+O,DOUBLE O
Dove,,LEVELS,THURSDAY,01:30 - 03:00,South London's dynamic drum and bass outfit closing the evening out.,7b5e5b92-fbcf-40e6-a29b-2926c67a4e0a,https://www.last.fm/music/Dove,DOVE
DOWNSETTERS,,THE ROCKET LOUNGE,FRIDAY,05:00 - 06:00,,,https://www.last.fm/music/DOWNSETTERS,DOWNSETTERS
Dr Banana,,LEVELS,THURSDAY,19:30 - 21:00,"Straight from Osaka, the Doctor and the Sloppadontist combine forces.",,https://www.last.fm/music/Dr+Banana,DR BANANA
Lukas Wigflex,,LEVELS,THURSDAY,19:30 - 21:00,"Straight from Osaka, the Doctor and the Sloppadontist combine forces.",,https://www.last.fm/music/Lukas+Wigflex,LUKAS WIGFLEX
Dr Dubplate,,LEVELS,SUNDAY,01:00 - 02:30,"Grammy-winning Todd faces off with the absorbing Afrobeat, house and funk of the Doctor.",,https://www.last.fm/music/Dr+Dubplate,DR DUBPLATE
Todd Edwards,,LEVELS,SUNDAY,01:00 - 02:30,"Grammy-winning Todd faces off with the absorbing Afrobeat, house and funk of the Doctor.",fa0e2024-95ff-44b6-9a86-f0ab120b6a72,https://www.last.fm/music/Todd+Edwards,TODD EDWARDS
Dr Janina Ramirez,https://www.janinaramirez.co.uk/,FREE UNIVERSITY OF GLASTONBURY,SUNDAY,13:00 - 14:00,,,https://www.last.fm/music/Dr+Janina+Ramirez,DR JANINA RAMIREZ
Dr Meaker,https://drmeaker.co.uk,CROISSANT NEUF,SATURDAY,00:30 - 01:30,,c79a2879-32b3-420a-947a-da199e99a1b4,https://www.last.fm/music/Dr+Meaker,DR MEAKER
Dr. Jane Goodall,https://janegoodall.org.uk/,GREENPEACE,FRIDAY,12:10 - 12:30,,,https://www.last.fm/music/Dr.+Jane+Goodall,DR. JANE GOODALL
Dreems,,FIRMLY ROOTED,FRIDAY,02:00 - 03:00,,63b8e55c-ee5a-458b-baba-5515a12daea4,https://www.last.fm/music/Dreems,DREEMS
Jacoby,,FIRMLY ROOTED,FRIDAY,02:00 - 03:00,,,https://www.last.fm/music/Jacoby,JACOBY
Dresden,,STONEBRIDGE BAR,FRIDAY,00:00 - 01:00,,da671f6d-4a66-4720-9efb-451140ce4a43,https://www.last.fm/music/Dresden,DRESDEN
Drifty,https://www.instagram.com/keshenanigans/,MEZ YARD,THURSDAY,23:00 - 00:00,,,https://www.last.fm/music/Drifty,DRIFTY
Kesh,https://www.instagram.com/keshenanigans/,MEZ YARD,THURSDAY,23:00 - 00:00,,a817ba0c-f7b2-447d-8aa8-0e8f6c7a2cc4,https://www.last.fm/music/Kesh,KESH
Dua Lipa,https://www.dualipa.com/,PYRAMID STAGE,FRIDAY,22:00 - 23:45,"Multi-BRIT and Grammy-winning disco diva, actress and cover star newly ensconced in the psychedelic hues of rave and Brit Pop.",,https://www.last.fm/music/Dua+Lipa,DUA LIPA
Dubkasm,https://www.instagram.com/dubkasm,THE TEMPLE,THURSDAY,18:00 - 19:00,,6200e493-3b28-4af7-a75d-97f0e37d4dbe,https://www.last.fm/music/Dubkasm,DUBKASM
Kiko Bun,https://www.instagram.com/dubkasm,THE TEMPLE,THURSDAY,18:00 - 19:00,,,https://www.last.fm/music/Kiko+Bun,KIKO BUN
Dubkasm vs Gorgon Sound,,FIRMLY ROOTED,SATURDAY,15:00 - 17:00,The Dubkasm duo spar with Gorgon Sound.,,https://www.last.fm/music/Dubkasm+vs+Gorgon+Sound,DUBKASM VS GORGON SOUND
DuckworthSound,,FIRMLY ROOTED,SUNDAY,00:00 - 01:15,Bringing all things bass and dance.,,https://www.last.fm/music/DuckworthSound,DUCKWORTHSOUND
Dread,,FIRMLY ROOTED,SUNDAY,00:00 - 01:15,Bringing all things bass and dance.,a3aee39c-3c5f-496d-9f8a-e0ecfed8dae0,https://www.last.fm/music/Dread,DREAD
Dungeon Meat,https://ra.co/dj/dungeonmeat,NYC DOWNLOW,SATURDAY,18:30 - 20:00,,9c3cdb02-35e9-42b8-81c2-afb6e77add3a,https://www.last.fm/music/Dungeon+Meat,DUNGEON MEAT
Dusty Stray,https://www.dustystray.com,THE BANDSTAND,SATURDAY,12:30 - 13:00,,9d197f82-ca0a-4e82-b1eb-6d35c5cd152c,https://www.last.fm/music/Dusty+Stray,DUSTY STRAY
Earmilk,https://soundcloud.com/earmilkband,LUNCHED OUT LIZARDS,FRIDAY,21:00 - 22:00,,,https://www.last.fm/music/Earmilk,EARMILK
East End Dubs,https://www.instagram.com/eastenddubs/,THE TEMPLE,SUNDAY,21:00 - 22:30,,,https://www.last.fm/music/East+End+Dubs,EAST END DUBS
Eats Everything,,STONEBRIDGE BAR,THURSDAY,13:00 - 14:00,,dd64ccdc-8087-47ab-8774-a40a4c37a3d9,https://www.last.fm/music/Eats+Everything,EATS EVERYTHING
Pokes,,STONEBRIDGE BAR,THURSDAY,13:00 - 14:00,,,https://www.last.fm/music/Pokes,POKES
Groove Armada,,LEVELS,SATURDAY,18:00 - 19:30,Always hungry electronic music institution meets the Armada’s melodic arsenal.,35723b60-732e-4bd8-957f-320b416e7b7f,https://www.last.fm/music/Groove+Armada,GROOVE ARMADA
Ecoli,https://www.instagram.com/e.coli_music?igsh=dncwngu4y3h1nwvs,THE SALON CAROUSEL,SATURDAY,05:00 - 06:00,,,https://www.last.fm/music/Ecoli,ECOLI
Ed Eldridge,https://ra.co/dj/edeldridge,CORNISH ARMS,SUNDAY,21:00 - 23:00,,,https://www.last.fm/music/Ed+Eldridge,ED ELDRIDGE
Effy,,GLADE DOME,SUNDAY,20:30 - 22:00,,,https://www.last.fm/music/Effy,EFFY
Eliza Oakes,https://elizaoakes.com,LUNCHED OUT LIZARDS,SATURDAY,17:00 - 18:00,,,https://www.last.fm/music/Eliza+Oakes,ELIZA OAKES
Eliza Rose,,LONELY HEARTS CLUB,FRIDAY,20:30 - 21:30,Armed with a hybrid DJ-plus-vocals show paying homage to queer culture’s importance in dance music.,,https://www.last.fm/music/Eliza+Rose,ELIZA ROSE
Elkka,,LONELY HEARTS CLUB,SUNDAY,16:45 - 17:45,"A euphoric and celebratory performer with a radiant blend of classic house, breakbeat and experimental electronica.",,https://www.last.fm/music/Elkka,ELKKA
Ella Knight,https://www.instagram.com/ellaknight__/,BABYLON UPRISING,SATURDAY,14:45 - 15:30,,,https://www.last.fm/music/Ella+Knight,ELLA KNIGHT
Jeremy Slyvester,https://synchronicity.agency/roster/jeremy-sylvester/,GLADE DOME,FRIDAY,18:00 - 19:30,"DJ, Singer and Promoter Ella Knight is in high demand for her tasteful selections across a broad range of Souful House, 90’s pumping House-Garage and Classic Disco. Jeremy Sylvester is a not only a highly influential producer and DJ with mainstream appeal, but also an underground legend revered by those in the know. This veteran of the UK scene has achieved commercial success and critical acclaim over a near 30-year career that has seen three UK Top 20 singles and an astounding four million records sold worldwide. Julian Anthony carefully blends refined shades of house, techno and electro, all with a progressive edge.",,https://www.last.fm/music/Jeremy+Slyvester,JEREMY SLYVESTER
Elles Bailey,https://www.ellesbailey.com,AVALON STAGE,SATURDAY,12:50 - 13:45,"Smokey voiced, multiple UK Blues and Americana Awards winner at the forefront of the British blues and roots scene.",,https://www.last.fm/music/Elles+Bailey,ELLES BAILEY
Elvé,https://www.instagram.com/elve.___/,BABYLON UPRISING,SATURDAY,14:00 - 14:45,,,https://www.last.fm/music/Elv%C3%A9,ELVÉ
Emily Makis,https://www.instagram.com/emi1ymakis/?hl=en,BLIND TIGER,THURSDAY,01:45 - 02:15,,,https://www.last.fm/music/Emily+Makis,EMILY MAKIS
EMMA KORANTEMA,,FIRMLY ROOTED,THURSDAY,19:30 - 21:00,Foundation FM continues with a hybrid of highlife and grime.,,https://www.last.fm/music/EMMA+KORANTEMA,EMMA KORANTEMA
Emz,,LONELY HEARTS CLUB,SATURDAY,19:30 - 20:00,Former fitness instructor bringing hyper energy to the decks.,,https://www.last.fm/music/Emz,EMZ
Pig Ignorant,https://www.instagram.com/en.veee?igsh=mwexb2z0dxrimmfrmq%3d%3d,THE SALON CAROUSEL,THURSDAY,20:00 - 21:00,,,https://www.last.fm/music/Pig+Ignorant,PIG IGNORANT
English Disco Lovers,,GLADE,FRIDAY,20:55 - 21:25,,,https://www.last.fm/music/English+Disco+Lovers,ENGLISH DISCO LOVERS
English Teacher,https://www.englishteacherband.com,LEFT FIELD,SATURDAY,19:50 - 20:30,"Providing a stinging, incisive sociopolitical critique nestled next to the kitchen sink drama of the real world.",,https://www.last.fm/music/English+Teacher,ENGLISH TEACHER
Enjoyable Listens,https://instagram.com/enjoyablelistens/,THE HIVE,THURSDAY,18:20 - 18:50,,,https://www.last.fm/music/Enjoyable+Listens,ENJOYABLE LISTENS
Entity,,TREE STAGE,THURSDAY,11:00 - 11:30,Synthesiser / sequencer programmer who started his career as a session guitarist in a West End cabaret and composer for the Atmosphere (2) label.,f4dc80e8-842b-43cd-9a37-fde898419747,https://www.last.fm/music/Entity,ENTITY
Enzo Siragusa,,LONELY HEARTS CLUB,SUNDAY,00:30 - 02:30,The London club institution brings two heavyweights together.,,https://www.last.fm/music/Enzo+Siragusa,ENZO SIRAGUSA
Traumer,,LONELY HEARTS CLUB,SUNDAY,00:30 - 02:30,The London club institution brings two heavyweights together.,,https://www.last.fm/music/Traumer,TRAUMER
Eric Prydz,https://www.ericprydz.com/,ARCADIA,SATURDAY,02:00 - 03:00,,35dac7d2-0b1f-470f-9a5a-c53c8821f6d6,https://www.last.fm/music/Eric+Prydz,ERIC PRYDZ
Erol Alkan,,STONEBRIDGE BAR,SATURDAY,00:00 - 01:30,,80cb9f52-04b5-4084-a2eb-6098c91cb48a,https://www.last.fm/music/Erol+Alkan,EROL ALKAN
Palms Trax,https://www.instagram.com/palmstrax/?hl=en,SAN REMO,SUNDAY,18:00 - 20:00,,,https://www.last.fm/music/Palms+Trax,PALMS TRAX
Jianbo,https://www.instagram.com/jianboforever/,THE RUM SHACK,THURSDAY,21:15 - 22:00,,,https://www.last.fm/music/Jianbo,JIANBO
Natty Wylah,https://www.instagram.com/nattywhynot/,THE RUM SHACK,THURSDAY,20:30 - 21:00,,,https://www.last.fm/music/Natty+Wylah,NATTY WYLAH
Extra Medium,https://www.instagram.com/extramediumuk/?hl=en,THE BUG,FRIDAY,17:00 - 18:00,,,https://www.last.fm/music/Extra+Medium,EXTRA MEDIUM
Facta & K Lone,,ASSEMBLY,SUNDAY,20:00 - 22:00,"The Wisdom Teeth label bosses weaving hypnotic techno, garage and electro.",,https://www.last.fm/music/Facta+&+K+Lone,FACTA & K LONE
Faff,,ASSEMBLY,SATURDAY,12:00 - 14:00,"Opening the celebration of Body Movements with production duo Faff and their mix of house, techno, disco, funk and soul.",,https://www.last.fm/music/Faff,FAFF
Fafi Abdel Nour,https://www.instagram.com/fafi_abdel_nour/,SAN REMO,THURSDAY,18:30 - 20:00,,,https://www.last.fm/music/Fafi+Abdel+Nour,FAFI ABDEL NOUR
Faith,,KINETIC,SATURDAY,20:00 - 21:00,,f735a867-9a16-451f-8f83-669ed42e2574,https://www.last.fm/music/Faith,FAITH
Faithless,https://faithless.co.uk,GLADE,FRIDAY,21:25 - 22:40,"Legendary dance outfit return to the stage after an eight year hiatus, expect anthems galore.",23d9d74d-c95e-46a6-be26-a6075c49747a,https://www.last.fm/music/Faithless,FAITHLESS
Fantastic Man,,ASSEMBLY,FRIDAY,23:30 - 01:00,The “Man” with the flippant alias for house edits and club oddities meets fellow Melbourne DJ and a forerunner of a new wave of dance producers.,3872b793-9abe-4278-b1d1-5c8f8aded2e3,https://www.last.fm/music/Fantastic+Man,FANTASTIC MAN
