title,url,stage,day,time,description
DJ DOUBLE L,,THE SALON CAROUSEL,THURSDAY,21:00 - 22:00,
DJ DRAGONFLO B2B WITH DJ SOLARA,https://linktr.ee/dragonflo,MANDALA STAGE,THURSDAY,00:00 - 01:00,
DJ EARL RAFF & OLLY LUIZ,,THE LIZARD STAGE,SATURDAY,21:30 - 23:00,
DJ EGGS LEGS,,HMS SWEET CHARITY,SATURDAY,00:00 - 01:30,
DJ ESTI,https://www.instagram.com/estherraffell/,THE SISTXRHOOD,FRIDAY,02:00 - 03:00,
DJ FAYDZ (BLENDID TAKEOVER),https://www.djfaydz.com/,CORNISH ARMS,THURSDAY,20:00 - 22:00,
DJ FAYDZ,https://www.djfaydz.com/,VILLAGE INN,FRIDAY,17:00 - 18:00,
DJ FAYDZ,https://www.djfaydz.com/,TOLPUDDLE,SUNDAY,22:30 - 23:30,
DJ FLIGHT,https://djflight.co.uk/,ARCADIA,SUNDAY,21:45 - 22:30,
DJ FRAU LUDWIG,https://www.facebook.com/people/frau-ludwig/,THE LIZARD STAGE,FRIDAY,22:00 - 23:00,
DJ FRESHTA,https://instagram.com/_freshta,GLADE DOME,FRIDAY,19:00 - 20:00,
DJ FUN SABA,https://www.instagram.com/funsaba/,THE SISTXRHOOD,FRIDAY,23:00 - 00:00,
DJ GAZ,,THE ROCKET LOUNGE,SUNDAY,23:00 - 05:00,
DJ GREEN MAN (ALWAYS SUNNY IN PHILADELPHIA SET),,VILLAGE INN,FRIDAY,18:00 - 19:00,
DJ GUILTY PLEASURES,https://guiltypleasures.co.uk/,THE RABBIT HOLE,THURSDAY,23:00 - 00:00,
DJ HIPHOPPAPOTAMUS (BLENDID TAKEOVER),https://www.facebook.com/djhiphoppapotamus/,CORNISH ARMS,THURSDAY,17:00 - 18:00,
DJ HOMOLUDO,https://soundcloud.com/homoludo,TRUTH STAGE,THURSDAY,17:00 - 17:30,
DJ HULBERT,https://www.facebook.com/james.hulbert.78,THE TAPHOUSE,THURSDAY,01:30 - 03:00,
DJ HULBERT,https://www.facebook.com/james.hulbert.78,THE TAPHOUSE,SATURDAY,21:00 - 23:00,
DJ IONA,https://www.instagram.com/iona.t/,THE SISTXRHOOD,FRIDAY,05:00 - 06:00,
DJ J1MI (BEYONDERS),https://www.instagram.com/beyondersmusic/,THE RABBIT HOLE,SATURDAY,19:45 - 21:00,
DJ J9 (TBC),https://www.rsvpmusic.co.uk/,RIMSKI'S YARD,FRIDAY,22:00 - TBA,
DJ JERRY SOBER SOBER & GUESTS (BLENDID TAKEOVER),https://brokenslang.bandcamp.com/,CORNISH ARMS,SUNDAY,22:00 - 23:30,
DJ KEV TUNGATT,http://coolbeansproductions.co.uk/audio/,VILLAGE INN,SATURDAY,18:00 - 20:00,
DJ KEV TUNGATT,http://coolbeansproductions.co.uk/audio/,TOLPUDDLE,FRIDAY,19:30 - 21:30,
DJ KOOKI - POSITIVE SOUND SYSTEM,https://www.flickr.com/photos/positivesoundsystem/albums,CORNISH ARMS,FRIDAY,18:00 - 20:00,
DJ LOUIE LOUIE,,DELUXE DINER,THURSDAY,00:00 - 01:30,
DJ LOUIE LOUIE,,DELUXE DINER,SATURDAY,04:30 - 06:30,
DJ LOVE LIFE DISCO,https://www.mixcloud.com/lovelifedisco/,THE RABBIT HOLE,SATURDAY,02:00 - 03:00,
DJ LUSINDA,https://www.instagram.com/djlusinda/,THE RUM SHACK,SUNDAY,02:00 - 03:00,
DJ MAJ DUCKWORTH - SAMPLE NATION (BLENDID TAKEOVER),https://www.majduckworth.com,CORNISH ARMS,THURSDAY,23:00 - 00:00,
DJ MAJ DUCKWORTH,https://www.majduckworth.com/,TOLPUDDLE,SATURDAY,17:30 - 19:30,
DJ MAJ DUCKWORTH,https://www.majduckworth.com/,TOLPUDDLE,SUNDAY,15:30 - 17:30,
DJ MASDA,,THE WOW,FRIDAY,22:00 - 23:30,A deeper exploration of house and techno from this German based DJ.
DJ MIKE WHITFIELD AKA FUNK & SOIL - BEATS OF SCIENCE BRUNCH,,LABORATORY STAGE,SATURDAY,11:15 - 12:30,
DJ MIKE WHITFIELD AKA FUNK & SOIL - BEATS OF SCIENCE BRUNCH,,LABORATORY STAGE,SUNDAY,11:15 - 12:30,
DJ MIKE WHITFIELD AKA FUNK AND SOIL - BEATS OF SCIENCE DJ SET,,LABORATORY STAGE,SATURDAY,17:00 - 17:45,
DJ MIKEY SNOOZE & FRIENDS,https://www.mixcloud.com/mikeysnooze/,THE RABBIT HOLE,FRIDAY,18:00 - 19:00,
DJ MIKEY SNOOZE & FRIENDS,https://www.mixcloud.com/mikeysnooze/,THE RABBIT HOLE,FRIDAY,16:15 - 17:30,
DJ MODIR,https://www.instagram.com/djmodir/,THE MEETING PLACE BAR,SUNDAY,20:00 - 23:30,
DJ MONNE,https://www.mixcloud.com/djmonne/,THE RABBIT HOLE,FRIDAY,14:15 - 15:15,
DJ MONNE,https://www.mixcloud.com/djmonne/,THE RABBIT HOLE,FRIDAY,13:30 - 13:45,
DJ MOSSMAN,,THE RABBIT HOLE,SUNDAY,14:00 - 15:00,
DJ MR MASS,,THE ROCKET LOUNGE,FRIDAY,23:00 - 06:00,
DJ NEPTIZZLE,https://www.instagram.com/djneptizzle/,THE RUM SHACK,FRIDAY,02:00 - 03:00,
DJ NICKY NICKY,,DELUXE DINER,FRIDAY,04:30 - 06:00,
DJ NICKY NICKY,,DELUXE DINER,SATURDAY,03:00 - 04:30,
DJ PAULETTE,https://djpaulette.co.uk/about/,GREENPEACE,SUNDAY,01:00 - 02:30,
DJ PAULETTE,https://www.djpaulette.co.uk,SAN REMO,SATURDAY,19:00 - 20:30,
DJ PAULETTE,,STONEBRIDGE BAR,SUNDAY,15:00 - 17:00,
DJ POLLY,,BIMBLE INN,THURSDAY,00:30 - 03:00,
DJ PRIYA (GOING SOUTH TAKEOVER ),https://linktr.ee/deejaypri,TRUTH STAGE,THURSDAY,22:00 - 22:30,
DJ PRIYA (GOING SOUTH TAKEOVER ),https://linktr.ee/deejaypri,TRUTH STAGE,THURSDAY,20:45 - 21:15,
DJ PRIYA,https://www.instagram.com/deejaypri,GLADE DOME,FRIDAY,20:00 - 21:00,
DJ PRODUCER,http://www.soundcloud.com/the-dj-producer,THE SALON CAROUSEL,SATURDAY,03:00 - 04:00,
DJ Q B2B YUNG SINGH,https://www.instagram.com/djqmusic/   //    https://www.instagram.com/yungsingh35ol,ARCADIA,SUNDAY,22:30 - 23:30,
DJ QUEEN KONG,,THE LIZARD STAGE,SATURDAY,02:00 - 03:00,
DJ QUEEN KONG,,THE LIZARD STAGE,SUNDAY,00:00 - 01:00,
DJ ROSS WILSON,https://www.instagram.com/rosswilson_07/?hl=en,THE RABBIT HOLE,THURSDAY,20:00 - 21:00,
DJ ROTATE 38,https://www.instagram.com/rotate38.ldn/,THE RABBIT HOLE,SUNDAY,00:00 - 01:00,
DJ RUBY FLASHMAN,,THE ROCKET LOUNGE,THURSDAY,20:00 - 03:00,
DJ SADEEDO,https://www.mixcloud.com/sadeedo/,THE RABBIT HOLE,FRIDAY,20:00 - 21:00,
DJ SIR FUNK,https://sirfunk.com/,THE RABBIT HOLE,SUNDAY,22:00 - 23:00,
DJ SPAMALAM,,THE LIZARD STAGE,THURSDAY,20:00 - 21:00,
DJ SPAMALAM,,THE LIZARD STAGE,SUNDAY,14:00 - 16:00,
DJ SWEET SIR RENDER,,THE LIZARD STAGE,FRIDAY,20:00 - 21:00,
DJ TAMBOI,https://www.instagram.com/tamboi__/,THE SISTXRHOOD,FRIDAY,03:00 - 05:00,
DJ TARLOAK,https://soundcloud.com/tarloak,THE LIZARD STAGE,THURSDAY,00:00 - 01:30,
DJ THE MENENDEZ BROTHERS,https://www.facebook.com/themenendezbros,THE RABBIT HOLE,THURSDAY,18:00 - 19:00,
DJ THRILOGY,https://www.facebook.com/thrilogysound/,THE RABBIT HOLE,THURSDAY,01:00 - 01:40,
DJ TOFU AND FRIENDS MORNING ECSTATIC,https://djchristofu.com/about/,GREENPEACE,FRIDAY,11:00 - 12:30,
DJ VINCENT1000 & FRIENDS & YARD AERIALISTS,https://www.rimskipiano.org/,RIMSKI'S YARD,SATURDAY,00:00 - 03:00,
DJ WOODY COOK,https://www.instagram.com/woody_cook/,THE RABBIT HOLE,SUNDAY,20:00 - 21:00,
DJ YODA (50TH ANNIVERSARY OF HIP HOP SET),,STONEBRIDGE BAR,FRIDAY,15:30 - 17:00,
DJDAKILEI,https://www.instagram.com/djdakilei/,THE SISTXRHOOD,FRIDAY,22:00 - 23:00,
DO WHAT YA MAMA TOLD YA!,https://www.justmoreproductions.com/,THE GLEBE,FRIDAY,14:25 - 14:55,
DO WHAT YA MAMA TOLD YA!,https://www.justmoreproductions.com/,THE GLEBE,SATURDAY,14:25 - 14:55,
DO WHAT YA MAMA TOLD YA!,https://www.justmoreproductions.com/,THE GLEBE,SUNDAY,14:25 - 14:55,
DOCKSIDE LATIN ORCHESTRA,https://docksidelatin.co.uk,GLASTO LATINO,THURSDAY,21:30 - 23:00,"A live 17-piece Latin orchestra, a special project featuring some of Bristol's top musicians, with a nine-piece brass section, percussion and three singers recreating the golden age of Latin big bands, playing classic tunes made famous by the likes of Celia Cruz and Tito Puente, and demonstrating why people have never stopped dancing to this music. Expect a sizzling, hip-shaking night!"
DOG DAUGHTER,,SMALL WORLD STAGE,SATURDAY,14:45 - 15:45,
DOG DAUGHTER,https://dogdaughter.bandcamp.com/,THE BANDSTAND,FRIDAY,15:00 - 16:40,
DOGHOUSE DERELICTS,https://www.facebook.com/doghousederelicts,GLADE DOME,SUNDAY,14:50 - 15:50,
DOGS/THE SONG CYCLE,https://nickkelly.ie,CROISSANT NEUF BANDSTAND,FRIDAY,16:30 - 17:00,
DOGS/THE SONG CYCLE,https://nickkelly.ie,CROISSANT NEUF BANDSTAND,SUNDAY,14:00 - 14:30,
DOM JOLY,,THE ASTROLABE THEATRE,THURSDAY,19:15 - 20:15,
DOMBRANCE - LIVE,https://linktr.ee/dombrance,RABBIT HOLE'S FUNKINGHAM PALACE,THURSDAY,22:30 - 23:45,
DOMBRANCE,https://www.instagram.com/dombrance/,THE RABBIT HOLE,THURSDAY,01:40 - 03:00,
DON LETTS,https://www.facebook.com/officialdonletts,GLADE,SATURDAY,18:45 - 19:45,"Influential film director, DJ, writer and musician who was instrumental in the crossover of reggae in the UK in the late 70s."
DOPE AMMO B2B DJ HYBRID FT. JASMINE KNIGHT,https://www.instagram.com/dopeammo/ / https://djhybrid.co.uk/,THE TEMPLE,THURSDAY,00:15 - 01:15,
DOREEN DOREEN,https://www.doreendoreen.co.uk/,THE ASTROLABE THEATRE,FRIDAY,01:20 - 02:20,
DOREEN DOREEN,https://www.doreendoreen.co.uk/,THE ASTROLABE THEATRE,SATURDAY,01:20 - 02:20,
DOREEN DOREEN,https://www.doreendoreen.co.uk/,SENSATION SEEKERS STAGE,SUNDAY,23:45 - 00:30,
DOWNSETTERS,https://www.facebook.com/thedownsetters/?locale=en_gb,THE ROCKET LOUNGE,FRIDAY,01:00 - 02:00,
DOWNSETTERS,https://www.facebook.com/thedownsetters/?locale=en_gb,THE ROCKET LOUNGE,SATURDAY,02:00 - 03:00,
DOWNSETTERS,https://www.facebook.com/thedownsetters/?locale=en_gb,THE ROCKET LOUNGE,SUNDAY,03:00 - 04:00,
DR BANANA X LUKAS WIGFLEX,,THE WOW,THURSDAY,22:30 - 00:00,Banana’s UK garage wrestling with Mr Wigflex’s electronic dance sounds.
DR BANANA,https://ra.co/dj/drbanana,FLYING BUS,SATURDAY,01:30 - 02:30,
DR BANANA,https://www.instagram.com/drbananana,ARCADIA,SATURDAY,21:30 - 22:00,
DR JANINA RAMIREZ,https://www.janinaramirez.co.uk,FREE UNIVERSITY OF GLASTONBURY,SUNDAY,14:00 - 15:00,
DR TAMSIN EDWARDS,https://twitter.com/flimsin?lang=en,FREE UNIVERSITY OF GLASTONBURY,SUNDAY,13:00 - 14:00,
DRAG SYNDROME,https://www.dragsyndrome.com/,TRUTH STAGE,SUNDAY,02:30 - 03:00,
DRAG SYNDROME,https://www.dragsyndrome.com/,TRUTH STAGE,SUNDAY,01:00 - 01:30,
DRAG SYNDROME,https://www.dragsyndrome.com/,TRUTH STAGE,SUNDAY,23:30 - 00:00,
DRAGIATORS,https://www.instagram.com/dragiators,BREAD AND ROSES,FRIDAY,14:00 - 14:40,
DRAGIATORS,https://www.instagram.com/dragiators,BREAD AND ROSES,SATURDAY,15:00 - 15:40,
DRAGIATORS,https://www.instagram.com/dragiators,BREAD AND ROSES,SUNDAY,13:00 - 14:00,
DREA CHUMA,,POETRY&WORDS,FRIDAY,14:18 - 14:43,
DREA CHUMA,,POETRY&WORDS,SATURDAY,15:23 - 15:48,
DREADZONE,https://www.dreadzone.com/,GLADE,SATURDAY,17:40 - 18:45,"Now in their 30th year and well known for making the crowd bounce with their mix of dub, electronica and trip hop."
DREAMWAVE,https://linktr.ee/dreamwaveband,THE HIVE,FRIDAY,20:30 - 21:15,
DRIFTY AND FRIENDS,,NOMAD,THURSDAY,20:00 - 22:00,
DRIFTY,https://linktr.ee/driftyb4tb,TRUTH STAGE,SATURDAY,23:30 - 00:00,
DRIFTY,https://www.instagram.com/driftygram/,PLATFORM 23,SUNDAY,02:30 - 03:30,
DRUM THUNDER FUNK PARTY,https://www.instagram.com/gillanthegillan/,THE WEST HOLTS BAR,SUNDAY,00:45 - 03:00,
DRY WHITE BONES,https://facebook.com/drywhitebones,CROISSANT NEUF,THURSDAY,20:30 - 21:00,
DRY WHITE BONES,https://facebook.com/drywhitebones,CROISSANT NEUF BANDSTAND,FRIDAY,17:30 - 18:30,
DRÉYA MAC,https://www.facebook.com/dreyamac/,LEFT FIELD,SATURDAY,21:00 - 22:00,"Loved by Rihanna and Stormzy, the Tik Tok LGBTQ+ sensation and rewired trap beat singer with a mere 65million streams."
DUB BOY & ATKI2,https://www.instagram.com/tim_dub_boy/ https://www.instagram.com/sam_atki2/,BABYLON UPRISING,THURSDAY,21:00 - 22:00,
DUBKASM,https://www.facebook.com/dubkasm,ARCADIA,SUNDAY,20:15 - 21:00,
DUNCAN DISORDERLY & THE SCALLYWAGS,,SMALL WORLD STAGE,THURSDAY,12:30 - 01:30,
DUNCAN DISORDERLY & THE SCALLYWAGS,https://www.midnightmango.co.uk/duncan-disorderly-and-the-scallywags/,THE LIZARD STAGE,FRIDAY,01:00 - 02:30,
DUNCAN DISORDERLY & THE SCALLYWAGS,https://www.facebook.com/scallywaggin/,BIMBLE INN,SUNDAY,21:30 - 23:00,
DUNGEON MEAT,https://ra.co/dj/dungeonmeat,THE MEAT RACK,SATURDAY,03:00 - 06:00,
DUO,https://m.youtube.com/@duoguitarmusic,MANDALA STAGE,SUNDAY,18:00 - 19:00,
DUO,https://duoguitarmusic.com/,THE HIVE,THURSDAY,19:00 - 20:00,
DUO,https://duoguitarmusic.com/,BREAD AND ROSES,THURSDAY,16:00 - 17:00,
DUSK ART RHYTHM QUARTET,https://www.facebook.com/duskartrhythmquartet/,THE BANDSTAND,SATURDAY,21:00 - 22:00,
DUSK ART RHYTHM QUARTET,,AVALON'S CAFÉ STAGE,THURSDAY,01:30 - 03:00,
DUSTY SHOES,https://soundcloud.com/toby2shoes,THE RABBIT HOLE,WEDNESDAY,00:00 - 02:00,
DUTCHIE FT DR SYNTAX,https://www.instagram.com/dutchiebristol/         https://www.instagram.com/drsyntaxraps/,NOWHERE,SUNDAY,23:00 - 00:00,
DUTCHIE,https://www.instagram.com/dutchiebristol/?hl=en,THE BUG,SUNDAY,18:00 - 19:00,
DUTCHIE,https://www.instagram.com/dutchiebristol/,PLATFORM 23,THURSDAY,19:00 - 20:00,
DUTTY MOONSHINE BIG BAND,https://www.duttymoonshine.com/,GLADE,SATURDAY,21:45 - 22:45,Massive 13-piece band with big brass and even bigger bass and a take no prisoner’s attitude filled with infectious energy.
DUTTY MOONSHINE BIG BAND,https://www.duttymoonshine.com/,TRUTH STAGE,SUNDAY,03:00 - 04:00,
DYLAN,https://www.iamdylanofficial.com/,BBC MUSIC INTRODUCING,FRIDAY,20:00 - 20:30,Singalong and overtly lovable electro indie pop as loved by Ed Sheeran courtesy of songwriter Natasha Woods.
E.T. U,https://www.imdb.com/title/tt0083866/,PILTON PALAIS CINEMA,THURSDAY,13:00 - 14:55,
EARL RAFF (BLENDID TAKEOVER),https://www.instagram.com/earlraff,CORNISH ARMS,FRIDAY,17:00 - 18:00,
EARL SWEATSHIRT,,THE LONELY HEARTS CLUB,SATURDAY,20:00 - 21:00,"Groundbreaking much acclaimed US rapper, often singled out as the future of hip hop."
EATS EVERYTHING (D&B SET),,STONEBRIDGE BAR,THURSDAY,22:00 - 23:30,
EATS EVERYTHING (HISTORY OF RAVE SET),,STONEBRIDGE BAR,THURSDAY,13:00 - 14:00,
EATS EVERYTHING B2B PETE TONG B2B DENNIS FERRER,,STONEBRIDGE BAR,THURSDAY,01:00 - 03:00,
EAVES WILDER,https://eaveswilder.com/,BBC MUSIC INTRODUCING,SATURDAY,14:00 - 14:30,"Jumper-stealing angsty teen pop with a punky edge, chugging guitars and singalong choruses."
"EC2A TAKEOVER: DR DUBPLATE, LCY, MIA KODEN, 
SURUSINGHE, TAÑ B2B DJ COSWORTH",,THE FIRMLY ROOTED SOUNDSYSTEM,SATURDAY,18:00 - 00:00,"EC2A’s supremo Dr Dubplate brings his very own takeover with a hefty multi-genre line-up, bringing house, percussive bass, dub, techno and everything in between featuring Skream, Surusinghe, LCY, Mia Koden and Tan B2B DJ Cosworth."
ECMSTU,,THE HIVE,FRIDAY,11:00 - 12:55,
ECOLI,https://open.spotify.com/artist/2mpy1k969lurkehrzb5ljy?si=p3ti7_yqsfuef_i3x58gaw,THE SALON CAROUSEL,SATURDAY,04:00 - 05:00,
ED ELDRIDGE,https://ra.co/dj/edeldridge,CORNISH ARMS,SUNDAY,18:00 - 20:00,
ED MILLIBAND MP & JUSTIN ROWLATT,http://ed milliband mp with justin rowlatt,SPEAKERS FORUM,SATURDAY,14:00 - 15:00,
"ED MILLIBAND, KEVIN ANDERSON & MOLLY SCOTT CATO",http://politics & climate science,SPEAKERS FORUM,FRIDAY,11:00 - 12:00,
ED PERIE (COMPERE),https://www.edpetrie.com/,CIRCUS BIG TOP,FRIDAY,22:00 - 02:00,
ED PETRIE (COMPERE),https://www.edpetrie.com/,CIRCUS BIG TOP,SATURDAY,18:00 - 22:00,
ED PETRIE (COMPERE),https://www.edpetrie.com/,CIRCUS BIG TOP,SUNDAY,10:15 - 14:45,
EDITORS,https://www.editors-official.com/,WOODSIES,SUNDAY,18:30 - 19:30,"Now with new member and Fuck Buttons alumni Blanck Mass, Editors unlock a new editorial direction of electronic body music as featured on last year’s ‘EBM’ album."
EFFY FT FLOWDAN,http://effy (@its_effyy) | instagram,NOWHERE,FRIDAY,15:00 - 16:00,
EFFY,,STONEBRIDGE BAR,SATURDAY,23:00 - 00:00,
EFFY,https://www.instagram.com/its_effyy/,THE TEMPLE,FRIDAY,12:45 - 02:00,
EL TEL,https://www.facebook.com/eltelmusic23,TOAD HALL,THURSDAY,20:30 - 21:10,
ELEANOR DILLON-REAMS,https://www.elledillonreams.com/,POETRY&WORDS,FRIDAY,16:10 - 16:35,
ELEANOR DILLON-REAMS,https://www.elledillonreams.com/,POETRY&WORDS,SUNDAY,14:30 - 14:55,
ELI BROWN,,THE LEVELS,FRIDAY,22:30 - 00:00,"Singled out for his gritty style, renowned for his sinister approach, creating twisted dancefloor hits packed with vibrant club-ready energy."
ELIAS MAZIAN,https://www.instagram.com/eliasmazian/?hl=en,SAN REMO,THURSDAY,19:30 - 21:00,
ELIJAH + SKILLIAM,,THE FIRMLY ROOTED SOUNDSYSTEM,FRIDAY,23:00 - 00:00,Butterz label duo at the heart of the heritage of grime.
ELIZA LEGZDINA,https://www.instagram.com/legzdinae/,GREENPEACE,FRIDAY,17:00 - 17:45,
ELIZA LEGZDINA,https://www.youtube.com/watch?v=ojt8yqf0wzs&feature=youtu.be,NOMAD,SUNDAY,00:00 - 00:45,
ELIZA ROSE B2B DAN SHAKE B2B SALLY C,"https://ra.co/dj/sallyc
 https://danshake.com/
 https://ra.co/dj/elizarose",GENOSYS SOUND SYSTEM,FRIDAY,18:00 - 22:00,
ELIZA ROSE,,THE LONELY HEARTS CLUB,THURSDAY,18:00 - 19:30,Bringing together her love of UK soundsystems with soulful lyricism.
ELKKA,https://www.instagram.com/elkkamusic/,ARCADIA,FRIDAY,21:30 - 22:30,
ELLA KNIGHT: SUPPER CLUB TAKEOVER,https://www.instagram.com/ellaknight__/,BABYLON UPRISING,SATURDAY,16:00 - 17:00,
ELLIE DIXON,https://www.elliedixonmusic.com/,BBC MUSIC INTRODUCING,SATURDAY,15:00 - 15:30,TikTok star known for the music and comedy videos posted to her elliedixonmusic account with many millions following.
ELLIE PROHAN,https://www.instagram.com/ellieprohan/,THE RUM SHACK,THURSDAY,02:00 - 03:00,
ELMIENE,https://www.instagram.com/elmiene/,BBC MUSIC INTRODUCING,FRIDAY,13:00 - 13:30,Super soulful songwriter who’s been compared to a cross between D’Angelo and Sampha.
ELOISE CURRIE & ISHITA RAINA,https://www.aerialdancer.net/,CIRCUS BIG TOP,FRIDAY,15:57 - 16:07,
ELOISE CURRIE & ISHITA RAINA,https://www.aerialdancer.net/,CIRCUS BIG TOP,FRIDAY,13:34 - 13:44,
ELOISE CURRIE & ISHITA RAINA,https://www.aerialdancer.net/,CIRCUS BIG TOP,SATURDAY,16:22 - 16:32,
ELOISE CURRIE & ISHITA RAINA,https://www.aerialdancer.net/,CIRCUS BIG TOP,SATURDAY,13:40 - 13:50,
ELOISE CURRIE & ISHITA RAINA,https://www.aerialdancer.net/,CIRCUS BIG TOP,SUNDAY,15:24 - 15:34,
ELOISE CURRIE & ISHITA RAINA,https://www.aerialdancer.net/,CIRCUS BIG TOP,SUNDAY,13:14 - 13:24,
ELTON JOHN,https://www.eltonjohn.com/,PYRAMID STAGE,SUNDAY,21:00 - 23:05,"The final show of Sir Elton John’s final tour, expect it to be emotional, filled with hits and, let’s face it, the only way to end this year’s festival."
ELVANA,https://www.elvana.co.uk,AVALON STAGE,SUNDAY,15:20 - 16:20,Cathartic Elvis fronted Nirvana tearing through Kurt’s catalogue spliced with The King’s finest moments.
ELVÉ,https://www.instagram.com/michael_elve/,BABYLON UPRISING,SATURDAY,14:00 - 15:00,
EMERALD,http://emerald (@emeraldroselewis) | instagram,NOWHERE,FRIDAY,23:00 - 00:00,
EMERGENCY EXIT ARTS,https://www.eea.org.uk/,GLEBELAND,THURSDAY,22:30 - 00:00,
EMERGENCY EXIT ARTS,https://www.eea.org.uk/,GLEBELAND,FRIDAY,21:30 - 23:00,
EMERGENCY EXIT ARTS,https://www.eea.org.uk/,GLEBELAND,SATURDAY,21:30 - 23:00,
EMERGENCY EXIT ARTS,https://www.eea.org.uk/,GLEBELAND,SUNDAY,21:30 - 23:00,
EMERGING TALENT - PRIMAE QUEEN,https://www.instagram.com/prima__queen/,BBC MUSIC INTRODUCING,SUNDAY,14:00 - 14:30,All female Indie alternative rock that centres around a clever play off between Louise Macphail and Kristin McFadden.
EMILY DUST (BAILE LDN),https://www.instagram.com/emily_dust/,BABYLON UPRISING,SUNDAY,19:00 - 20:00,
EMILY DUST,https://www.instagram.com/emily_dust/,GLADE DOME,SATURDAY,15:00 - 16:00,
EMILY JENNINGS,https://youtu.be/aghos-zobae,MANDALA STAGE,THURSDAY,17:00 - 18:00,
EMMA KORANTEMA: VILLAGE CUTS TAKEOVER,https://www.instagram.com/emmakorantema/,BABYLON UPRISING,THURSDAY,19:00 - 20:00,
EMMA WARREN WITH ANNA WOOD,http://emmawarren.squarespace.com,FREE UNIVERSITY OF GLASTONBURY,SATURDAY,12:00 - 13:00,
EMMANUEL SONUBI (COMPERE),https://www.emmanuelstandup.com/,CABARET,FRIDAY,22:30 - 02:00,
EMMANUEL SONUBI,https://www.emmanuelstandup.com/,CABARET,SATURDAY,17:45 - 18:15,
EMMY,,THE SISTXRHOOD,THURSDAY,22:30 - 23:30,
EMPIRE STATE BASTARDS (EARACHE RECORDS TAKEOVER),https://empirestatebastard.com/,TRUTH STAGE,FRIDAY,01:30 - 02:15,
ENGAGING THE YOUTH IN THE CLIMATE CONVERSATION,,THE INFORMATION,FRIDAY,13:15 - 14:00,
ENGLISH DISCO LOVERS,https://www.instagram.com/engdiscolovers/,GLADE,FRIDAY,14:10 - 16:10,"Irrepressible mix of disco, humour, inclusivity and fun from Brighton's legendary party starters."
ENJOYABLE LISTENS,https://linktr.ee/enjoyablelistens,THE HIVE,SUNDAY,14:10 - 14:40,
ENJOYABLE LISTENS,https://www.instagram.com/enjoyablelistens/?hl=en,THE WEST HOLTS BAR,THURSDAY,21:00 - 21:30,
ENTITLED SONS,https://www.facebook.com/theentitledsons/,THE BANDSTAND,SUNDAY,16:00 - 16:40,
ENVELOPE,,RIMSKI'S YARD,SATURDAY,17:00 - TBA,
ENZO SIRAGUSA,https://www.instagram.com/enzosiragusa/?hl=en,GLADE,FRIDAY,21:30 - 22:50,"Passionate, enthusiastic and obsessive DJ building a community around his club night Fuse, while maintaining a successful career as a DJ and producer."
ENZO SIRAGUSA (JUNGLE SET),,STONEBRIDGE BAR,THURSDAY,19:00 - 20:30,
EPIC STORY QUEST,,THE GATEWAY,SUNDAY,13:45 - 14:15,
ERIKA DE CASIER,,THE LONELY HEARTS CLUB,SATURDAY,16:15 - 17:00,Copenhagen-based producer blending 90s R&B with turn-of-the-millennium club music.
ESCALATION./,https://www.mixcloud.com/escalationldn/,VILLAGE INN,THURSDAY,14:00 - 16:00,
EUAN FRYER (ATHENS OF THE NORTH),https://www.instagram.com/euan_fryer_aotn/?hl=en,THE MEETING PLACE BAR,FRIDAY,22:00 - 23:30,
EUPHONIQUE,http://www.djeuphonique.com,THE SALON CAROUSEL,THURSDAY,00:00 - 01:00,
EVA SCOTT,https://soundcloud.com/user-478746957,THE LIZARD STAGE,FRIDAY,17:30 - 18:30,
EVA SCOTT,https://soundcloud.com/user-478746957,THE RABBIT HOLE,FRIDAY,13:00 - 13:30,
EVA,https://linktr.ee/eval3wis,THE HIVE,SUNDAY,17:05 - 17:50,
EVA,https://linktr.ee/eval3wis,BREAD AND ROSES,THURSDAY,14:30 - 15:30,
EVA,,THE LONELY HEARTS CLUB,FRIDAY,12:00 - 12:20,Emerging Talent Competition finalist with a pop and electronic sound influenced by house and garage.
"EVERYTHING WILL BE AMAZING! WITH FELIX PRICE, DJ BALCONY + LORNA BEE",https://www.facebook.com/urbanavatars/,HUMBLEWELL ACTIVE PLATFORM,THURSDAY,11:00 - 12:00,
"EVERYTHING WILL BE AMAZING! WITH FELIX PRICE, DJ BALCONY + LORNA BEE",https://www.facebook.com/urbanavatars/,HUMBLEWELL ACTIVE PLATFORM,FRIDAY,11:00 - 12:00,
"EVERYTHING WILL BE AMAZING! WITH FELIX PRICE, DJ BALCONY + LORNA BEE",https://www.facebook.com/urbanavatars/,HUMBLEWELL ACTIVE PLATFORM,SATURDAY,12:15 - 13:15,
EVERYTHING WILL BE AMAZING,https://www.facebook.com/urbanavatars/,HUMBLEWELL ACTIVE PLATFORM,SUNDAY,10:30 - 11:30,
EWAN  MCVICAR,https://www.instagram.com/ewanmcvicar_,GLADE,THURSDAY,22:05 - 23:05,"DJ and producer, one of the UK's brightest new talents whose music continues to be played all around the world by some of the biggest artists."
EWAN MCVICAR B2B KETTAMA,,THE LEVELS,FRIDAY,19:30 - 21:00,"DJ and producer who hit big with ‘Tell Me Something Good’ a couple of years back, sparring with Kettama’s hard hitting house."
