title,url,stage,day,time,description
EXAMPLE,https://www.facebook.com/leadingbyexample,GLADE,THURSDAY,19:00 - 19:55,"Chart topping crossover dance icon who has maintained momentum with career defining festival sets, sold out tours and multiple platinum records."
EXTRA MEDIUM FT DOPPLER,https://www.instagram.com/extramediumuk/?hl=en,THE BUG,SATURDAY,18:00 - 20:00,
EZME GAZE,https://bowjangles.org,CROISSANT NEUF BANDSTAND,SATURDAY,14:30 - 15:00,
EZME GAZE,https://bowjangles.org,CROISSANT NEUF BANDSTAND,SUNDAY,15:30 - 16:00,
EZRA COLLECTIVE,https://ezracollective.com/,TRUTH STAGE,SATURDAY,00:00 - 01:00,
EZRA COLLECTIVE,https://ezracollective.com/,WEST HOLTS STAGE,SATURDAY,19:00 - 20:00,"From amapaiano to Afrobeat and salsa to dancefloor jazz, the Ezra Collective’s cosmopolitan mix is always guaranteed to start the party."
EZRA WILLIAMS,https://ezrawilliamsmusic.com/,BREAD AND ROSES,FRIDAY,18:00 - 18:40,
EZRA WILLIAMS,https://ezrawilliamsmusic.com/,BREAD AND ROSES,SATURDAY,16:00 - 16:40,
FAFF,,STONEBRIDGE BAR,SUNDAY,23:00 - 00:00,
FAIL FAIL FAIL WIN,https://www.failfailfailfailwin.com/,THE GLEBE,SATURDAY,12:35 - 13:05,
FAIL FAIL FAIL WIN,https://www.failfailfailfailwin.com/,THE GLEBE,SUNDAY,12:00 - 12:30,
FAIL FAIL FAIL WIN,https://www.failfailfailfailwin.com/,A LITTLE MORE SENSATION,SATURDAY,16:40 - 17:10,
FAIL FAIL FAIL WIN,https://www.failfailfailfailwin.com/,A LITTLE MORE SENSATION,SUNDAY,13:45 - 14:15,
FAIL FAIL WIN,https://www.failfailfailfailwin.com/,THE GLEBE,FRIDAY,15:00 - 15:30,
FAIL FAIL WIN,https://www.failfailfailfailwin.com/,A LITTLE MORE SENSATION,FRIDAY,17:15 - 17:45,
FAITHLESS (DJ SET),,STONEBRIDGE BAR,THURSDAY,23:30 - 01:00,
FAITHLESS DJ SET,https://faithless.co.uk/,GLADE,FRIDAY,00:35 - 01:45,"Sister Bliss marrying elements of house, trip-hop and dub with euphoric arena-filling, dance floor classics."
FAMILY JOOLS,https://www.facebook.com/familyjools,THE HIVE,SUNDAY,11:35 - 12:05,
FAMILY JOOLS,https://www.instagram.com/familyjoolsband/?hl=en,THE WEST HOLTS BAR,SATURDAY,17:00 - 17:30,
FAMILY JOOLS,https://www.instagram.com/familyjoolsband,BREAD AND ROSES,FRIDAY,13:00 - 13:40,
FAMOS BRAMWELLS (COMPERE),,OUTSIDE CIRCUS STAGE,FRIDAY,11:30 - 16:15,
FAMOS BRAMWELLS (COMPERE),,OUTSIDE CIRCUS STAGE,SATURDAY,16:15 - 21:00,
FAMOS BRAMWELLS (COMPERE),,OUTSIDE CIRCUS STAGE,SUNDAY,11:30 - 16:00,
FANFARIA EL CAPITAN,https://www.lafanfarriadelcapitan.com/,THE LIZARD STAGE,SATURDAY,01:00 - 02:00,
FANNY LUMSDEN,https://www.fannylumsden.net,AVALON STAGE,FRIDAY,14:15 - 15:05,"Multi-award winning harmony-rich story-telling delivered with exuberance and joy from this Antipodean farmer, volunteer firefighter and community activist."
FAR FROM SAINTS,https://farfromsaintsband.com,AVALON STAGE,SUNDAY,18:20 - 19:20,"The Stereophonics’ Kelley Jones with Patty Lynn and Dwight Baker of Austin group The Wind And The Wave producing a hybrid of country, rock, folk, soul, and Americana"
"FAREWELL PARTY - DJ CHRIS TOFU & FRIENDS - K.O.G, DRAG SYNDROME, NEW YORK BRASS BAND, AND MANY MORE!",https://continentaldrifts.co.uk/artist/chris-tofu/,TRUTH STAGE,SUNDAY,04:00 - 05:00,
FATBOY SLIM,https://www.fatboyslim.net/,THE PARK STAGE,SATURDAY,23:00 - 00:15,"Superstar DJ, producer and genre surfing music fan whose eclectic taste and mixing skills are guaranteed to bring the house down on Saturday night."
FBR,https://soundcloud.com/fbrsound,VILLAGE INN,FRIDAY,20:00 - 22:00,
FBR,https://soundcloud.com/fbrsound,TOLPUDDLE,THURSDAY,22:30 - 23:30,
FBR,https://soundcloud.com/fbrsound,TOLPUDDLE,SATURDAY,21:30 - 23:30,
FEEDING THE FISH,https://www.feedingthefish.com/,CIRCUS BIG TOP,THURSDAY,21:32 - 21:42,
FEEDING THE FISH,https://www.feedingthefish.com/,OUTSIDE CIRCUS STAGE,FRIDAY,01:01 - 01:09,
FEEDING THE FISH,https://www.feedingthefish.com/,OUTSIDE CIRCUS STAGE,SATURDAY,01:01 - 01:09,
FEEDING THE FISH,https://www.feedingthefish.com/,CABARET,FRIDAY,00:05 - 00:15,
FEEDING THE FISH,https://www.feedingthefish.com/,CABARET,SATURDAY,23:25 - 23:35,
FEEDING THE FISH,https://www.feedingthefish.com/,SENSATION SEEKERS STAGE,THURSDAY,22:20 - 22:28,
FELA PARTY!,,THE WEST HOLTS BAR,THURSDAY,00:30 - 02:00,
FELIX DICKINSON,https://soundcloud.com/felix-dickinson,RABBIT HOLE'S FUNKINGHAM PALACE,FRIDAY,23:30 - 02:00,
FELIX DICKINSON,https://ra.co/dj/felixdickinson,GENOSYS SOUND SYSTEM,SUNDAY,03:00 - 05:00,
FELIX JOY (SWUFM),https://www.instagram.com/felixjoy/?hl=en,THE MEETING PLACE BAR,FRIDAY,20:00 - 21:00,
FERAL IS KINKY B2B DAN DONOVAN,https://www.facebook.com/feraliskinky,GLADE DOME,FRIDAY,22:00 - 23:15,
FEVER RAY,https://feverray.com/,THE PARK STAGE,FRIDAY,23:00 - 00:15,"Half of cult icons The Knife, Swedish singer who dabbles in trip hop, electropop and the darker side of electronica."
FFSYTHO?,,THE LONELY HEARTS CLUB,FRIDAY,12:30 - 12:50,Emerging Talent Competition finalist’s gritty and outspoken grime.
FFTP (LIVE),https://soundcloud.com/futurefromthepast,BLIND TIGER,FRIDAY,16:00 - 17:00,
FINN FOXELL,,THE LONELY HEARTS CLUB,SATURDAY,15:15 - 16:00,"Extracting the rawest elements of, rap, soul, rock and beyond, to create smoky, atmospheric electronic hip-hop."
FIRE AND WATER CEREMONY WITH THE WISDOM KEEPERS,,FIRESIDE STORIES,FRIDAY,14:30 - 15:30,
FIROUZEH,,STRUMMERVILLE,FRIDAY,19:00 - 19:30,
FISHERMAN'S FRIENDS,https://thefishermansfriends.com,AVALON STAGE,SATURDAY,17:05 - 18:05,Cornwall’s best-known musical export or ‘buoy band’ with a Gold debut album and a box office smash film about their story.
FIYAHDRED,,STONEBRIDGE BAR,SUNDAY,22:00 - 23:00,
FIZZY GILLESPIE,,TRUTH STAGE,THURSDAY,23:15 - 23:45,
FIZZY GILLESPIE (SWING & BASS),https://www.facebook.com/djfizzygillespie/?locale=en_gb,TRUTH STAGE,THURSDAY,02:00 - 02:30,
FLASH BANG BRASS,https://flashbangbrass.com/,THE ASTROLABE THEATRE,THURSDAY,20:25 - 21:10,
FLASH BANG BRASS,https://flashbangbrass.com/,THE ASTROLABE THEATRE,FRIDAY,00:30 - 01:15,
FLASH BANG BRASS,https://flashbangbrass.com/,THE ASTROLABE THEATRE,SATURDAY,00:30 - 01:15,
FLAVA D AND CARASEL,http://flava d (@flava_d) • instagram photos and videos,NOWHERE,SATURDAY,19:00 - 20:00,
FLAVA D,,THE LEVELS,SATURDAY,15:00 - 16:30,"UK garage, grime and bassline DJ and music producer."
FLEA CIRCUS,,RIMSKI'S YARD,SUNDAY,18:00 - TBA,
FLEETMAC WOOD,https://www.instagram.com/fleetmac_wood,GREENPEACE,SATURDAY,21:15 - 22:45,
FLEETMAC WOOD,,STONEBRIDGE BAR,FRIDAY,14:00 - 15:30,
FLISS MAYO B2B DR DUBPLATE,https://www.instagram.com/flissmayo/?hl=en. https://www.instagram.com/dr_dubplate/?hl=en,BABYLON UPRISING,FRIDAY,00:00 - 01:00,
"FLISS PREMRU, SARAH WOOLEY - BAKERS UNION & ASSAD REHMAN",http://just transitions trade unions,SPEAKERS FORUM,SATURDAY,10:00 - 11:00,
FLO & JOAN,,CABARET,SATURDAY,15:25 - 15:55,
FLO & JOAN,,CABARET,SUNDAY,18:15 - 18:45,
FLO DILL,https://www.instagram.com/flollid/?hl=en,SAN REMO,FRIDAY,14:00 - 15:45,
FLO,https://www.flolikethis.com/,WOODSIES,FRIDAY,14:00 - 14:45,Super-choreographed and super-harmonising “Fly girl” R&B trio busting out of their ‘Cardboard Box’ mega hit.
FLOATING POINTS B2B DAPHNI,https://ra.co/dj/daphni // https://floatingpoints.co.uk/,ARCADIA,FRIDAY,00:30 - 02:00,
FLOHIO,https://www.flohio.uk/,THE PARK STAGE,SATURDAY,14:00 - 14:45,"Nigerian-born British rapper propagating unusual beats, expansive themes, genre fluidity and complex periodic double-time flows to full effect."
FLUFF,https://fluffband.com/,THE HIVE,FRIDAY,18:30 - 19:15,
FLYING MOJITO BROTHERS B2B NONE MORE RECORDS,http://flyingmojitobros.com/,THE MEETING PLACE BAR,FRIDAY,21:00 - 22:00,
FOLAMOUR,,THE LEVELS,FRIDAY,18:00 - 19:30,Suave hat-toting French house producer and DJ.
FOLAMOUR,http://folamour (@folamour_fhuo) | instagram,NOWHERE,FRIDAY,03:00 - 04:30,
FOLD,https://ra.co/dj/fold,GENOSYS SOUND SYSTEM,SATURDAY,20:00 - 22:00,
FONZIE,https://on.soundcloud.com/luhuk,THE SALON CAROUSEL,SATURDAY,22:00 - 23:00,
FONZIE,,BLIND TIGER,FRIDAY,19:00 - 20:00,
FONZO B2B AÆE,https://www.instagram.com/fon.zo/. https://www.instagram.com/doubleadoublee/,BABYLON UPRISING,THURSDAY,00:00 - 01:00,
FOOOLS CYCLE,https://www.rimskipiano.org/,RIMSKI'S YARD,SATURDAY,18:30 - TBA,
FOUNDATION FM PRESENTS FRESHTA + SAINT LUDO B2B EMMA KORANTEMA,,STONEBRIDGE BAR,SUNDAY,19:00 - 21:00,
FOUR TET,https://www.fourtet.net/,IICON,FRIDAY,23:45 - 01:45,
FRANC MOODY,,THE LONELY HEARTS CLUB,SUNDAY,20:15 - 21:15,"Funk duo Ned Franc and Jon Moody - songwriters, producers and leaders of their incendiary six-piece touring band."
FRANCES FOLEY,http://progressive alliances & climate,SPEAKERS FORUM,WEDNESDAY,16:00 - 17:00,
FRANK GANE,https://www.mixcloud.com/frank-gane/dj-kbs-classic-reggae-mix/?fbclid=iwar2p-8he0zww2wgclvcw8_rd7de8tmoiyg7hpko5rvrnhvxm4djf55t0qhw,MANDALA STAGE,SUNDAY,11:00 - 12:00,
FRANK SANAZI,https://franksanazi.com/,CABARET,FRIDAY,00:20 - 00:50,
FRANKIE FRANCIS,,HMS SWEET CHARITY,THURSDAY,03:00 - 05:00,
FRANKIE MORROW,https://www.instagram.com/frankiemorrowmusic,BREAD AND ROSES,THURSDAY,19:00 - 20:00,
FRANKIE MORROW,https://www.instagram.com/frankiemorrowmusic,BREAD AND ROSES,SATURDAY,18:00 - 19:00,
FRANKIE MORROW,https://www.instagram.com/frankiemorrowmusic,BREAD AND ROSES,SUNDAY,17:35 - 18:35,
FREAKENSTEIN,https://ra.co/dj/freakenstein,IICON,SUNDAY,02:00 - 03:30,
FRED AGAIN..,https://www.fredagain.com/,OTHER STAGE,FRIDAY,20:30 - 21:30,Downtempo hip hopper and sought after songwriter (George Ezra/Rita Ora) forging his own sound that’s earned a shelf of gold records.
FREDDIE AND THE FREELOADERS,https://www.instagram.com/freddie3loadr/?hl=en,THE WEST HOLTS BAR,THURSDAY,22:50 - 00:20,
FREDDIE AND THE FREELOADERS,https://www.instagram.com/freddie3loadr/?hl=en,THE WEST HOLTS BAR,SUNDAY,23:15 - 00:45,
FREYA RIDINGS,https://freyaridings.com,AVALON STAGE,FRIDAY,21:35 - 22:35,‘Lost Without You’ global hit maker (over a billion streams and counting) with a fine line in piano ballads.
"FROM GRASSROOTS CLUBS TO INTERNATIONAL TEAMS -
'HOW WOMEN'S FOOTBALL & SOCIETY HAS CHANGED SINCE THE EUROS'",,THE INFORMATION,SATURDAY,17:00 - 17:45,
FUNKADOOMIC SARCOPHAGUS,https://youtu.be/mp4mhjguwfc,MANDALA STAGE,SUNDAY,22:00 - 23:00,
FUNKE AND THE TWO TONE BABY,https://funkeandthetwotonebaby.co.uk/,GREENPEACE,THURSDAY,18:30 - 19:30,
FUNKE AND THE TWO TONE BABY,https://funkeandthetwotonebaby.co.uk/,THE RABBIT HOLE,SATURDAY,17:00 - 18:00,
FUNKE AND THE TWO TONE BABY,https://funkeandthetwotonebaby.co.uk/,BIMBLE INN,FRIDAY,18:30 - 19:30,
FUSE LONDON TAKEOVER - ENZO SIRAGUSA B2B RICH NXT,https://ra.co/dj/richnxt,FLYING BUS,FRIDAY,01:00 - 02:30,
FUSE LONDON TAKEOVER - FELON 5,https://ra.co/dj/felon5,FLYING BUS,FRIDAY,22:00 - 23:30,
FUSE LONDON TAKEOVER - GENE ON EARTH,https://ra.co/dj/geneonearth,FLYING BUS,FRIDAY,23:30 - 01:00,
FUSE LONDON TAKEOVER - LAIDLAW B2B TRISTAN,https://ra.co/dj/laidlaw-uk,FLYING BUS,FRIDAY,02:30 - 04:00,
FUSE WORKSHOPS,https://www.fuse.org.uk,JUGGLING TENT,FRIDAY,15:00 - 18:00,
FUSE WORKSHOPS,https://www.fuse.org.uk,JUGGLING TENT,SATURDAY,15:00 - 18:00,
FUSE WORKSHOPS,https://www.fuse.org.uk,JUGGLING TENT,SUNDAY,15:00 - 18:00,
FUTURE SHAPE OF SOUND,https://www.facebook.com/thefutureshapeofsound/,BIMBLE INN,SATURDAY,02:15 - 03:15,
FUTURE UTOPIA (AFTER DARK),https://www.instagram.com/frasertsmith,GREENPEACE,SATURDAY,20:00 - 21:15,
G CLASS BTB RJD,,BLIND TIGER,SUNDAY,12:00 - 13:00,
GABBY GUNN,https://www.instagram.com/djgabbygunn/,THE RUM SHACK,SUNDAY,04:00 - 05:00,
GABRIEL TEMPLAR,,AVALON'S CAFÉ STAGE,THURSDAY,16:00 - 16:45,
GABRIELLE APLIN,https://gabrielleaplin.com,CROISSANT NEUF,SATURDAY,13:30 - 14:30,
GABRIELLE APLIN,https://www.gabrielleaplin.com,AVALON STAGE,SATURDAY,18:35 - 19:35,"Much streamed English singer-songwriter lauded for her deep lyrics, emotive vocals and catchy hooks that are expertly engineered maximum pop lovability."
GABRIELS,https://www.instagram.com/__gabriels__/?hl=en,WEST HOLTS STAGE,FRIDAY,17:30 - 18:30,"Anointed by pop royalty such as Harry Styles and Elton John, Gabriels bring gospel, soul and dance sounds, fronted by the majestic presence of Jacob Lusk."
GABY KETTLE,,CROISSANT NEUF BANDSTAND,THURSDAY,13:00 - 13:20,
GABY KETTLE,,CROISSANT NEUF BANDSTAND,SATURDAY,13:00 - 13:20,
GANZO,https://www.mixcloud.com/squish-squish-squish/,TOLPUDDLE,THURSDAY,19:30 - 21:30,
GANZO,https://www.instagram.com/sebastagram/,TOLPUDDLE,SUNDAY,19:30 - 21:30,
GARDNA & FRIENDS - ESK,,BLIND TIGER,FRIDAY,22:00 - 23:00,
GARDNA & FRIENDS - GARDNA & KREED,https://soundcloud.com/gardna,BLIND TIGER,FRIDAY,23:00 - 00:00,
GARDNA & FRIENDS - JEREMIAH ASIAMAH,https://www.bbc.co.uk/programmes/m0005h4r,BLIND TIGER,FRIDAY,00:00 - 01:00,
GARDNA & FRIENDS - LENS,https://soundcloud.com/lens_dnb,BLIND TIGER,FRIDAY,04:00 - 05:00,
GARDNA & FRIENDS - MY NU LENG BTB PJ BRIDGER FT DREAD MC,https://mynuleng.com/,BLIND TIGER,FRIDAY,01:00 - 02:00,
GARDNA & FRIENDS - SAM SUPPLIER,https://soundcloud.com/samsupplier,BLIND TIGER,FRIDAY,03:00 - 04:00,
GARDNA & FRIENDS - SARAH STORY,https://www.bbc.co.uk/programmes/m000zc82,BLIND TIGER,FRIDAY,02:00 - 03:00,
GARDNA & FRIENDS - UNGLUED,https://soundcloud.com/unglueddnb,BLIND TIGER,FRIDAY,05:00 - 06:00,
GARDNA (LIVE),,THE LONELY HEARTS CLUB,FRIDAY,16:45 - 17:45,Genre defying Bristol’s MC fusing elements from across the entire sound system spectrum.
GARDNA (LIVE),http://gardna (@gardnauk) | instagram,NOWHERE,SATURDAY,00:15 - 01:00,
GARDNA,https://gardnamusic.bandcamp.com/,BBC MUSIC INTRODUCING,FRIDAY,15:00 - 15:30,Bristol-based electronic dance sounds from this MC who commands a strong stage presence at his incendiary live shows with his big bad sounds.
GARETH JONES (COMPERE),,OUTSIDE CIRCUS STAGE,FRIDAY,16:15 - 21:00,
GARETH JONES (COMPERE),,OUTSIDE CIRCUS STAGE,SATURDAY,11:30 - 16:15,
GARETH JONES (COMPERE),,OUTSIDE CIRCUS STAGE,SUNDAY,16:00 - 21:09,
GARETH JONES,,THE PAVEMENT,WEDNESDAY,14:00 - 14:30,
GARETH JONES,,THE PAVEMENT,THURSDAY,16:05 - 16:35,
GARETH JONES,,THE PAVEMENT,FRIDAY,12:00 - 12:30,
GARETH JONES,,THE PAVEMENT,SATURDAY,17:50 - 18:20,
GARETH JONES,,THE PAVEMENT,SUNDAY,12:00 - 12:30,
GARETH JONES,http://nil,THE GATEWAY,THURSDAY,12:35 - 13:05,
GAUDI,https://www.gaudimusic.com/,RABBIT HOLE'S FUNKINGHAM PALACE,SATURDAY,00:00 - 01:00,
GAVIN JAMES,https://www.instagram.com/gavinjameslive,ACOUSTIC STAGE,FRIDAY,18:30 - 19:30,"Dublin singer-songwriter with two billion streams, one Diamond and 45 Platinum and Gold records across the globe."
GAZ BROOKFIELD,https://gazbrookfield.com,CROISSANT NEUF,SUNDAY,14:30 - 15:30,
GECKO,https://geckoofficial.com,TOAD HALL,THURSDAY,15:45 - 16:30,
GECKO,,AVALON'S CAFÉ STAGE,THURSDAY,12:00 - 12:45,
GECKO,https://geckoofficial.com/,THE ASTROLABE THEATRE,THURSDAY,22:20 - 22:45,
GECKO,https://geckoofficial.com/,THE ASTROLABE THEATRE,FRIDAY,18:30 - 18:45,
GECKO,https://geckoofficial.com/,THE ASTROLABE THEATRE,SATURDAY,18:30 - 18:45,
GECKO,https://geckoofficial.com/,THE ASTROLABE THEATRE,SUNDAY,17:40 - 17:55,
GECKO,https://geckoofficial.com/,POETRY&WORDS,FRIDAY,11:30 - 11:55,
GECKO,https://geckoofficial.com/,POETRY&WORDS,SATURDAY,11:30 - 12:00,
GECKO,https://geckoofficial.com/,POETRY&WORDS,SUNDAY,11:30 - 11:55,
GEDZ (BLENDID TAKEOVER),https://linktr.ee/gedzdnb,CORNISH ARMS,THURSDAY,02:00 - 03:00,
GEDZ (BLENDID TAKEOVER),https://linktr.ee/gedzdnb,CORNISH ARMS,SUNDAY,00:30 - 01:00,
GEMMA ROGERS,https://www.gemmarogersmusic.com/,THE LIZARD STAGE,FRIDAY,19:00 - 20:00,
GEMMA ROGERS,https://www.gemmarogersmusic.com/,STRUMMERVILLE,THURSDAY,21:00 - 21:30,
GEMMA ROGERS,https://www.gemmarogersmusic.com/,THE RABBIT HOLE,FRIDAY,21:00 - 22:00,
GENERAL MAYBE,,SMALL WORLD STAGE,SUNDAY,21:45 - 23:00,
GENERATION SEX,https://www.instagram.com/generationsex/,OTHER STAGE,SATURDAY,15:45 - 16:45,A punk rock wet dream with Billy Idol and Tony James from Generation X colliding with the Pistols’ Steve Jones and Paul Cook.
GENTLEMAN'S DUB CLUB FEAT HOLLIE COOK,"https://gentlemansdubclub.com/
https://linktr.ee/holliecookie",TRUTH STAGE,FRIDAY,02:45 - 03:30,
GEORGE EGG'S 'SET MENU',http://georgeegg.com/,THE ASTROLABE THEATRE,FRIDAY,13:40 - 14:40,
GEORGE EGG'S 'SET MENU',http://georgeegg.com/,THE ASTROLABE THEATRE,SATURDAY,13:40 - 14:40,
GEORGE EGG'S 'SET MENU',http://georgeegg.com/,THE ASTROLABE THEATRE,SUNDAY,13:40 - 14:40,
GEORGE ORANGE,,OUTSIDE CIRCUS STAGE,SATURDAY,13:35 - 14:05,
GEORGE ORANGE,,OUTSIDE CIRCUS STAGE,SUNDAY,16:54 - 17:24,
GEORGE ORANGE,,THE GLEBE,FRIDAY,12:35 - 13:05,
GEORGE ORANGE,,A LITTLE MORE SENSATION,FRIDAY,15:30 - 16:00,
GEORGE ORANGE,,A LITTLE MORE SENSATION,SATURDAY,19:35 - 20:05,
GEORGE ORANGE,,A LITTLE MORE SENSATION,SUNDAY,12:35 - 13:05,
GEORGE SERVICE,https://www.mixcloud.com/georgeserviice/,TOLPUDDLE,THURSDAY,17:30 - 19:30,
GEORGIA D'ARCY RODEN,https://www.facebook.com/georgiadarcyroden10,CROONER'S CORNER,WEDNESDAY,17:45 - 18:15,
GEORGIA D'ARCY RODEN,https://www.facebook.com/georgiadarcyroden10,CROONER'S CORNER,WEDNESDAY,14:00 - 14:45,
GEORGIA D'ARCY RODEN,https://www.facebook.com/georgiadarcyroden10,CROONER'S CORNER,THURSDAY,13:00 - 13:45,
GEORGIA D'ARCY RODEN,https://www.facebook.com/georgiadarcyroden10,CROONER'S CORNER,FRIDAY,11:00 - 11:45,
GEORGIA D'ARCY RODEN,https://www.facebook.com/georgiadarcyroden10,CROONER'S CORNER,SATURDAY,14:30 - 15:15,
GEORGIA D'ARCY RODEN,https://www.facebook.com/georgiadarcyroden10,CROONER'S CORNER,SUNDAY,14:45 - 15:30,
GEORGIE ELIZA,,CROISSANT NEUF BANDSTAND,SATURDAY,12:30 - 12:50,
GERD JANSON,https://www.instagram.com/gerdjansonofficial/?hl=en,SAN REMO,SUNDAY,20:30 - 22:00,
GERD JANSON,,THE LEVELS,SUNDAY,18:30 - 20:00,The Running Back label boss takes to the decks for a house-rooted session.
GET ON TAKEOVER,https://www.instagram.com/getonfestival/,BABYLON UPRISING,FRIDAY,13:30 - 15:00,
GIDEÖN,https://ra.co/dj/gideon-uk,NYC DOWNLOW,SATURDAY,02:30 - 04:25,
GILBERT O'SULLIVAN,http://www.gilbertosullivan.co.uk,ACOUSTIC STAGE,SUNDAY,20:00 - 21:00,"Chart topping singer-songwriter whose melodic craftsmanship, witty wordplay, topical acuity and surrealist humour ensure that the career he began in 1970 continues to thrive."
GINA BREEZE,http://www.ginabreeze.com,SAN REMO,SUNDAY,14:00 - 15:30,
GINA BREEZE,http://ginabreeze.com/,THE MEAT RACK,SATURDAY,22:00 - 00:00,
GIRLS DON'T SYNC,,THE LEVELS,SATURDAY,21:30 - 23:00,"All-female group of DJs, producers and curators who are bringing inclusivity and energy to underrepresented dancefloors."
GIRLS DON'T SYNC,https://www.instagram.com/girlsdontsync/?hl=en,GLADE,THURSDAY,18:00 - 19:00,"DJs, producers and curators bringing inclusivity with a fresh take on UKG, house and bass."
GLASTONBURY FESTIVAL POETRY SLAM,,POETRY&WORDS,SUNDAY,17:15 - 19:15,
GLEN HANSARD,https://glenhansard.com,ACOUSTIC STAGE,SATURDAY,20:00 - 21:00,"Academy-Award winning Irish singer-songwriter, and principal vocalist/guitarist for the bands, The Frames and The Swell Season."
GLENN TILBROOK AND BEAUTIFUL LANDING,https://www.glenntilbrook.com,ACOUSTIC STAGE,SATURDAY,18:30 - 19:30,"The Squeeze songwriting legend joined by Beautiful Landing, a young five-piece indie band who’ll be leafing through Glenn’s plentiful back catalogues."
GLITTERBOX TAKEOVER,https://glitterboxibiza.com/,GREENPEACE,FRIDAY,02:00 - 03:00,
GLITTERBOX TAKEOVER,https://glitterboxibiza.com/,GREENPEACE,FRIDAY,00:30 - 02:00,
GLITTERBOX TAKEOVER,https://glitterboxibiza.com/,GREENPEACE,FRIDAY,23:45 - 00:30,
GLITTERBOX TAKEOVER: FAT TONY,https://glitterboxibiza.com/,GREENPEACE,FRIDAY,23:00 - 23:45,
GLITTERBOX TAKEOVER: GINA BREEZE,https://glitterboxibiza.com/,GREENPEACE,FRIDAY,19:50 - 20:50,
GLITTERBOX TAKEOVER: GIRLS OF THE INTERNET LIVE,https://www.instagram.com/girlsoftheinternetmusic/,GREENPEACE,FRIDAY,20:50 - 21:50,
GLITTERBOX TAKEOVER: LUKE SOLOMON,https://glitterboxibiza.com/,GREENPEACE,FRIDAY,21:50 - 22:30,
GLITTERBOX TAKEOVER: MELLE BROWN,https://glitterboxibiza.com/,GREENPEACE,FRIDAY,22:30 - 23:00,
GLOBAL COLLECTIVE,https://www.seventhwavemusic.co.uk/the-global-collective/,TOAD HALL,THURSDAY,00:30 - 01:30,
GNARLY (BLENDID TAKEOVER),https://linktr.ee/gnarly,CORNISH ARMS,SATURDAY,17:30 - 18:00,
GNARLY,https://www.instagram.com/gnarly.music/,TOLPUDDLE,SUNDAY,21:30 - 22:30,
GODDARD. W/ TEMPZA,,THE LEVELS,SATURDAY,12:00 - 13:30,"DJ and remixer surfing the liquid drum and bass, house, techno and ambient genres with MC Tempza.."
GOING BANANAS,https://www.richardhandley.co.uk/,THE GLEBE,FRIDAY,12:00 - 12:30,
GOING BANANAS,https://www.richardhandley.co.uk/,THE GLEBE,SATURDAY,12:00 - 12:30,
GOING BANANAS,https://www.richardhandley.co.uk/,THE GLEBE,SUNDAY,12:35 - 13:05,
GOING BANANAS,https://www.richardhandley.co.uk/,A LITTLE MORE SENSATION,FRIDAY,17:50 - 18:20,
GOING BANANAS,https://www.richardhandley.co.uk/,A LITTLE MORE SENSATION,SATURDAY,13:45 - 14:15,
GOING BANANAS,https://www.richardhandley.co.uk/,A LITTLE MORE SENSATION,SUNDAY,14:55 - 15:25,
GOING SOUTH TAKEOVER,,TRUTH STAGE,THURSDAY,TBA,
GOK WAN,https://www.instagram.com/therealgokwan/,GLADE,FRIDAY,16:10 - 17:30,"Funky vocal house that began as Isolation Nation, a live DJ set streamed from his kitchen during lockdown."
GOLD DUBS BTB RAGGAMUFFIN SOUND,,BLIND TIGER,FRIDAY,17:00 - 18:00,
GOLDDUBS,https://instagram.com/golddubs?igshid=ymmymta2m2y=,THE SALON CAROUSEL,FRIDAY,00:00 - 00:45,
GONG BATHS WITH MARTINA SAORIN,https://yogicsound.com/,HUMBLEWELL RETREAT YURT,THURSDAY,16:30 - 17:15,
GONG BATHS WITH MARTINA SAORIN,https://yogicsound.com/,HUMBLEWELL RETREAT YURT,FRIDAY,16:15 - 17:00,
GONG BATHS,https://yogicsound.com/,HUMBLEWELL RETREAT YURT,SATURDAY,15:15 - 16:00,
GOOD BOY,,PILTON PALAIS CINEMA,THURSDAY,19:00 - 19:15,
GOOD HABITS,,AVALON'S CAFÉ STAGE,THURSDAY,14:00 - 14:45,
GOOD HABITS,,AVALON'S CAFÉ STAGE,FRIDAY,13:50 - 14:15,
GOOD HABITS,,AVALON'S CAFÉ STAGE,SATURDAY,18:05 - 18:35,
GOOD HABITS,,AVALON'S CAFÉ STAGE,SUNDAY,12:10 - 12:35,
GORILLA TACTICS,https://www.instagram.com/gorillatacticscrew/?hl=en,THE BUG,SATURDAY,17:00 - 18:00,
GRACE BILLINGS,https://linktr.ee/theamazinggracieb,OUTSIDE CIRCUS STAGE,FRIDAY,18:53 - 19:23,
